	ts	te
T0	35.0	31.84
T1	34.48	32.21
T2	34.44	27.85
T3	34.07	25.73
T5	33.75	21.41
T6	33.56	28.63
T7	33.45	30.9
T8	33.22	21.99
T9	33.05	30.89
T10	32.84	26.18
T11	32.82	27.14
T12	32.69	26.95
T13	32.03	18.33
T14	32.01	25.01
T15	32.0	21.12
T16	31.9	31.13
T17	31.82	26.83
T18	31.7	0.0
T19	31.47	29.62
T20	31.35	28.09
T21	31.32	27.6
T22	31.17	28.57
T23	31.16	30.09
T25	31.05	28.45
T26	30.84	24.93
T27	30.8	29.64
T28	30.67	27.27
T29	30.64	26.22
T30	30.47	30.21
T32	30.16	19.17
T33	30.11	25.63
T34	30.01	29.33
T35	29.97	26.41
T37	29.78	28.78
T38	29.71	27.52
T39	29.64	27.78
T40	29.59	29.14
T41	29.54	25.59
T42	29.47	26.92
T43	29.37	29.19
T44	29.34	25.6
T45	29.04	25.69
T47	28.81	24.79
T48	28.37	26.88
T49	28.27	23.32
T50	28.19	26.98
T53	27.72	19.95
T54	27.64	24.68
T55	27.52	25.25
T56	27.4	25.64
T60	27.08	25.72
T61	27.05	18.75
T62	27.04	26.28
T64	26.96	23.24
T65	26.9	25.62
T66	26.84	20.89
T68	26.7	21.97
T70	26.53	25.93
T71	26.43	24.81
T73	26.31	24.77
T76	25.94	0.0
T77	25.92	15.22
T79	25.81	24.32
T81	25.68	24.7
T82	25.6	23.9
T83	25.53	24.86
T84	25.47	24.93
T85	25.46	22.82
T86	25.4	22.51
T88	25.33	0.0
T89	25.3	17.55
T90	25.18	19.61
T91	25.08	12.16
T93	24.74	16.4
T94	24.65	22.03
T95	24.63	17.86
T96	24.38	19.31
T97	24.23	22.38
T98	24.21	23.2
T99	24.09	23.27
T100	24.08	15.35
T101	24.04	0.0
T102	23.81	22.29
T103	23.8	20.27
T104	23.74	21.33
T106	23.44	22.8
T108	23.16	22.8
T110	23.09	21.61
T111	23.07	22.05
T114	22.85	21.32
T116	22.58	19.26
T117	22.52	18.06
T118	22.45	14.28
T120	22.27	6.71
T121	22.21	21.79
T122	22.07	19.75
T123	22.04	21.3
T124	21.95	20.67
T126	21.89	21.11
T127	21.81	18.86
T128	21.51	20.82
T129	21.51	16.65
T131	21.34	17.75
T135	20.68	19.53
T136	20.49	16.99
T137	20.22	19.49
T138	20.19	17.71
T140	20.13	19.91
T144	19.56	16.92
T146	19.44	16.42
T147	19.17	0.0
T148	19.07	11.05
T149	19.07	16.64
T150	18.96	18.68
T151	18.91	12.52
T152	18.87	12.23
T153	18.87	15.13
T154	18.45	11.55
T155	18.37	8.45
T156	18.34	0.0
T157	18.2	17.46
T159	17.97	6.72
T161	17.85	17.04
T162	17.53	12.02
T163	17.46	9.06
T166	16.8	12.97
T167	16.66	14.91
T168	16.6	14.34
T169	16.41	14.01
T170	16.39	15.15
T171	16.08	0.0
T172	15.93	3.02
T173	15.87	10.67
T175	15.54	15.05
T176	15.5	12.51
T177	15.49	9.96
T178	15.47	14.89
T180	15.44	12.23
T181	15.39	14.76
T182	15.39	1.37
T185	14.94	12.78
T186	14.91	11.63
T187	14.83	13.59
T188	14.69	5.55
T189	14.57	6.99
T190	14.34	14.22
T193	14.05	0.0
T194	13.92	12.85
T195	13.78	12.05
T198	13.67	9.19
T199	13.45	12.82
T200	13.14	0.0
T201	12.65	3.24
T203	12.05	0.0
T204	11.91	6.47
T206	11.68	6.11
T207	11.53	11.04
T208	11.51	11.17
T209	11.43	3.18
T210	11.32	7.58
T211	10.68	0.0
T212	10.63	10.62
T213	10.6	1.37
T214	10.51	6.54
T215	10.36	5.96
T216	10.31	6.11
T217	10.23	7.65
T218	10.15	0.64
T219	9.92	6.84
T220	9.73	8.35
T221	9.53	7.94
T222	9.01	6.83
T223	8.97	1.56
T224	8.85	6.98
T225	8.51	2.75
T226	8.39	0.0
T227	8.27	7.05
T228	8.25	0.04
T229	7.98	6.27
T230	7.91	0.0
T231	7.84	7.75
T232	7.83	6.21
T233	7.65	6.71
T234	7.45	5.31
T235	7.41	6.09
T237	6.94	0.0
T239	6.84	4.1
T242	6.51	0.0
T243	6.09	0.0
T244	6.01	0.0
T246	5.37	0.0
T247	5.05	0.0
T248	4.85	4.22
T251	4.24	0.0
T252	4.14	1.74
T253	4.06	0.0
T255	3.88	0.04
T256	3.82	0.0
T257	3.8	0.41
T258	3.76	1.74
T260	3.73	0.0
T264	3.16	0.0
T265	3.14	2.81
T266	2.91	0.14
T269	2.16	0.4
T270	2.03	0.0
T275	1.52	0.0
T276	1.4	0.0
T278	1.27	0.0
T279	0.97	0.0
T281	0.92	0.0
T282	0.72	0.0
T284	0.66	0.0
T285	0.51	0.0
