feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
baseline,0.11514046215458833,0.07157315289725459,0.16230406685690896,NA,NA,NA
T0__cont_trait_0,0.0021701764450607394,-0.027011961851284443,0.030299071865430193,0.19037974514533076,0.06409722998342077,0.3094357377121321
T0__cat_trait_0,0.009755853615256445,-0.019164723000476603,0.04800265281904752,NA,NA,NA
T0__pvr_0,0.019369560995125403,-0.026311797924495728,0.07081056413618053,NA,NA,NA
T0__pvr_1,0.007177838680903436,-0.052893501670534304,0.06609333652107272,NA,NA,NA
T0__temp,0.04560207077542985,-0.032204033748435196,0.12747279938042544,NA,NA,NA
T0__time,-0.008836217521033508,-0.08638870275000773,0.05774561680925773,NA,NA,NA
T1__cont_trait_0,0.006157511990641759,-0.022519984711532444,0.04395596189167056,0.22116041672540154,0.0744515870776393,0.3808860312489547
T1__cat_trait_0,0.01655560500020111,-0.023165614719054817,0.07392706408371627,NA,NA,NA
T1__pvr_0,0.03040747694405313,-0.026781541691494153,0.10356278615501022,NA,NA,NA
T1__pvr_1,0.015206794349696913,-0.01971649056020368,0.055429229083895054,NA,NA,NA
T1__temp,0.057375135731832415,-0.033973820895142864,0.14636665073597901,NA,NA,NA
T1__time,-0.019682569445612256,-0.12079439794195612,0.06805205025914915,NA,NA,NA
T3__cont_trait_0,0.011747845374723686,-0.03406526934895905,0.061214859910731306,0.23830372423561827,0.09109242142390223,0.43443907247810215
T3__cat_trait_0,0.025297639116545312,-0.016648924695228582,0.08806880018370832,NA,NA,NA
T3__pvr_0,0.027421760911841696,-0.031456320350185286,0.10130120652206691,NA,NA,NA
T3__pvr_1,0.018322153385676224,-0.021015334030245372,0.06169468158930698,NA,NA,NA
T3__temp,0.06136796840581617,-0.02445116801560415,0.1512268418614654,NA,NA,NA
T3__time,-0.020994105113573296,-0.12028096646980946,0.05329248342337202,NA,NA,NA
T5__cont_trait_0,0.0009143738945194795,-0.03128952603437444,0.0405898381156412,0.12770479072947305,0.025224650331639953,0.2658125713575886
T5__cat_trait_0,0.010066064039578855,-0.041632484455891836,0.06402656641398516,NA,NA,NA
T5__pvr_0,0.002248584423048173,-0.04828082434799206,0.07487773095098588,NA,NA,NA
T5__pvr_1,-0.0021585145809300704,-0.059384309141501244,0.052148434816588776,NA,NA,NA
T5__temp,0.000492367570544372,-0.03820450454363461,0.0636074828808512,NA,NA,NA
T5__time,0.0010014532281237942,-0.01336651970392426,0.02048494271342355,NA,NA,NA
T6__cont_trait_0,0.009867304536702098,-0.028998479091069243,0.05755912878321895,0.23642761756998815,0.07835198201135961,0.40083987475730254
T6__cat_trait_0,0.023847643498275423,-0.020688556080091368,0.08313561484158069,NA,NA,NA
T6__pvr_0,0.02942785721027743,-0.028138359523338874,0.104995811104921,NA,NA,NA
T6__pvr_1,0.017790659385922468,-0.014465958530168334,0.06702913543094466,NA,NA,NA
T6__temp,0.05912573262146822,-0.024965001208221156,0.14978946025368806,NA,NA,NA
T6__time,-0.018772041837245956,-0.11080372498975938,0.049324976496470975,NA,NA,NA
T7__cont_trait_0,0.016746365733723637,-0.026408392610370403,0.07114204402315569,0.16035436247407822,0.025821631158375477,0.3207727363884266
T7__cat_trait_0,-0.006124311442299437,-0.05791119117625678,0.05832291570614536,NA,NA,NA
T7__pvr_0,0.008304837006205457,-0.04294829884279202,0.06388702201938422,NA,NA,NA
T7__pvr_1,0.007893050846109164,-0.01735564490352554,0.038065411302393125,NA,NA,NA
T7__temp,0.024858708008523446,-0.04485497132921723,0.1162238143775626,NA,NA,NA
T7__time,-0.006464749832772484,-0.057304537787531126,0.046852814116165944,NA,NA,NA
T8__cont_trait_0,-0.0020795966082132744,-0.030570535648482722,0.025496401005411087,0.17787437621455995,0.06452250939173707,0.2864341681063383
T8__cat_trait_0,0.0034102514256771463,-0.0229112028247072,0.037980084801336605,NA,NA,NA
T8__pvr_0,0.01369463794002213,-0.031379939748314725,0.057789075319877266,NA,NA,NA
T8__pvr_1,0.007263766454584483,-0.02346622381719156,0.042919829662346545,NA,NA,NA
T8__temp,0.040248794802016076,-0.04238979789422849,0.12521865580451844,NA,NA,NA
T8__time,0.000196060045884882,-0.06324248874363506,0.0545487762478484,NA,NA,NA
T10__cont_trait_0,0.01237372466069808,-0.06567876537661926,0.08837450762332423,0.24454356258042553,0.05339504621389202,0.5131840274029488
T10__cat_trait_0,0.0314098228114369,-0.0159765294033224,0.11084315464291512,NA,NA,NA
T10__pvr_0,0.017599187854281786,-0.040537870847015954,0.09579437393453914,NA,NA,NA
T10__pvr_1,0.021181213715404813,-0.030386252530923696,0.07424393078962183,NA,NA,NA
T10__temp,0.05919656758999128,-0.02498209015354827,0.1634959770865913,NA,NA,NA
T10__time,-0.012357416205975883,-0.10356518259825444,0.06678545982610654,NA,NA,NA
T11__cont_trait_0,0.01447323604864183,-0.034427514229308856,0.07373164886259351,0.24051489521491096,0.0690123092832429,0.42998183717222593
T11__cat_trait_0,0.01409931962333874,-0.02731414502295109,0.06509891442410756,NA,NA,NA
T11__pvr_0,0.026157848102121482,-0.02278987485793156,0.09180315584919316,NA,NA,NA
T11__pvr_1,0.015317488840292071,-0.030700351868525023,0.06833118375247918,NA,NA,NA
T11__temp,0.0597600410606208,-0.025283594743308477,0.1491554893910843,NA,NA,NA
T11__time,-0.0044335006146924314,-0.11711616417267454,0.08109691893204754,NA,NA,NA
T13__cont_trait_0,0.005338941384785786,-0.022674237184631324,0.042000415020724706,0.23201048725135645,0.0931201394830512,0.3959798661173302
T13__cat_trait_0,0.01766854683927531,-0.024281729504058283,0.0694799503881481,NA,NA,NA
T13__pvr_0,0.034134484439364864,-0.027557716183691544,0.1102226077903263,NA,NA,NA
T13__pvr_1,0.016620844229512002,-0.01998901258178507,0.05712724347334844,NA,NA,NA
T13__temp,0.05935615351246292,-0.032146128769233055,0.15133617112330483,NA,NA,NA
T13__time,-0.016248945308632884,-0.0992002713014053,0.05434903573395474,NA,NA,NA
T14__cont_trait_0,0.026736327163742402,-0.048562114109490365,0.11438141541200382,0.2867678772200701,0.08416384143460981,0.53222826357285
