	ts	te
T0	35.0	33.6
T1	34.05	31.03
T2	33.79	30.06
T3	33.75	30.76
T5	31.72	25.75
T6	31.59	26.87
T8	31.09	29.14
T9	31.05	25.33
T11	30.26	25.61
T12	30.24	25.87
T13	30.15	16.62
T14	29.83	29.48
T15	28.93	22.22
T16	28.06	24.23
T17	28.04	21.57
T19	27.43	14.29
T20	26.9	20.55
T21	26.77	9.17
T22	26.35	5.58
T23	26.31	21.72
T25	25.96	7.79
T26	25.67	24.7
T27	25.29	22.79
T29	24.84	16.3
T32	23.93	5.52
T33	23.82	20.17
T34	23.82	21.08
T35	23.7	22.47
T36	23.51	12.19
T37	23.43	0.0
T38	23.17	19.67
T39	23.04	19.27
T40	23.0	14.75
T41	22.95	9.45
T44	22.68	20.39
T45	22.54	20.32
T46	22.5	18.61
T47	22.36	20.11
T52	21.91	17.91
T54	21.62	16.66
T55	21.29	18.19
T56	21.25	19.14
T57	21.15	20.93
T58	21.11	0.0
T59	21.09	5.92
T60	20.91	20.33
T61	20.85	12.14
T62	20.65	11.87
T63	20.58	0.0
T64	20.53	19.51
T65	20.5	18.82
T66	20.39	18.59
T67	20.36	19.16
T68	20.14	0.0
T69	19.83	0.0
T71	19.63	18.85
T73	19.53	18.29
T74	19.39	10.43
T76	19.29	14.62
T77	19.23	13.7
T79	19.05	16.97
T80	19.02	10.3
T81	18.58	15.76
T82	18.5	16.7
T83	17.97	16.86
T85	17.8	10.46
T86	17.79	9.13
T87	17.74	12.85
T88	17.66	13.36
T89	17.5	8.64
T90	17.27	15.14
T91	17.15	7.33
T92	17.11	2.89
T93	17.05	16.74
T94	16.94	4.31
T96	16.88	0.0
T97	16.86	6.53
T98	16.73	15.54
T100	16.61	16.03
T101	16.22	13.96
T102	16.19	14.79
T103	16.11	11.98
T104	15.9	14.21
T105	15.73	0.0
T106	15.69	12.76
T108	15.34	0.0
T109	15.28	0.0
T110	15.11	13.78
T111	15.06	14.58
T112	14.89	13.24
T114	14.84	3.89
T115	14.84	14.37
T119	13.95	11.64
T122	13.81	5.21
T123	13.74	7.5
T124	13.72	11.28
T125	13.39	11.21
T126	13.24	7.37
T127	13.08	10.87
T128	13.08	9.28
T129	12.99	7.97
T130	12.87	0.0
T131	12.74	0.0
T132	12.68	6.25
T133	12.53	6.38
T134	12.49	8.32
T135	12.45	7.61
T136	12.43	10.48
T137	12.08	1.17
T138	12.06	6.46
T139	12.0	5.06
T140	11.98	6.43
T141	11.95	10.62
T142	11.85	7.7
T143	11.84	0.0
T144	11.78	2.85
T145	11.67	0.0
T146	11.67	4.94
T147	11.36	8.24
T149	10.79	0.0
T150	10.65	8.92
T151	10.6	0.0
T152	10.41	7.99
T154	10.04	6.39
T155	10.0	8.96
T156	9.95	0.0
T157	9.49	0.0
T158	9.16	5.63
T159	9.07	5.31
T160	9.0	7.61
T161	8.99	0.0
T162	8.97	8.84
T163	8.83	8.13
T164	8.66	0.23
T166	8.64	0.0
T167	8.3	7.47
T168	8.29	7.46
T169	7.82	2.05
T170	7.68	0.0
T171	7.61	5.86
T172	6.89	0.0
T174	6.45	5.16
T176	6.11	1.99
T177	5.76	1.42
T178	5.67	3.58
T180	5.51	2.51
T181	5.41	0.0
T182	5.18	4.92
T184	4.68	0.0
T185	4.41	0.0
T186	4.3	3.6
T188	4.01	1.58
T189	3.99	2.79
T190	3.99	0.0
T191	3.98	0.0
T192	3.98	2.72
T193	3.83	0.0
T194	3.81	0.0
T195	3.5	3.06
T196	3.33	0.0
T199	2.99	0.0
T200	2.96	0.0
T201	2.96	1.61
T202	2.91	0.0
T204	2.83	0.0
T205	2.82	0.0
T206	2.65	0.0
T207	2.63	0.0
T208	2.54	0.0
T209	2.52	0.0
T210	2.48	0.08
T211	2.44	0.0
T212	1.76	0.0
T214	1.64	1.03
T215	1.39	0.59
T216	1.27	0.0
T218	1.21	0.0
T219	1.17	0.0
T220	1.16	0.0
T221	1.01	0.0
