cat_trait_0,time,mean,lwr,upr
0.0,0.5,0.14351346421623284,0.07780603229238185,0.2117337521205815
0.0,0.8493214992760358,0.1412357565726673,0.07639801085307675,0.20777069563932973
0.0,1.1986429985520715,0.13900981384497352,0.06980624527664102,0.20044947138265345
0.0,1.5479644978281075,0.1368358260430775,0.06986593112740622,0.19702000548847395
0.0,1.8972859971041431,0.1347137159005936,0.06959678421642485,0.19401582757330949
0.0,2.2466074963801788,0.13264317239049242,0.07461224118817832,0.1973245627226789
0.0,2.595928995656215,0.1306236879473148,0.06220576512893919,0.1819787817225132
0.0,2.945250494932251,0.12865459700487764,0.06389450459546916,0.18058944582151856
0.0,3.2945719942082863,0.12673511336935364,0.07198779223192153,0.18738512293780502
0.0,3.643893493484322,0.12486436541669144,0.07172815636043423,0.18543289430992763
0.0,3.993214992760358,0.12304142878179324,0.07015010514134176,0.1820103625768343
0.0,4.342536492036393,0.12126535534472876,0.06729762222848173,0.17698697905596875
0.0,4.69185799131243,0.11953519650219162,0.06447017134602308,0.17327064592457164
0.0,5.0411794905884655,0.11785001909871065,0.06405854800532329,0.17183456298583374
0.0,5.390500989864502,0.11620891356353195,0.06386594874800722,0.17159330820285923
0.0,5.739822489140537,0.11461099491167291,0.060664847484155064,0.16772033949355475
0.0,6.089143988416573,0.1130553979996229,0.05895109073401247,0.16505840643717987
0.0,6.438465487692609,0.11154126895374238,0.0570465017134334,0.16213637893107447
0.0,6.787786986968644,0.11006775519006404,0.05468725656239794,0.1596085226370098
0.0,7.13710848624468,0.10863399670405492,0.05315229799683426,0.15719697042050218
0.0,7.486429985520716,0.10723912089255085,0.0520976132897943,0.15477990236600267
0.0,7.835751484796751,0.10588224195146817,0.05113820209656964,0.15353004759717123
0.0,8.185072984072788,0.10456246427513516,0.05133220860147254,0.15329346649298867
0.0,8.534394483348823,0.10327888792213033,0.04982647036678799,0.15135829891613475
0.0,8.88371598262486,0.10203061363864906,0.04953185774607252,0.15083161059743114
0.0,9.233037481900894,0.10081674535592301,0.04876894189050354,0.14983909119106628
0.0,9.582358981176931,0.09963638934929077,0.048093876615439075,0.1488857636348706
0.0,9.931680480452966,0.09848865086152007,0.047456143995455696,0.14752197401016143
0.0,10.281001979729002,0.09737263024866145,0.046436627242733314,0.14662211341403325
0.0,10.630323479005037,0.09628742101858885,0.045446315976518166,0.1456300123385274
0.0,10.979644978281074,0.09523211136539354,0.045192645943051495,0.14497597648317664
0.0,11.32896647755711,0.09420578936224387,0.04459566748692502,0.14363471003636522
