	ts	te
T0	35.0	28.74
T1	32.96	25.62
T2	31.93	29.9
T3	30.84	27.58
T4	30.79	29.66
T5	30.64	28.81
T6	30.36	27.91
T7	30.02	29.69
T9	29.71	4.08
T11	29.14	28.45
T12	28.86	26.65
T13	28.83	25.52
T14	28.73	25.55
T16	26.42	21.86
T18	24.72	15.38
T19	24.64	20.88
T20	23.84	19.64
T21	23.77	4.72
T22	23.66	14.65
T23	22.51	20.34
T25	22.2	13.64
T26	22.15	3.34
T27	22.12	14.64
T28	22.05	10.9
T29	21.56	12.29
T30	21.23	13.58
T31	20.88	0.0
T33	19.22	16.99
T34	18.7	13.41
T35	18.64	16.62
T36	17.99	11.43
T37	17.92	10.66
T39	17.3	6.78
T40	16.94	13.22
T41	16.78	13.79
T42	16.69	12.02
T43	16.64	9.34
T45	16.19	13.24
T46	15.92	12.55
T48	15.5	4.48
T49	15.38	6.9
T50	15.27	13.35
T52	15.11	10.08
T53	14.92	8.21
T54	14.78	10.0
T55	14.77	7.45
T56	14.63	0.0
T57	14.55	13.49
T58	14.41	10.99
T59	14.4	12.07
T60	14.13	5.23
T61	14.08	10.64
T62	14.07	6.97
T64	14.01	13.5
T65	13.86	8.22
T66	13.83	10.62
T67	13.81	7.04
T68	13.68	0.0
T69	13.68	9.61
T70	13.66	0.0
T71	13.52	13.22
T72	13.3	1.92
T73	13.06	11.55
T74	13.03	3.27
T75	12.82	11.05
T76	12.76	10.72
T77	12.48	4.37
T78	12.34	11.37
T79	12.2	9.52
T80	11.86	0.0
T82	11.67	0.0
T83	11.67	4.35
T84	11.51	0.54
T85	11.47	7.93
T86	11.45	1.22
T87	11.44	0.0
T88	11.26	0.0
T89	11.24	7.05
T90	11.14	9.55
T91	11.11	5.17
T92	11.1	0.0
T95	10.47	0.0
T97	10.33	6.22
T98	10.04	0.0
T99	9.83	3.8
T100	9.69	4.78
T101	9.68	3.57
T102	9.65	5.51
T104	9.59	5.49
T105	9.54	0.0
T106	9.46	0.0
T107	9.36	3.52
T108	9.08	6.23
T109	9.03	3.75
T110	8.76	6.99
T111	8.75	7.64
T112	8.63	0.0
T113	8.56	7.14
T115	8.21	6.3
T116	8.13	0.0
T117	8.06	6.52
T118	7.87	0.0
T119	7.82	0.0
T120	7.8	0.0
T121	7.77	0.0
T122	7.7	0.0
T123	7.64	6.98
T124	7.6	0.0
T125	7.52	4.32
T126	7.52	3.48
T127	7.44	0.0
T128	7.31	4.98
T129	7.07	6.03
T130	7.03	5.23
T132	6.89	1.9
T133	6.74	0.0
T134	6.54	0.0
T135	6.51	5.07
T136	6.31	4.87
T137	6.28	0.0
T138	6.26	0.0
T139	6.19	0.0
T140	6.18	0.0
T142	6.1	5.1
T143	6.04	1.01
T144	6.02	4.86
T145	5.92	0.0
T146	5.62	0.0
T147	5.62	2.66
T148	5.61	0.7
T149	5.45	0.0
T150	5.36	0.0
T151	5.36	0.0
T152	5.21	3.1
T153	5.06	2.74
T154	4.99	0.0
T155	4.89	1.37
T156	4.86	0.0
T157	4.85	0.0
T158	4.82	0.0
T159	4.77	0.0
T160	4.74	0.0
T161	4.73	0.0
T162	4.72	2.74
T164	4.45	0.0
T165	4.41	0.0
T166	4.37	3.35
T167	4.35	0.0
T169	4.29	0.0
T171	4.23	0.0
T172	4.23	0.0
T174	4.12	0.0
T175	4.07	0.0
T176	4.05	0.0
T177	3.99	0.0
T178	3.97	0.0
T179	3.92	0.91
T180	3.91	0.0
T181	3.88	0.11
T184	3.6	0.0
T185	3.52	1.41
T186	3.44	0.0
T187	3.35	2.77
T189	3.28	0.0
T190	3.28	0.0
T191	3.23	0.0
T192	3.1	1.47
T194	2.83	0.0
T195	2.81	0.0
T196	2.72	2.28
T197	2.72	2.25
T198	2.69	0.0
T199	2.64	0.0
T200	2.64	0.0
T201	2.63	0.0
T202	2.62	0.0
T204	2.55	1.51
T205	2.52	0.0
T207	2.51	1.75
T208	2.5	0.0
T210	2.36	0.0
T211	2.36	1.31
T212	2.3	0.0
T214	2.21	0.0
T216	2.11	0.0
T217	2.06	0.0
T218	2.0	0.0
T220	1.97	0.0
T221	1.93	0.97
T222	1.93	0.0
T224	1.87	0.0
T225	1.85	0.0
T226	1.84	0.0
T227	1.73	0.0
T228	1.72	0.0
T230	1.64	0.0
T232	1.6	0.0
T233	1.52	0.0
T234	1.47	0.0
T235	1.44	0.0
T237	1.23	0.6
T238	1.23	0.0
T239	0.93	0.0
T243	0.51	0.0
