	ts	te
T1	34.93	32.31
T2	34.56	24.71
T4	34.01	30.92
T5	33.93	1.96
T6	32.62	28.51
T8	30.4	27.58
T9	28.7	12.5
T10	28.22	0.0
T12	26.71	25.88
T13	26.34	16.67
T14	25.92	24.46
T15	25.89	24.97
T16	25.63	24.1
T18	25.25	24.16
T19	24.87	19.93
T20	24.57	19.86
T22	24.41	9.96
T23	23.88	9.08
T25	23.62	21.82
T26	23.35	19.54
T27	23.12	21.33
T28	23.07	21.59
T29	22.8	21.27
T30	22.69	21.97
T33	22.29	16.34
T34	22.01	17.62
T35	21.94	21.32
T36	21.58	19.94
T37	21.56	18.55
T38	21.36	19.88
T39	20.93	19.5
T40	20.81	2.18
T41	20.73	20.07
T42	20.25	12.48
T44	20.0	12.06
T45	19.73	19.43
T46	19.51	15.99
T47	19.32	17.72
T50	18.74	17.68
T51	18.33	12.24
T52	18.28	16.55
T53	18.04	11.9
T54	16.95	0.0
T56	16.83	9.25
T57	16.76	13.49
T59	16.47	3.25
T60	16.45	14.49
T61	16.4	15.95
T62	16.38	11.0
T63	16.35	5.64
T64	16.23	14.98
T66	15.75	11.28
T68	15.62	7.16
T69	15.62	0.55
T70	15.62	13.83
T72	15.49	14.96
T73	14.96	12.14
T74	14.95	11.89
T75	14.6	0.0
T76	14.37	7.72
T77	14.13	5.93
T78	14.03	2.05
T80	13.85	13.31
T82	13.5	11.03
T83	13.23	13.2
T84	13.02	12.87
T87	12.89	9.6
T89	12.49	7.85
T90	12.48	1.85
T91	12.34	4.39
T94	12.29	7.96
T97	11.64	5.15
T98	11.54	10.54
T99	11.37	0.0
T104	11.13	0.0
T106	10.84	0.0
T107	10.84	9.08
T109	10.71	0.0
T110	10.68	0.0
T111	10.59	0.0
T113	10.26	6.47
T114	9.99	8.61
T115	9.98	8.05
T116	9.62	0.0
T117	9.28	0.0
T119	9.08	7.78
T121	8.69	1.26
T122	8.67	7.21
T123	8.65	4.68
T124	8.57	2.6
T125	8.33	1.37
T126	8.32	6.77
T127	8.3	0.0
T130	7.68	5.77
T131	7.67	6.07
T134	7.31	3.06
T135	6.97	4.52
T137	6.7	5.12
T139	6.54	0.0
T140	6.51	5.76
T142	5.95	0.0
T143	5.81	0.0
T144	5.64	4.4
T145	5.46	2.21
T146	5.26	3.94
T147	5.13	4.03
T148	4.97	0.0
T149	4.91	4.33
T150	4.86	2.46
T151	4.75	0.0
T152	4.63	2.44
T153	4.45	0.0
T154	4.42	0.0
T158	4.09	0.0
T159	3.99	0.0
T160	3.79	0.0
T161	3.63	0.05
T162	3.62	0.0
T163	3.43	0.0
T164	3.41	0.0
T165	3.34	0.68
T166	3.33	1.77
T167	3.26	0.76
T168	2.83	0.0
T169	2.8	0.0
T171	2.73	0.0
T173	2.61	0.0
T174	2.49	0.95
T175	2.4	0.0
T176	2.23	0.0
T177	1.96	0.0
T178	1.88	0.0
T179	1.84	0.0
T180	1.8	0.68
T181	1.75	0.0
T183	1.48	0.0
T184	1.45	0.0
T185	1.44	0.0
T186	1.33	0.0
T187	1.32	0.0
T188	1.16	0.0
T189	1.04	0.0
T191	1.02	0.0
T192	0.88	0.0
T193	0.74	0.0
T194	0.59	0.0
T196	0.48	0.0
T197	0.48	0.0
T199	0.33	0.0
T200	0.18	0.05
T203	0.09	0.0
T205	0.07	0.0
