Humans,NMDS2,mean,lwr,upr
0.0,-1.63273240063768,0.4131160462476497,0.07295582892688939,0.7402528028038232
0.0,-1.5969651535913574,0.4053446681055972,0.07489501551832298,0.7294720933529592
0.0,-1.5611979065450348,0.3976907553718901,0.07458247417849065,0.7157636633120842
0.0,-1.5254306594987121,0.390151700167897,0.09954258622502786,0.7218103326353794
0.0,-1.4896634124523895,0.3827188916898983,0.09790666053709193,0.695578574928169
0.0,-1.453896165406067,0.3753831326572799,0.09650268707485617,0.6788308288886511
0.0,-1.4181289183597443,0.3681375865427647,0.08996683615809427,0.6578143428476109
0.0,-1.3823616713134217,0.3609715449095834,0.08351392629071157,0.6359381381189803
0.0,-1.3465944242670989,0.35387142391919096,0.07153570473304709,0.6043297140954775
0.0,-1.3108271772207765,0.34682856481161967,0.10991374755970054,0.6239345856228816
0.0,-1.2750599301744536,0.33984149242579237,0.10637682647689763,0.603737151670878
0.0,-1.239292683128131,0.3329120076789375,0.10695761051706015,0.5895517491770904
0.0,-1.2035254360818084,0.32604068942086145,0.10514750789506698,0.5671627441440524
0.0,-1.1677581890354858,0.319225667467517,0.0974924781712454,0.5473972608202682
0.0,-1.1319909419891632,0.31246312146640265,0.10006882592994258,0.5305517427047972
0.0,-1.0962236949428406,0.3057483951481037,0.08759318872163599,0.49623466730244664
0.0,-1.060456447896518,0.29907840546851616,0.08664756291188482,0.4826326925175708
0.0,-1.0246892008501953,0.2924538995616441,0.08301210814910737,0.4671947159489401
0.0,-0.9889219538038727,0.2858791630542627,0.08973315257728745,0.4625647619861013
0.0,-0.9531547067575501,0.2793600593706783,0.09838661709920837,0.46492630492295123
0.0,-0.9173874597112275,0.27290607243149484,0.09769659080124318,0.453783566076848
0.0,-0.8816202126649048,0.2665354375321702,0.09350673669659675,0.43880111155500734
0.0,-0.8458529656185821,0.26027349482823375,0.09533549081955282,0.4323757664047957
0.0,-0.8100857185722595,0.2541542835527864,0.09260557786255916,0.42723427748637754
0.0,-0.7743184715259369,0.24821809215104867,0.07704320717708092,0.4091486473069554
0.0,-0.7385512244796143,0.24249339178517001,0.06820416906471265,0.3960251009958101
0.0,-0.7027839774332917,0.23698588239284835,0.0649452296954932,0.3904286596848882
0.0,-0.6670167303869691,0.23168394918926452,0.04934594028543867,0.36774616833277524
0.0,-0.6312494833406463,0.22657290687859868,0.060150768387307034,0.3711060844979008
0.0,-0.5954822362943237,0.2216453734357458,0.056781730877476275,0.35886294326904894
0.0,-0.5597149892480011,0.21690278103015875,0.05291613104440652,0.34825487595687704
0.0,-0.5239477422016785,0.2123503496725396,0.0536659842781016,0.3431535341321598
0.0,-0.4881804951553559,0.2079907015546663,0.05075208443121223,0.3348783243901812
0.0,-0.4524132481090333,0.20382315255131803,0.047097016590579084,0.3263802551125673
0.0,-0.41664600106271066,0.19984711747408085,0.05336997516540811,0.32825365392803824
0.0,-0.38087875401638804,0.19606298902130948,0.04415646516197855,0.3174816700573224
