Humans,NMDS2,mean,lwr,upr
0.0,-1.63273240063768,0.3810853117920557,0.09893506017901868,0.7070799368624113
0.0,-1.5969651535913574,0.37490237193309217,0.08649993689726934,0.6782469692901321
0.0,-1.5611979065450348,0.3687978153860782,0.09803817567617483,0.6702441906614046
0.0,-1.5254306594987121,0.36274234959172885,0.09846667342197478,0.6546540956783184
0.0,-1.4896634124523895,0.35671093533096776,0.11525314407704772,0.655697521823681
0.0,-1.453896165406067,0.350682740344495,0.11593412273374731,0.6387580382382217
0.0,-1.4181289183597443,0.34463820674364026,0.10509892745995514,0.6177477370130433
0.0,-1.3823616713134217,0.33856171931970086,0.08310033798030715,0.57895626766219
0.0,-1.3465944242670989,0.3324517109059311,0.09845555799709302,0.5745077210548392
0.0,-1.3108271772207765,0.3263164117130252,0.07752046407629194,0.5410260403000567
0.0,-1.2750599301744536,0.32016204322252984,0.07539063981677635,0.5292176921964958
0.0,-1.239292683128131,0.31399068928281076,0.08272057890872121,0.5261716785420292
0.0,-1.2035254360818084,0.30780281556554334,0.09175616566625378,0.5302492650288827
0.0,-1.1677581890354858,0.30160870836130654,0.08973277350608233,0.5148465250693337
0.0,-1.1319909419891632,0.2954288564257409,0.08369362239042397,0.49700520015643695
0.0,-1.0962236949428406,0.2892691072062046,0.08669462514625123,0.48834507525309906
0.0,-1.060456447896518,0.28312022245929974,0.08154331383246548,0.47683490730963224
0.0,-1.0246892008501953,0.2769696314273313,0.0770564870151339,0.46570229049406797
0.0,-0.9889219538038727,0.27080743109680294,0.08622521936090638,0.4664592905530139
0.0,-0.9531547067575501,0.2646375379914815,0.08319123884859446,0.45634351918496496
0.0,-0.9173874597112275,0.2584834489160412,0.08406381974211914,0.44851644983341316
0.0,-0.8816202126649048,0.2523815873042316,0.0724678942090272,0.4273132927414143
0.0,-0.8458529656185821,0.24636926326952663,0.0679726755272272,0.4141663745726968
0.0,-0.8100857185722595,0.2404713250830328,0.06494505038193879,0.40199456572501197
0.0,-0.7743184715259369,0.23469101031247522,0.056390244439381655,0.38472168676762875
0.0,-0.7385512244796143,0.22901180759748754,0.05584891310846075,0.377082828268017
0.0,-0.7027839774332917,0.2234048658524668,0.06739306084957634,0.3800114663405801
0.0,-0.6670167303869691,0.21783554461190896,0.048760989879688056,0.35394693946680134
0.0,-0.6312494833406463,0.2122775430672671,0.053250959470129804,0.34732288894110297
0.0,-0.5954822362943237,0.2067501798662124,0.05258450204599331,0.34108016161757776
0.0,-0.5597149892480011,0.20131012303466475,0.05286920933046273,0.33473014426755104
0.0,-0.5239477422016785,0.19599002685884354,0.03486490189623916,0.31240826510576275
0.0,-0.4881804951553559,0.190801449070236,0.05122522099005518,0.3233572517051041
0.0,-0.4524132481090333,0.18576699247101078,0.04803199042607524,0.3141205063716548
0.0,-0.41664600106271066,0.18091449663910067,0.049232432470936435,0.3089300998386812
0.0,-0.38087875401638804,0.17626454641765138,0.04523329688178958,0.30193814056609836
0.0,-0.34511150697006543,0.17183362083333578,0.04011563689991091,0.2947022545252683
0.0,-0.3093442599237428,0.16763974376476037,0.036376544836587095,0.2876645098188046
0.0,-0.2735770128774202,0.16369545458952073,0.03654654108200547,0.2840700966922778
0.0,-0.23780976583109759,0.16000482655656578,0.019784685305764518,0.26239836593589555
0.0,-0.20204251878477497,0.15657242924491724,0.019640775917405897,0.2575233576038916
0.0,-0.16627527173845214,0.15340786869006298,0.023619722652413216,0.2560363517634255
0.0,-0.13050802469212952,0.15051773358148013,0.02337565244993351,0.2531433920398485
0.0,-0.0947407776458069,0.14789783908431395,0.019106264870130698,0.2478836037321886
0.0,-0.05897353059948429,0.14553658402805097,0.025462144531320195,0.25023754923337305
0.0,-0.023206283553161677,0.14342352959820423,0.022982679295424805,0.248991671887163
0.0,0.012560963493160937,0.14155296582967328,0.014223703814452156,0.24121336103393273
0.0,0.04832821053948355,0.13991885322788636,0.019636002602514812,0.2453287651720488
0.0,0.08409545758580617,0.1385091946266751,0.018096471209954928,0.24356009368418785
0.0,0.11986270463212878,0.137307229728525,0.0075544217924940135,0.23346962736836419
0.0,0.1556299516784514,0.136295132145471,0.010454353647976207,0.2338002329920574
0.0,0.191397198724774,0.13545581121509898,0.010891256292493687,0.23290211459054055
0.0,0.22716444577109662,0.13477298067036053,0.010596090213277516,0.23345444601893758
0.0,0.26293169281741924,0.13423137837604251,0.010434293588626499,0.23239185680681604
0.0,0.29869893986374185,0.1338154974285584,0.008994553382463523,0.2289271061380603
0.0,0.33446618691006447,0.13350593508763095,0.01306338909657485,0.23296184326321742
0.0,0.3702334339563873,0.13328216968257642,0.012057823340229463,0.23097878499324867
0.0,0.4060006810027097,0.13312925117893995,0.009923884293408925,0.2289241411067161
0.0,0.44176792804903253,0.13304552284464952,0.011487373012524145,0.22987471680630478
0.0,0.4775351750953549,0.13304301934438728,0.007358606461669689,0.2269540131028418
0.0,0.5133024221416778,0.13312877687666924,0.007366851489852275,0.2281951082947102
0.0,0.5490696691880002,0.13329312718440553,0.012471253495868312,0.23315640418285805
0.0,0.584836916234323,0.13351820609085585,0.009069207349652376,0.2289732701714488
0.0,0.6206041632806454,0.1337914725234029,0.014048652760906694,0.2360650053005673
0.0,0.6563714103269682,0.13411017288698093,0.0017495908333275078,0.2248303504145455
0.0,0.692138657373291,0.1344788957789276,0.003614882346913598,0.2289317787298615
0.0,0.7279059044196134,0.1349011379773081,0.0023378280862550818,0.2283085262320215
0.0,0.7636731514659363,0.1353741403117323,0.002030923375145098,0.22876054103271
0.0,0.7994403985122587,0.13589505073420105,0.0020796479235469846,0.23030800110386626
0.0,0.8352076455585815,0.1364636248003481,0.01328572929294074,0.24319161581604842
0.0,0.8709748926049039,0.1370798582840377,0.004217975940781451,0.23437897932603144
0.0,0.9067421396512267,0.13774315013637398,0.0043555701688990965,0.23642139292912323
0.0,0.9425093866975491,0.1384504232177594,0.001818468588884251,0.23487552791105945
0.0,0.978276633743872,0.1391936795498612,0.0030324263730576763,0.23889944547865716
0.0,1.0140438807901944,0.13996249201520855,0.011378101989826103,0.24975576323621296
0.0,1.0498111278365172,0.14074729668433947,0.002517138566626453,0.24425888635614623
0.0,1.0855783748828396,0.1415390328295854,0.0025393182322012335,0.2467008426592325
0.0,1.1213456219291624,0.14232868366732473,0.0017907685942700814,0.2479244186953839
0.0,1.1571128689754848,0.1431085502817704,0.0018022647292533693,0.2508676404798131
