Africa,America,Eurasia,Island,mean,lwr,upr
0.0,0.0,0.0,1.0,1.19558532333553,0.2614145683704968,2.260834216589494
0.0,0.0,1.0,0.0,0.3640436534695424,0.21464832982569318,0.5059831239448197
0.0,1.0,0.0,0.0,0.37342321084766456,0.07232854164514319,0.7281394362382738
1.0,0.0,0.0,0.0,0.2186607910495038,0.04096356943531714,0.4283918343673355
