feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
baseline,0.3120152572232971,0.15120882890737328,0.4443066916427821,NA,NA,NA
Afrochoerodon_kisumuensis__NMDS1,-0.01911765183578149,-0.132138626216921,0.11127933288665758,0.33478870087528984,0.015510568207332126,0.8260427396866911
Afrochoerodon_kisumuensis__NMDS2,0.06680494937172032,-0.1082863009478949,0.22714482801348307,NA,NA,NA
Afrochoerodon_kisumuensis__Geography,0.0993181235016134,-0.13004639677540433,0.3880473740723829,NA,NA,NA
Afrochoerodon_kisumuensis__Grassland,-0.012533037588255722,-0.0758817674833579,0.06387590454831729,NA,NA,NA
Afrochoerodon_kisumuensis__Temperature,-0.09585385265279028,-0.2746199545106779,0.05216185648554615,NA,NA,NA
Afrochoerodon_kisumuensis__Humans,-0.09140051423508966,-0.17837930487828504,-0.01811761279801896,NA,NA,NA
Afrochoerodon_kisumuensis__PVR1,0.058638965987761485,-0.0808537899333524,0.24163801391052012,NA,NA,NA
Afrochoerodon_kisumuensis__PVR2,0.013145296127415971,-0.0942835065794977,0.14441988646246737,NA,NA,NA
Afrochoerodon_kisumuensis__time,0.0037711649753986937,-0.09088219428155761,0.08856453123861883,NA,NA,NA
Afromastodon_coppensi__NMDS1,0.02793484460672078,-0.16109781683991367,0.32534538926577783,0.764547847373108,0.002620578270640661,2.994288460525465
Afromastodon_coppensi__NMDS2,0.11905635761769225,-0.1148214851688785,0.5442116200852251,NA,NA,NA
Afromastodon_coppensi__Geography,0.22799254360893123,-0.16631840301832293,1.0806679373344772,NA,NA,NA
Afromastodon_coppensi__Grassland,0.00627378371471673,-0.17610522626446773,0.20449947389785922,NA,NA,NA
Afromastodon_coppensi__Temperature,0.026997726267922476,-0.15216377385074042,0.33270487909117646,NA,NA,NA
Afromastodon_coppensi__Humans,-0.11947363522448652,-0.28859527098943705,-0.01328598074242356,NA,NA,NA
Afromastodon_coppensi__PVR1,0.14947849694470575,-0.1280411107981889,0.6521142956837289,NA,NA,NA
Afromastodon_coppensi__PVR2,0.057614969212314814,-0.20693238907480094,0.5791441163329027,NA,NA,NA
Afromastodon_coppensi__time,-0.04334249659870694,-0.18796623052672762,0.1051714119327975,NA,NA,NA
Amebelodon_floridanus__NMDS1,0.020405515626828807,-0.14750614523524183,0.23050702636724305,0.654510494294858,0.005969040170738599,2.158130045122642
Amebelodon_floridanus__NMDS2,0.25571879354300314,-0.11881799995118514,0.8359061168879007,NA,NA,NA
Amebelodon_floridanus__Geography,-0.10871922926912052,-0.5392110664409158,0.2750074791959817,NA,NA,NA
Amebelodon_floridanus__Grassland,-0.009834017881215996,-0.0931059335311315,0.06665590445368952,NA,NA,NA
Amebelodon_floridanus__Temperature,0.0868550690497294,-0.08414224204028316,0.37399867031559225,NA,NA,NA
Amebelodon_floridanus__Humans,-0.11948902222514919,-0.2654181569584158,-0.01314497630810459,NA,NA,NA
Amebelodon_floridanus__PVR1,0.11450899453295266,-0.13933659088149053,0.48872764244491923,NA,NA,NA
Amebelodon_floridanus__PVR2,0.024449842857374785,-0.26921009197114265,0.4662381032984844,NA,NA,NA
Amebelodon_floridanus__time,0.07859929083715783,-0.04418346546009173,0.26904621066447815,NA,NA,NA
Amebelodon_fricki__NMDS1,0.03796956645131769,-0.16860164078282835,0.3378088755657688,0.9138452660189039,0.014654477002215928,2.9985106620544433
Amebelodon_fricki__NMDS2,0.3437998987680277,-0.07825383700852778,1.0945383515581977,NA,NA,NA
Amebelodon_fricki__Geography,-0.09157828027004367,-0.5423453073211819,0.3699821007297458,NA,NA,NA
Amebelodon_fricki__Grassland,-0.013126448102420302,-0.10944599704296748,0.10357116911641089,NA,NA,NA
Amebelodon_fricki__Temperature,0.20998550819455974,-0.06011451599613023,0.719415365711207,NA,NA,NA
Amebelodon_fricki__Humans,-0.13613565926868976,-0.29301453100850866,-0.013837635849943145,NA,NA,NA
Amebelodon_fricki__PVR1,0.1552083866542256,-0.1470679180605854,0.6594997738923156,NA,NA,NA
Amebelodon_fricki__PVR2,0.02075491588284255,-0.32724980902115436,0.5781380572914273,NA,NA,NA
Amebelodon_fricki__time,0.07495212048578714,-0.054090872855233535,0.27636304745473506,NA,NA,NA
Anancus_arvernensis__NMDS1,0.25259168271785465,-0.16539798539916967,1.081660857268976,3.335229051543571,0.0290864869487808,7.159949262885803
Anancus_arvernensis__NMDS2,0.39576454051586213,-0.16093223647916055,1.3576751858528426,NA,NA,NA
Anancus_arvernensis__Geography,0.040474953127018716,-0.6024450673192692,0.8792342440802243,NA,NA,NA
Anancus_arvernensis__Grassland,-0.06421909253546013,-0.2416008727323476,0.039190076815648046,NA,NA,NA
Anancus_arvernensis__Temperature,0.527505861977889,-0.16643823299221988,1.6469833342931388,NA,NA,NA
Anancus_arvernensis__Humans,1.342949701648573,-0.17851654808123502,3.0274005491338585,NA,NA,NA
Anancus_arvernensis__PVR1,0.0506591842931995,-0.4862767286904305,0.785009247893701,NA,NA,NA
Anancus_arvernensis__PVR2,0.1974162893185411,-0.2092551682609466,0.8021031876386681,NA,NA,NA
Anancus_arvernensis__time,0.2800706732567977,-0.15626220918773231,1.0262962904656452,NA,NA,NA
Anancus_kazachstanensis__NMDS1,0.282063239324637,-0.21927755843886368,1.064197393992392,3.9351917774562017,0.05005417744328766,7.192223405515668
Anancus_kazachstanensis__NMDS2,0.4509709261158574,-0.18993607863009346,1.3618842211928612,NA,NA,NA
Anancus_kazachstanensis__Geography,0.058014722324855605,-0.6257733645144996,0.931919005384849,NA,NA,NA
Anancus_kazachstanensis__Grassland,-0.07378048781874363,-0.2338955714845073,0.05271630982108205,NA,NA,NA
Anancus_kazachstanensis__Temperature,0.6631496872940188,-0.22884641193425648,1.8119197482299918,NA,NA,NA
Anancus_kazachstanensis__Humans,1.6240816204487227,-0.19281642381229452,3.056196345708008,NA,NA,NA
Anancus_kazachstanensis__PVR1,0.06668766971766148,-0.4811575194677279,0.8617275082217437,NA,NA,NA
Anancus_kazachstanensis__PVR2,0.2242362135650851,-0.1602511003340415,0.8946695541835649,NA,NA,NA
Anancus_kazachstanensis__time,0.32775292926081184,-0.10622539043115467,1.0802972882563537,NA,NA,NA
Anancus_kenyensis__NMDS1,0.25861726285986153,-0.21812959005517257,1.0098822849512776,3.756472687389034,0.2492152081920739,6.826148620700579
Anancus_kenyensis__NMDS2,0.3736836990610692,-0.21441977612125734,1.110128117816529,NA,NA,NA
Anancus_kenyensis__Geography,0.7173366208411777,-0.42443689095947323,1.8916523649803036,NA,NA,NA
Anancus_kenyensis__Grassland,-0.0756608456209627,-0.2652657721657289,0.06414840396175331,NA,NA,NA
Anancus_kenyensis__Temperature,-0.20181939618298816,-0.6833654408828617,0.31534723859599745,NA,NA,NA
Anancus_kenyensis__Humans,1.7192074981526377,0.4142122291610386,3.060949506756752,NA,NA,NA
Anancus_kenyensis__PVR1,0.04067589377836919,-0.48969284626308357,0.8000486649343503,NA,NA,NA
Anancus_kenyensis__PVR2,0.23428317425295003,-0.17088639184866217,0.7886324157861174,NA,NA,NA
