feature1,feature2,feature1_state,feature2_state,posterior_probability,magnitude_effect,magnitude_lwr_CI,magnitude_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
NMDS1,none,none,none,0.692,3.8122795352467196,0.01766192514423259,11.29805623270728,0.18875872228270987,0.08401856090684127,0.32316209847169886,-191.96413966808288,-382.81010432010544,-49.67955840496148,6.0
NMDS2,none,none,none,0.982,6.717939720445767,0.4662919413383969,18.025023473588888,0.2215493630605056,0.12042693935007472,0.3424351344157251,-196.69994003788247,-362.14016123527836,-59.88083658400984,3.0
Geography,none,Africa_America,none,0.904,6.538471934783078,0.04234420522875466,22.514373220389295,0.2999765145152121,0.1605528732945108,0.4437640409148471,-225.18116968363765,-406.09137718950234,-70.97639418496163,2.0
Geography,none,Africa_Eurasia,none,0.811,2.9904168931316315,0.0804360207795992,8.069614346022531,0.2999765145152121,0.1605528732945108,0.4437640409148471,-225.18116968363765,-406.09137718950234,-70.97639418496163,2.0
Geography,none,Africa_Island,none,0.627,1.484741175137983,0.01000977786145062,5.149264652366556,0.2999765145152121,0.1605528732945108,0.4437640409148471,-225.18116968363765,-406.09137718950234,-70.97639418496163,2.0
Geography,none,America_Eurasia,none,0.759,0.8153156251120216,0.016885207668385534,2.2800941603138747,0.2999765145152121,0.1605528732945108,0.4437640409148471,-225.18116968363765,-406.09137718950234,-70.97639418496163,2.0
Geography,none,America_Island,none,0.916,0.4499892499248635,0.0012178619114768209,1.3546988581485493,0.2999765145152121,0.1605528732945108,0.4437640409148471,-225.18116968363765,-406.09137718950234,-70.97639418496163,2.0
Geography,none,Eurasia_Island,none,0.842,0.6958016104592221,0.015388560752144037,2.0465227340335113,0.2999765145152121,0.1605528732945108,0.4437640409148471,-225.18116968363765,-406.09137718950234,-70.97639418496163,2.0
Temperature,none,none,none,0.888,9.507234888706176,0.007974094523936149,32.73688320117772,0.25127304686727875,0.10816062286327731,0.4033913009043197,-58.393488873532206,-105.63362883106123,-15.198331785991115,5.0
Humans,none,0_1,none,1.0,0.15476950420804741,0.007098478882902658,0.318546602019572,0.8127612419909894,0.4888643437808197,1.1793272454428911,-134.43943928893367,-223.28502800011222,-50.79247511284416,1.0
