feature1,feature2,feature1_state,feature2_state,posterior_probability,magnitude_effect,magnitude_lwr_CI,magnitude_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
NMDS1,none,none,none,0.994,38.67007159612639,0.7458769309264768,161.84413286783388,0.24744756410147614,0.07848446823566622,0.43025421041608136,-155.90084463607917,-364.4107474384814,13.130412382823977,1.0
NMDS2,none,none,none,0.763,2.0840533868763944,0.1411203463068795,5.544676563811932,0.09059640869344446,0.032678106804707424,0.1580542768042221,-43.81875745117917,-128.11897124741063,22.098736382649463,7.0
Geography,none,Africa_America,none,0.776,0.7856399060180349,0.034222349092140135,2.038717268272407,0.20518150096807475,0.06581264297951067,0.3267154138144904,-102.29368327873829,-216.50310952829318,-2.133360837781538,3.0
Geography,none,Africa_Eurasia,none,0.814,0.7011630541335787,0.04275077674434199,1.4606115275296359,0.20518150096807475,0.06581264297951067,0.3267154138144904,-102.29368327873829,-216.50310952829318,-2.133360837781538,3.0
Geography,none,Africa_Island,none,0.985,0.3035612441968022,0.0028838137751998356,0.6971892703879291,0.20518150096807475,0.06581264297951067,0.3267154138144904,-102.29368327873829,-216.50310952829318,-2.133360837781538,3.0
Geography,none,America_Eurasia,none,0.504,1.1848283466978706,0.08529858463455499,2.4485180408781857,0.20518150096807475,0.06581264297951067,0.3267154138144904,-102.29368327873829,-216.50310952829318,-2.133360837781538,3.0
Geography,none,America_Island,none,0.911,0.5429825963675274,0.019506583102954334,1.249280104096409,0.20518150096807475,0.06581264297951067,0.3267154138144904,-102.29368327873829,-216.50310952829318,-2.133360837781538,3.0
Geography,none,Eurasia_Island,none,0.94,0.4850584369700359,0.0641020420932031,1.0928009933965603,0.20518150096807475,0.06581264297951067,0.3267154138144904,-102.29368327873829,-216.50310952829318,-2.133360837781538,3.0
Grassland,none,0_1,none,0.576,1.224159703299264,0.15088831064810979,2.4315925864396433,0.04081421854849722,0.008722024946125236,0.07898350505481329,-42.839066148227325,-123.33585250322182,17.289243245914406,8.0
Temperature,none,none,none,0.795,3.4581804568046666,0.09622716680037609,9.712967375177625,0.09977714564697915,0.04067654146290745,0.1795837653496458,-24.129167549692834,-63.7671740353469,8.195742903475093,6.0
