feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
baseline,0.31640984964396823,0.15572115725053254,0.44122892331918256,NA,NA,NA
Afrochoerodon_kisumuensis__NMDS1,0.0325598467513981,-0.1433504628313431,0.23644970587233277,0.5255202449537624,0.05368991310101229,1.2811037843063906
Afrochoerodon_kisumuensis__NMDS2,-0.026893316412315488,-0.1782400837477776,0.15110205607806365,NA,NA,NA
Afrochoerodon_kisumuensis__Geography,-0.09516358258465633,-0.33811724790006037,0.18666205465871447,NA,NA,NA
Afrochoerodon_kisumuensis__Grassland,0.07460268778264804,-0.19205380000650185,0.382766488136614,NA,NA,NA
Afrochoerodon_kisumuensis__Temperature,0.039929171796823454,-0.2139478329079808,0.3074832710054617,NA,NA,NA
Afrochoerodon_kisumuensis__PVR1,0.020180868584786352,-0.14714671811467983,0.2533884811964252,NA,NA,NA
Afrochoerodon_kisumuensis__PVR2,-0.0030249984960193242,-0.11717663113407151,0.16290692410036964,NA,NA,NA
Afrochoerodon_kisumuensis__time,0.16706372204250775,-0.001485205882714155,0.45789387695025363,NA,NA,NA
Afromastodon_coppensi__NMDS1,0.11480402643719648,-0.08348737513080665,0.4726427637242008,0.7750339600371463,0.002529860534148415,2.2569791111775137
Afromastodon_coppensi__NMDS2,0.015644594363475504,-0.15791443327417526,0.23069698355352197,NA,NA,NA
Afromastodon_coppensi__Geography,-0.04738048492207419,-0.43788350590265557,0.3095459477535076,NA,NA,NA
Afromastodon_coppensi__Grassland,0.05827078844472833,-0.12697342744979895,0.4162154566682802,NA,NA,NA
Afromastodon_coppensi__Temperature,0.08348258303921598,-0.11739606938008831,0.3288711716625641,NA,NA,NA
Afromastodon_coppensi__PVR1,0.07843073702802267,-0.16619240233447818,0.44792651482720136,NA,NA,NA
Afromastodon_coppensi__PVR2,0.02670094774272474,-0.26863677163957184,0.3733626491394634,NA,NA,NA
Afromastodon_coppensi__time,0.1380995437829789,-0.038994276433471586,0.4631233317251089,NA,NA,NA
Amebelodon_floridanus__NMDS1,0.10916639835737485,-0.07499577127241816,0.334817079430922,0.5562415699754064,0.006399397457136025,1.4516193735813048
Amebelodon_floridanus__NMDS2,-0.05781665972975325,-0.37947674457270153,0.21514147512341397,NA,NA,NA
Amebelodon_floridanus__Geography,0.12022888467504815,-0.1865602265556936,0.5193254463480494,NA,NA,NA
Amebelodon_floridanus__Grassland,-0.00467328270143185,-0.08096174175057741,0.06305916244415538,NA,NA,NA
Amebelodon_floridanus__Temperature,0.03988224891930704,-0.08143827076751196,0.21134119847348184,NA,NA,NA
Amebelodon_floridanus__PVR1,0.059558848959452126,-0.1319920369341706,0.29324822933393335,NA,NA,NA
Amebelodon_floridanus__PVR2,-0.009039011591399086,-0.22421237217960202,0.3453366996110832,NA,NA,NA
Amebelodon_floridanus__time,-0.015752962318714387,-0.09120173356383429,0.0805918449383332,NA,NA,NA
Amebelodon_fricki__NMDS1,0.12944240517741695,-0.06552322017226353,0.37016055914527957,0.5923509037617479,0.015352883813736673,1.5420544862566492
Amebelodon_fricki__NMDS2,-0.05371839544234234,-0.3467554349155999,0.3014986646863399,NA,NA,NA
Amebelodon_fricki__Geography,0.1320435367517088,-0.19838953167095102,0.505084356748958,NA,NA,NA
Amebelodon_fricki__Grassland,-0.0032466021517601786,-0.08222344634525736,0.07969914367049785,NA,NA,NA
Amebelodon_fricki__Temperature,0.017998447983258205,-0.16172092026395196,0.22782461226238043,NA,NA,NA
Amebelodon_fricki__PVR1,0.07093974332692168,-0.1237737937709292,0.3334449445350233,NA,NA,NA
Amebelodon_fricki__PVR2,0.0006444443508310188,-0.197402530409526,0.33330579224474294,NA,NA,NA
Amebelodon_fricki__time,-0.015003273119731425,-0.09261531221847752,0.08750041106706523,NA,NA,NA
Anancus_arvernensis__NMDS1,0.15738295324010226,-0.0369357899712464,0.43159733929704364,0.5904739430005274,0.08778102499135554,1.4201151321919814
Anancus_arvernensis__NMDS2,-0.0034392627127977416,-0.18635513789787833,0.17305839572690424,NA,NA,NA
Anancus_arvernensis__Geography,0.0667027243470484,-0.09738786837782337,0.30841061773492545,NA,NA,NA
Anancus_arvernensis__Grassland,-0.006458232893890644,-0.06490928934483829,0.05903155375430072,NA,NA,NA
Anancus_arvernensis__Temperature,-0.0005438547274826068,-0.12891538330368407,0.16149413399544454,NA,NA,NA
Anancus_arvernensis__PVR1,-0.026641024020864407,-0.23414721508292458,0.21147073450270723,NA,NA,NA
Anancus_arvernensis__PVR2,0.007258288313285062,-0.1269288899782021,0.1549088913689025,NA,NA,NA
Anancus_arvernensis__time,0.0816689597004165,-0.03393693265660802,0.2767699296320652,NA,NA,NA
Anancus_kazachstanensis__NMDS1,0.07505460911128062,-0.06404913499136347,0.23640159678937453,0.255210651441548,0.015572905255812758,0.7213657560212049
