feature1,feature2,feature1_state,feature2_state,posterior_probability,magnitude_effect,magnitude_lwr_CI,magnitude_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
NMDS1,none,none,none,0.99,110.79842118343403,0.1086882231673093,386.199250728889,0.2781453932624565,0.12649991871796257,0.43539509312824853,-245.58068509266485,-483.85554353171165,-51.73511645668714,1.0
NMDS2,none,none,none,0.721,2.6997932397131157,0.03315353122788552,8.226456598666926,0.09679499813350013,0.03851136431481974,0.15655071139255808,-81.65388650052225,-169.10425754212235,-11.840347986274367,7.0
Geography,none,Africa_America,none,0.772,0.8264273232444307,0.015465368042063646,2.467273699952771,0.22226340001519485,0.11558900829881874,0.33953980863649286,-147.4291691019612,-262.2896198253328,-48.15953795169912,3.0
Geography,none,Africa_Eurasia,none,0.832,0.6817851640505549,0.03868346065401367,1.5266921718361783,0.22226340001519485,0.11558900829881874,0.33953980863649286,-147.4291691019612,-262.2896198253328,-48.15953795169912,3.0
Geography,none,Africa_Island,none,0.954,0.3269089928690373,0.005958813678373367,0.8890175858846427,0.22226340001519485,0.11558900829881874,0.33953980863649286,-147.4291691019612,-262.2896198253328,-48.15953795169912,3.0
Geography,none,America_Eurasia,none,0.561,1.2765291943625308,0.10768713483150934,2.774599772293225,0.22226340001519485,0.11558900829881874,0.33953980863649286,-147.4291691019612,-262.2896198253328,-48.15953795169912,3.0
Geography,none,America_Island,none,0.855,0.6743739563257803,0.028304833585143224,1.9782805842225037,0.22226340001519485,0.11558900829881874,0.33953980863649286,-147.4291691019612,-262.2896198253328,-48.15953795169912,3.0
Geography,none,Eurasia_Island,none,0.908,0.5645175346061969,0.03876167084647236,1.6283071077656484,0.22226340001519485,0.11558900829881874,0.33953980863649286,-147.4291691019612,-262.2896198253328,-48.15953795169912,3.0
Temperature,none,none,none,0.931,5.09112017394257,0.3812579728853358,14.684816454460858,0.10834220665592154,0.05121735803395777,0.17302300305235335,-41.769766100377566,-82.12244805278479,-7.873791463659757,5.0
PVR1,none,none,none,0.771,2.269704233878787,0.1583119202842876,5.8814947366917965,0.11790867987358475,0.04779829533286167,0.1998190940851199,-96.56641576911255,-200.68113557400522,-14.733559318043831,4.0
PVR2,none,none,none,0.66,2.4191798460244045,0.02185224613348704,7.702820839299874,0.10753338983844916,0.04612168752779374,0.1858258254720673,-91.20181753512128,-176.07846568331894,-17.208731461795594,6.0
