Africa,America,Eurasia,Island,mean,lwr,upr
0.0,0.0,0.0,1.0,0.9774681215352118,0.1440839980585257,2.035718861483974
0.0,0.0,1.0,0.0,0.27552309537605985,0.11735688843490824,0.4185871755011064
0.0,1.0,0.0,0.0,0.2021927511468906,0.01568946102223462,0.4079934830636263
1.0,0.0,0.0,0.0,0.3935969010769218,0.10788656507314232,0.6568318708496705
