feature1,feature2,feature1_state,feature2_state,posterior_probability,magnitude_effect,magnitude_lwr_CI,magnitude_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
NMDS1,none,none,none,0.989,19.092729509336092,0.5326417295834852,60.21015451143842,0.20246883371108057,0.06416173519304406,0.3515488337815912,-125.41692146580776,-278.75935790578956,-14.094037841878162,1.0
NMDS2,none,none,none,0.751,1.4292825913999478,0.41679141049508955,2.7676902479927676,0.07120600889571288,0.03229464592938906,0.12576039366373096,-41.133701167389034,-89.97985356710717,-3.6027145708679313,7.0
Geography,none,Africa_America,none,0.774,0.7739285361549777,0.10006721099903572,1.8957799839340148,0.1816618387466459,0.08803954052507111,0.28467444096333056,-93.9952951342756,-181.13242246512294,-24.623860084299963,3.0
Geography,none,Africa_Eurasia,none,0.85,0.694649974466472,0.1338858384636665,1.3698597111888335,0.1816618387466459,0.08803954052507111,0.28467444096333056,-93.9952951342756,-181.13242246512294,-24.623860084299963,3.0
Geography,none,Africa_Island,none,0.985,0.3219876578840686,0.031035033276849554,0.7142154319927101,0.1816618387466459,0.08803954052507111,0.28467444096333056,-93.9952951342756,-181.13242246512294,-24.623860084299963,3.0
Geography,none,America_Eurasia,none,0.56,1.1425881232070105,0.2513325072230763,2.140508345199239,0.1816618387466459,0.08803954052507111,0.28467444096333056,-93.9952951342756,-181.13242246512294,-24.623860084299963,3.0
Geography,none,America_Island,none,0.913,0.537215640023295,0.03335402885026166,1.2006666613812318,0.1816618387466459,0.08803954052507111,0.28467444096333056,-93.9952951342756,-181.13242246512294,-24.623860084299963,3.0
Geography,none,Eurasia_Island,none,0.947,0.4874737489286241,0.1421572196406817,1.0393933914943931,0.1816618387466459,0.08803954052507111,0.28467444096333056,-93.9952951342756,-181.13242246512294,-24.623860084299963,3.0
Temperature,none,none,none,0.853,3.067814582343007,0.1454155971537054,9.139313395117492,0.08409889813879509,0.035954201689038144,0.14629600381790725,-24.74754506111795,-51.51398808560174,-1.5413207299626492,6.0
PVR1,none,none,none,0.713,1.4757499518826813,0.2718853736432095,3.007098213348349,0.09380558600180097,0.040811921319960205,0.17216072805638644,-57.44924941431925,-124.38008057826886,-6.61397897634771,5.0
PVR2,none,none,none,0.89,3.5464833202519,0.11184951005428435,9.311271442149767,0.10869827842425729,0.03862730182082901,0.19801663182898474,-62.34438263361198,-129.93121978727442,-11.17883418186824,4.0
time,none,none,none,1.0,12.00209814877264,1.1333618602897513,32.99952450467158,0.13631322327870177,0.03576885857948645,0.22427413420972409,-123.78410321081451,-270.45286843726365,-6.3786402956050665,2.0
NMDS1,NMDS2,none,none,0.641,0.1698152595714089,0.002533498216849623,0.4817585082291463,0.06633064673671317,0.02039712337352613,0.12203572458817848,-24.662309767335085,-85.18095541917086,24.112311947131786,7.0
NMDS1,Geography,none,Africa_America,0.705,0.3582599886549316,3.137923987506082e-05,2.5676063024680986,0.10075829540035681,0.03120754310886098,0.18509545287169188,-23.360568382233566,-92.27094093515842,34.67089496324911,4.0
NMDS1,Geography,none,Africa_Eurasia,0.765,0.14870540174389335,3.266778471287431e-05,1.9991283448057378,0.10075829540035681,0.03120754310886098,0.18509545287169188,-23.360568382233566,-92.27094093515842,34.67089496324911,4.0
NMDS1,Geography,none,Africa_Island,0.627,0.9171090323513779,0.2748510284178651,1.6479745295120973,0.10075829540035681,0.03120754310886098,0.18509545287169188,-23.360568382233566,-92.27094093515842,34.67089496324911,4.0
