feature1,feature2,feature1_state,feature2_state,posterior_probability,magnitude_effect,magnitude_lwr_CI,magnitude_upr_CI,shap,lwr_shap,upr_shap,delta_lik,lwr_delta_lik,upr_delta_lik,rank
NMDS1,none,none,none,0.761,2.763178459702153,0.05014707986850731,7.6033572740338675,0.15331020743259768,0.057158140808745636,0.2639258266918545,-117.18002036699734,-249.03835418872717,-16.715672741579738,7.0
NMDS2,none,none,none,0.971,3.390144850621029,0.670883119194432,7.9292499844276625,0.15827627742495862,0.07100275800679699,0.2486729556466883,-107.88259883382634,-225.24425049003653,-16.249148446221,4.0
Geography,none,Africa_America,none,0.87,3.6092307265650203,0.17171608987831333,9.92194463669316,0.2840085660144717,0.15436300049053253,0.43766892597684953,-167.66533365531595,-313.28242068314495,-45.99698199801469,2.0
Geography,none,Africa_Eurasia,none,0.75,1.6985338168389348,0.18594308965284503,3.836658070780635,0.2840085660144717,0.15436300049053253,0.43766892597684953,-167.66533365531595,-313.28242068314495,-45.99698199801469,2.0
Geography,none,Africa_Island,none,0.896,0.5281089805960765,0.021434133147719726,1.2703018245835362,0.2840085660144717,0.15436300049053253,0.43766892597684953,-167.66533365531595,-313.28242068314495,-45.99698199801469,2.0
Geography,none,America_Eurasia,none,0.797,0.731468230861443,0.06373636969638305,1.702993173721163,0.2840085660144717,0.15436300049053253,0.43766892597684953,-167.66533365531595,-313.28242068314495,-45.99698199801469,2.0
Geography,none,America_Island,none,0.989,0.24007053522981808,0.004027685473879529,0.6003352062038009,0.2840085660144717,0.15436300049053253,0.43766892597684953,-167.66533365531595,-313.28242068314495,-45.99698199801469,2.0
Geography,none,Eurasia_Island,none,0.969,0.35550956959097557,0.04405690162394389,0.8294226786506643,0.2840085660144717,0.15436300049053253,0.43766892597684953,-167.66533365531595,-313.28242068314495,-45.99698199801469,2.0
Temperature,none,none,none,0.826,3.954203851382411,0.08295160542614553,11.10959277113307,0.17758740143660667,0.06846143266366857,0.31248494469245086,-34.64502383252762,-70.06151769856069,-5.8642710151049755,5.0
Humans,none,0_1,none,1.0,0.2036429798213028,0.060769538489220315,0.37126964664768375,0.6641901530874332,0.3483201592879281,0.981273661769893,-87.61154969132515,-149.4654627262803,-32.76033731822895,1.0
Humans,none,0_2,none,1.0,0.07104748968957895,0.012879651513410688,0.1516961323160559,0.6641901530874332,0.3483201592879281,0.981273661769893,-87.61154969132515,-149.4654627262803,-32.76033731822895,1.0
Humans,none,1_2,none,1.0,0.34327270571827595,0.15281934414761073,0.5318328234662781,0.6641901530874332,0.3483201592879281,0.981273661769893,-87.61154969132515,-149.4654627262803,-32.76033731822895,1.0
PVR1,none,none,none,0.917,4.3064919686460374,0.23909481086043535,12.581241809711162,0.1783931221827979,0.07783850839178263,0.3170202751429249,-114.38320457194813,-244.4746101851567,-14.672356556708053,3.0
PVR2,none,none,none,0.794,3.281768458794231,0.08339266421063522,9.28257191407423,0.1564015222723953,0.061219666086406964,0.28599408801346304,-114.91032213543359,-271.44098607503906,-9.628528114687128,6.0
time,none,none,none,0.958,4.382966138319098,0.31286968043552715,12.37395063017261,0.13216865276427964,0.025963047700685138,0.27652768793234306,-50.99066395940207,-111.0236270130545,-4.177966085945513,8.0
NMDS1,NMDS2,none,none,0.67,0.6649861505358728,0.00999498583939629,2.157426917571339,0.10059146628154839,0.03581517899661353,0.17509636633524006,-67.97444281622735,-189.94659402548018,24.76213775184692,17.0
NMDS1,Geography,none,Africa_America,0.612,1.2170723776164007,0.0011051588806559826,8.638308555237105,0.1287531821598725,0.054748783006832356,0.2155975725113088,-55.193789030745805,-158.881314885655,31.75097640853363,8.0
NMDS1,Geography,none,Africa_Eurasia,0.816,2.2050303935450613,0.001082872929312747,29.828345209101954,0.1287531821598725,0.054748783006832356,0.2155975725113088,-55.193789030745805,-158.881314885655,31.75097640853363,8.0
NMDS1,Geography,none,Africa_Island,0.643,0.7707804107064418,0.0032436740631942157,4.213878410826299,0.1287531821598725,0.054748783006832356,0.2155975725113088,-55.193789030745805,-158.881314885655,31.75097640853363,8.0
NMDS1,Geography,none,America_Eurasia,0.593,0.9395422638712236,0.0005255179620404325,5.132909402303704,0.1287531821598725,0.054748783006832356,0.2155975725113088,-55.193789030745805,-158.881314885655,31.75097640853363,8.0
NMDS1,Geography,none,America_Island,0.647,0.8179742492799449,0.00012197056493410899,3.197759212446788,0.1287531821598725,0.054748783006832356,0.2155975725113088,-55.193789030745805,-158.881314885655,31.75097640853363,8.0
NMDS1,Geography,none,Eurasia_Island,0.608,0.8133744987928608,0.002067320984880469,4.96050911132768,0.1287531821598725,0.054748783006832356,0.2155975725113088,-55.193789030745805,-158.881314885655,31.75097640853363,8.0
NMDS1,Temperature,none,none,0.498,1.1103006218762184,0.0073865325198490435,2.9187761588790067,0.08955471207974221,0.034849935687626926,0.14977834768617027,-23.038737723066124,-65.54569586756475,11.978189975996713,23.0
NMDS1,Humans,none,0.0_1.0,0.854,0.532155887711496,0.022297485145354325,1.651381297662699,0.13275245494353852,0.03692131427242083,0.24259882207911318,-24.266755143865115,-68.80344077431147,14.48644739470393,5.0
NMDS1,Humans,none,0.0_2.0,0.74,0.8646273889347502,0.2681256765050709,1.3990433161957172,0.13275245494353852,0.03692131427242083,0.24259882207911318,-24.266755143865115,-68.80344077431147,14.48644739470393,5.0
NMDS1,Humans,none,1.0_2.0,0.627,0.9081140781260876,0.1868835864657291,1.7930259264884707,0.13275245494353852,0.03692131427242083,0.24259882207911318,-24.266755143865115,-68.80344077431147,14.48644739470393,5.0
NMDS1,PVR1,none,none,0.707,0.36909382710877003,0.007748795467812305,1.0134426050396483,0.11873683138283517,0.03999157929161197,0.2004715396305923,-58.975165076229594,-171.48514674740773,22.34368371692011,10.0
