	ts	te
T0	35.0	14.25
T1	31.86	18.29
T2	31.22	18.33
T3	30.88	3.91
T4	28.54	23.07
T5	28.42	26.41
T6	26.3	18.98
T7	26.29	23.77
T8	26.19	5.88
T9	26.01	24.8
T11	25.91	15.86
T12	25.9	24.78
T13	25.56	20.26
T14	25.55	23.1
T16	24.58	22.2
T17	24.56	11.13
T19	23.93	22.38
T20	23.26	0.0
T21	23.15	22.0
T22	23.01	17.51
T23	21.33	0.17
T24	21.1	14.38
T26	20.33	10.05
T28	19.84	17.04
T29	19.75	16.78
T31	18.97	0.0
T33	18.63	13.97
T34	18.19	6.92
T35	18.17	9.67
T36	17.97	11.12
T37	17.91	0.0
T38	17.74	17.09
T39	17.46	0.0
T40	17.36	11.16
T41	17.35	5.26
T42	17.3	14.19
T43	17.05	0.0
T45	16.54	11.23
T46	16.3	11.46
T48	15.2	7.74
T49	15.2	0.0
T50	14.72	0.0
T51	14.55	2.03
T53	14.29	9.83
T54	13.99	0.0
T55	13.96	0.0
T56	13.78	0.0
T57	13.78	9.02
T59	12.96	9.34
T60	12.95	12.18
T61	12.76	0.0
T63	12.34	8.87
T64	12.32	8.4
T65	12.3	1.73
T66	12.07	0.06
T67	11.83	0.54
T68	11.79	9.68
T69	11.64	0.0
T70	11.59	0.0
T71	11.46	4.36
T72	11.32	8.2
T73	11.18	9.1
T75	11.06	9.66
T76	11.02	9.53
T77	10.75	0.35
T78	10.43	0.1
T79	10.39	0.0
T80	10.19	0.0
T81	10.13	6.67
T83	10.12	0.0
T84	10.03	4.0
T85	10.0	9.64
T86	9.73	3.48
T87	9.37	0.0
T88	9.22	0.0
T89	9.1	5.16
T90	9.0	3.44
T92	8.76	5.53
T94	8.68	6.21
T95	8.5	0.0
T98	8.09	0.0
T99	8.06	0.0
T102	7.62	3.91
T103	7.58	0.0
T104	7.53	5.36
T106	7.45	0.0
T107	7.44	4.37
T108	7.23	6.38
T109	7.19	3.26
T110	7.15	2.72
T111	7.12	6.65
T112	6.9	1.17
T113	6.88	0.0
T114	6.54	2.13
T115	6.51	1.98
T116	6.46	0.0
T117	6.41	0.82
T118	6.32	0.75
T119	6.27	0.0
T120	6.23	1.91
T121	6.2	4.07
T122	6.08	0.0
T124	5.88	4.16
T125	5.88	0.0
T126	5.78	0.0
T127	5.73	0.28
T128	5.71	0.0
T129	5.67	0.0
T130	5.63	0.0
T131	5.56	0.0
T133	5.45	4.71
T134	5.37	0.0
T135	5.35	0.0
T138	5.17	0.0
T140	4.86	0.0
T141	4.84	2.19
T142	4.69	0.0
T144	4.61	0.0
T146	4.57	0.0
T149	4.36	0.0
T151	4.24	3.75
T152	4.23	1.43
T154	4.06	1.81
T155	4.0	0.0
T156	4.0	0.0
T157	3.99	0.32
T159	3.89	2.22
T163	3.7	0.71
T164	3.67	0.0
T165	3.63	2.47
T167	3.48	0.09
T168	3.45	0.0
T169	3.16	0.93
T170	2.89	0.0
T171	2.82	0.0
T172	2.79	0.0
T176	2.59	0.0
T178	2.49	0.0
T179	2.48	0.0
T183	2.14	0.0
T185	1.93	0.0
T188	1.77	0.0
T189	1.75	0.11
T190	1.73	0.09
T191	1.71	0.0
T192	1.65	0.0
T193	1.62	0.0
T194	1.6	0.0
T195	1.51	0.0
T196	1.43	0.0
T197	1.39	0.0
T198	1.38	0.0
T199	1.38	0.0
T200	1.38	0.0
T201	1.36	0.0
T202	1.33	0.0
T205	1.17	0.0
T206	1.17	0.0
T214	0.88	0.0
T216	0.83	0.0
T219	0.78	0.0
T220	0.73	0.0
T221	0.72	0.0
T222	0.7	0.0
T223	0.66	0.0
T224	0.66	0.0
T228	0.47	0.0
T230	0.39	0.0
T231	0.34	0.0
