	ts	te
T0	35.0	23.86
T1	32.11	24.05
T2	26.64	26.05
T3	24.54	22.3
T4	24.17	10.5
T5	23.99	6.83
T6	23.61	22.08
T7	23.58	22.79
T8	23.4	18.74
T10	22.13	0.0
T12	20.97	15.11
T13	20.67	17.39
T15	19.05	0.0
T16	18.77	17.94
T17	18.55	2.92
T18	18.29	9.42
T19	17.07	7.11
T20	16.34	0.0
T21	16.26	14.59
T22	16.09	0.0
T23	15.11	11.41
T24	15.03	3.32
T25	14.79	3.92
T26	14.64	11.18
T27	14.58	3.98
T28	14.3	0.0
T30	13.88	4.76
T31	13.82	0.0
T32	13.5	5.89
T33	13.41	0.0
T34	13.3	4.75
T35	13.28	0.0
T36	12.77	10.79
T37	12.74	1.3
T38	12.08	0.0
T39	11.68	0.0
T40	11.63	7.38
T41	11.44	8.87
T42	11.39	0.0
T43	11.25	6.38
T44	11.15	0.0
T45	11.09	0.0
T47	10.79	8.09
T48	10.62	0.0
T49	10.49	0.0
T51	10.4	5.35
T52	10.3	0.0
T53	10.29	0.0
T54	10.02	4.05
T55	9.89	4.2
T56	9.84	0.0
T57	9.82	3.34
T59	9.73	7.23
T60	9.67	2.9
T61	9.6	0.0
T62	9.48	1.34
T63	9.45	0.0
T64	9.36	5.71
T65	9.35	8.09
T66	9.22	3.07
T67	9.22	5.66
T68	9.19	0.0
T69	9.02	0.0
T70	9.01	0.0
T71	8.98	5.41
T72	8.83	3.24
T73	8.75	0.0
T74	8.71	6.67
T76	8.6	0.0
T77	8.57	5.18
T78	8.52	4.75
T79	8.48	2.58
T81	8.25	7.1
T82	7.97	2.64
T83	7.83	0.0
T84	7.72	0.0
T85	7.71	0.0
T86	7.65	0.0
T87	7.58	0.41
T88	7.54	0.0
T89	7.46	0.0
T90	7.07	0.0
T91	7.06	0.0
T92	6.99	0.0
T94	6.75	0.0
T95	6.74	0.0
T96	6.73	0.0
T97	6.6	0.0
T99	6.36	4.7
T100	6.28	5.08
T101	6.18	0.0
T102	6.08	4.13
T103	6.06	0.0
T105	5.91	0.0
T106	5.86	1.24
T107	5.84	0.69
T108	5.7	1.13
T109	5.53	1.64
T110	5.52	0.0
T111	5.39	0.0
T116	4.99	0.0
T118	4.91	0.0
T120	4.83	0.0
T121	4.8	0.0
T122	4.75	1.2
T123	4.73	3.72
T124	4.64	1.04
T126	4.54	0.0
T129	4.21	0.0
T130	4.12	3.3
T131	4.06	0.0
T132	4.05	0.0
T133	4.04	0.0
T134	3.97	0.0
T135	3.95	0.0
T136	3.81	3.02
T137	3.7	0.0
T138	3.61	0.0
T139	3.58	0.0
T140	3.47	0.0
T144	3.36	0.0
T147	3.16	1.96
T152	2.98	2.78
T153	2.93	0.02
T154	2.83	0.0
T155	2.74	0.0
T156	2.73	0.0
T157	2.7	0.0
T158	2.63	0.27
T159	2.56	1.3
T161	2.53	1.46
T162	2.51	0.0
T164	2.35	0.0
T166	2.27	0.0
T167	2.27	0.0
T168	2.25	0.0
T169	2.06	0.0
T170	2.05	0.0
T171	2.02	0.0
T175	1.65	0.0
T176	1.61	0.0
T178	1.61	0.0
T179	1.61	0.0
T180	1.6	0.0
T181	1.6	1.15
T182	1.36	0.0
T184	1.24	0.0
T186	1.14	0.0
T187	1.12	0.0
T189	1.09	0.0
T190	1.05	0.0
T191	0.97	0.0
T192	0.95	0.0
T193	0.95	0.0
T195	0.88	0.0
T196	0.86	0.0
T200	0.73	0.0
T202	0.63	0.0
T203	0.61	0.0
T207	0.35	0.0
T212	0.21	0.0
T216	0.11	0.0
T217	0.09	0.0
T218	0.03	0.0
