	ts	te
T1	34.18	32.28
T4	33.46	31.23
T7	32.64	1.51
T8	31.9	26.69
T9	31.65	26.02
T12	30.33	25.68
T13	30.16	28.0
T16	29.0	28.42
T17	28.65	27.5
T18	28.56	25.92
T19	28.56	20.55
T20	28.43	25.0
T21	28.14	20.76
T22	28.01	22.51
T23	27.84	24.61
T24	27.66	25.92
T25	27.52	24.06
T26	27.39	24.08
T27	27.08	21.82
T28	26.74	26.13
T29	26.39	16.75
T30	26.36	24.22
T31	25.58	25.16
T32	25.55	23.48
T33	25.38	17.94
T34	25.18	18.58
T35	24.58	13.07
T36	24.47	22.79
T37	23.85	0.0
T38	23.78	18.33
T39	23.68	20.75
T40	23.34	15.65
T41	23.0	22.4
T43	22.61	22.06
T44	22.5	21.0
T45	22.47	15.77
T47	21.31	16.48
T49	21.13	20.53
T51	20.62	11.62
T52	19.68	14.47
T53	19.64	16.23
T54	19.33	10.51
T56	19.0	17.98
T57	18.34	15.39
T58	18.21	16.2
T59	18.13	16.5
T60	18.09	12.85
T62	17.53	8.48
T63	17.44	12.35
T67	17.05	12.22
T68	16.8	14.18
T69	16.64	1.87
T71	16.41	0.0
T72	16.21	15.57
T73	15.89	13.3
T74	15.75	0.0
T75	15.57	11.56
T76	15.54	11.96
T77	15.32	14.12
T79	14.74	13.48
T80	14.69	13.24
T81	13.91	13.03
T82	13.9	9.33
T83	13.61	12.57
T85	12.77	6.07
T86	12.21	6.9
T87	12.21	8.87
T90	11.92	0.0
T93	11.63	11.05
T95	11.11	5.95
T97	10.92	9.93
T98	10.7	6.57
T100	10.51	1.87
T101	10.21	7.03
T103	9.78	1.96
T104	9.68	2.72
T105	9.48	0.0
T106	9.42	1.01
T108	9.25	8.47
T109	9.19	8.33
T110	9.16	7.26
T111	8.99	6.48
T113	8.85	5.17
T115	8.74	8.37
T116	8.72	5.27
T117	8.64	1.72
T118	8.5	3.34
T119	8.38	5.88
T122	7.88	3.29
T123	7.82	0.0
T124	7.77	0.0
T125	7.75	3.98
T126	7.58	6.04
T127	7.44	5.13
T128	7.41	3.66
T129	7.32	2.44
T131	7.07	6.38
T132	6.94	6.0
T133	6.92	3.73
T134	6.84	4.26
T135	6.81	0.58
T136	6.62	2.03
T137	6.62	0.36
T138	6.47	3.54
T141	6.1	2.03
T142	5.84	0.0
T143	5.8	0.46
T144	5.72	2.62
T146	5.7	0.0
T147	5.62	4.52
T148	5.47	2.57
T149	5.47	0.0
T150	5.4	1.21
T151	5.37	3.12
T153	5.16	3.17
T154	5.11	0.0
T155	4.78	0.0
T156	4.66	0.0
T159	4.5	3.35
T160	4.38	3.55
T161	4.35	1.25
T162	4.26	2.95
T163	4.19	3.85
T164	4.1	0.0
T165	4.08	3.12
T167	4.03	0.0
T170	3.84	0.0
T171	3.84	2.99
T172	3.73	2.84
T173	3.73	2.6
T175	3.65	2.24
T176	3.6	0.0
T177	3.58	1.02
T178	3.44	2.36
T179	3.37	0.35
T180	3.35	0.0
T181	3.22	0.0
T182	3.22	1.12
T184	3.14	0.0
T186	2.95	1.39
T187	2.93	0.0
T188	2.92	2.18
T190	2.73	0.0
T193	2.36	0.0
T194	2.34	1.25
T195	2.23	0.0
T197	1.99	0.0
T198	1.96	1.82
T199	1.93	0.86
T200	1.9	0.0
T202	1.65	0.0
T207	1.34	0.0
T209	1.27	0.0
T210	1.19	0.0
T212	0.8	0.0
T218	0.28	0.0
T219	0.25	0.0
T220	0.14	0.0
