	ts	te
T0	35.0	33.05
T1	34.44	27.32
T3	31.78	30.97
T5	31.17	25.9
T6	28.85	25.95
T7	28.08	24.48
T8	27.74	18.72
T9	27.09	24.08
T11	25.35	16.34
T12	24.53	6.63
T13	23.74	22.74
T15	22.95	13.98
T17	21.79	16.97
T18	21.67	19.41
T21	20.22	19.29
T22	20.17	0.0
T24	19.97	18.24
T25	19.96	10.76
T26	19.51	1.79
T27	19.49	15.52
T29	19.32	14.99
T30	19.13	0.0
T31	18.92	0.0
T32	18.08	17.66
T33	18.0	15.05
T34	17.95	13.07
T35	17.65	16.79
T37	17.12	15.59
T38	16.99	10.91
T39	16.9	15.69
T41	16.71	16.58
T43	16.41	0.0
T44	16.21	3.61
T45	16.07	15.26
T46	16.04	12.68
T51	15.64	13.59
T53	15.58	0.0
T55	15.43	0.87
T57	14.83	13.59
T59	14.79	12.88
T61	14.78	12.7
T64	14.69	10.41
T65	14.57	0.0
T68	14.14	0.0
T69	14.13	10.86
T72	14.02	0.0
T74	13.95	7.34
T76	12.88	5.37
T77	12.64	0.74
T78	12.63	11.09
T79	12.49	6.19
T80	12.33	10.13
T82	12.31	0.0
T83	12.22	0.09
T85	12.02	3.1
T89	11.58	0.0
T91	11.24	8.73
T92	10.85	8.73
T94	10.55	0.0
T95	10.28	9.18
T97	10.13	0.0
T98	9.96	0.0
T100	9.74	0.0
T101	9.62	8.74
T103	9.55	4.91
T104	9.49	4.68
T105	9.44	7.67
T106	9.43	7.75
T109	9.31	8.47
T113	8.46	5.68
T114	8.37	6.85
T115	8.28	4.46
T116	8.27	5.15
T118	7.73	4.5
T119	7.53	0.0
T121	7.43	2.06
T122	7.35	0.25
T124	6.74	0.0
T125	6.57	0.0
T126	6.47	0.0
T127	6.43	0.0
T129	6.24	0.49
T131	6.12	4.03
T132	6.08	2.33
T134	5.85	0.0
T135	5.83	4.9
T137	5.51	0.0
T139	5.27	0.5
T140	5.26	0.0
T142	5.15	0.0
T143	5.12	3.33
T145	4.89	0.0
T146	4.89	0.0
T147	4.82	0.0
T149	4.67	0.0
T152	4.27	0.0
T153	4.27	0.0
T158	3.83	1.2
T159	3.77	0.0
T160	3.75	0.96
T162	3.71	0.0
T165	3.58	0.0
T167	3.4	0.0
T170	3.3	0.0
T171	3.01	0.0
T173	2.91	0.0
T175	2.83	0.0
T176	2.73	0.0
T178	2.56	0.0
T179	2.56	0.0
T180	2.43	0.0
T182	2.41	0.0
T185	2.3	0.0
T187	2.11	0.0
T189	2.03	0.0
T190	1.94	1.78
T191	1.88	0.0
T192	1.71	1.52
T193	1.69	0.0
T196	1.61	0.0
T197	1.43	0.06
T198	1.42	0.0
T200	1.38	0.0
T201	1.38	0.0
T202	1.32	0.51
T203	1.25	0.27
T205	1.14	0.0
T207	0.91	0.0
T208	0.85	0.65
T210	0.61	0.0
T214	0.21	0.0
T215	0.07	0.0
T216	0.05	0.0
