	ts	te
T0	35.0	18.48
T1	34.27	0.0
T2	33.31	23.76
T4	29.62	28.14
T5	27.9	17.0
T6	27.85	17.92
T7	24.88	4.16
T8	24.55	21.61
T9	23.84	21.81
T10	23.31	18.54
T11	21.69	17.28
T12	21.07	14.5
T13	20.89	16.84
T14	20.78	4.36
T15	20.64	16.59
T16	20.26	11.57
T17	19.84	2.66
T19	18.69	12.96
T20	18.58	12.69
T23	18.22	0.34
T24	17.76	0.0
T25	17.42	0.78
T26	17.33	12.77
T27	17.08	11.49
T28	17.08	0.0
T29	16.95	0.0
T30	16.27	7.58
T31	16.02	0.0
T32	15.79	3.98
T33	15.77	8.79
T34	15.36	13.3
T35	15.29	0.0
T36	15.24	11.48
T37	15.21	0.6
T38	14.97	12.87
T39	14.93	4.25
T40	14.76	8.69
T42	14.3	8.63
T43	13.73	4.55
T44	13.55	11.93
T45	13.42	0.0
T46	13.42	0.0
T47	13.41	8.96
T48	13.34	9.13
T49	13.26	7.0
T50	13.02	6.36
T52	12.98	12.66
T53	12.96	0.0
T54	12.7	7.61
T55	12.67	7.41
T56	12.57	2.33
T58	12.44	3.38
T59	12.32	6.2
T60	12.31	0.0
T61	11.91	4.29
T62	11.85	0.0
T63	11.42	10.84
T64	11.12	0.0
T65	11.01	0.0
T66	10.8	0.49
T67	10.45	8.94
T68	10.11	0.0
T69	10.0	5.49
T70	9.85	2.84
T71	9.81	5.27
T72	9.8	4.13
T73	9.79	0.0
T74	9.7	2.88
T75	9.64	0.0
T76	9.44	2.69
T77	9.43	3.57
T78	9.37	0.0
T79	9.32	6.48
T80	9.32	0.0
T81	9.28	0.0
T82	9.23	0.0
T83	9.05	0.0
T84	8.95	0.0
T85	8.89	7.61
T86	8.78	8.45
T87	8.54	0.0
T88	8.5	0.0
T89	8.41	0.0
T90	8.36	0.0
T91	8.35	6.86
T92	8.22	6.47
T93	8.16	1.18
T94	8.08	0.0
T95	8.07	2.48
T96	8.03	6.24
T97	7.96	0.0
T98	7.83	2.16
T99	7.8	0.27
T100	7.78	0.0
T101	7.68	1.59
T103	7.65	1.76
T104	7.56	0.0
T106	7.55	2.72
T107	7.28	7.09
T108	7.07	4.94
T109	7.04	3.56
T110	6.96	0.0
T111	6.94	3.34
T112	6.91	0.0
T114	6.68	2.3
T115	6.65	0.0
T116	6.55	0.0
T117	6.29	0.0
T118	6.26	4.47
T119	5.82	0.0
T120	5.73	0.0
T121	5.72	0.23
T122	5.67	0.0
T123	5.64	1.74
T124	5.61	0.22
T125	5.51	0.0
T126	5.31	0.0
T127	5.28	0.0
T128	5.21	2.67
T130	5.08	0.0
T131	4.98	0.0
T132	4.96	3.57
T133	4.92	0.0
T134	4.89	0.0
T135	4.85	0.0
T136	4.76	4.19
T137	4.74	0.0
T138	4.71	1.82
T139	4.67	0.0
T140	4.64	0.0
T141	4.64	0.0
T142	4.61	0.26
T143	4.58	2.97
T145	4.5	0.93
T146	4.47	2.63
T147	4.43	0.0
T148	4.4	0.0
T149	4.29	0.0
T152	4.03	1.63
T153	4.03	3.43
T154	4.01	0.0
T155	3.99	0.0
T156	3.98	3.86
T157	3.97	2.07
T158	3.95	3.21
T160	3.92	0.0
T161	3.88	0.0
T162	3.88	0.0
T163	3.83	0.0
T164	3.78	2.45
T165	3.67	0.0
T166	3.65	0.0
T167	3.61	0.0
T168	3.6	2.43
T169	3.52	0.0
T170	3.46	2.08
T171	3.44	0.0
T172	3.44	0.0
T173	3.43	0.0
T174	3.34	0.0
T175	3.28	0.0
T176	3.23	0.0
T177	3.22	0.0
T178	3.2	0.0
T179	3.18	0.0
T181	3.11	0.0
T182	3.09	0.0
T183	2.78	0.0
T184	2.76	0.0
T185	2.76	0.0
T186	2.75	0.0
T187	2.73	0.0
T188	2.71	0.0
T189	2.69	0.0
T190	2.68	1.63
T191	2.48	0.0
T192	2.4	1.32
T193	2.3	0.0
T194	2.24	0.0
T195	2.19	0.0
T198	2.1	0.0
T199	1.98	0.0
T200	1.93	0.0
T201	1.92	0.0
T202	1.82	0.0
T203	1.62	0.0
T204	1.59	0.0
T205	1.5	0.0
T206	1.44	0.0
T207	1.41	0.0
T208	1.37	0.0
T209	1.32	0.0
T210	1.24	0.0
T211	1.11	0.0
T212	1.07	0.0
T213	0.99	0.0
T214	0.95	0.0
T215	0.86	0.0
T216	0.82	0.0
T217	0.81	0.0
T219	0.67	0.0
T221	0.58	0.0
T222	0.57	0.04
T223	0.56	0.0
T224	0.52	0.0
T225	0.49	0.0
T228	0.3	0.0
T229	0.27	0.0
T230	0.26	0.0
T231	0.2	0.0
T232	0.2	0.0
