	ts	te
T1	34.18	30.49
T5	32.82	27.96
T6	32.32	31.47
T9	32.03	25.99
T10	30.69	26.79
T11	30.63	25.62
T12	30.03	25.31
T13	28.83	24.1
T16	28.33	27.67
T17	27.65	25.66
T18	27.5	27.24
T20	27.2	25.6
T21	27.14	16.21
T22	26.9	21.03
T23	26.8	23.13
T24	26.5	25.38
T25	26.27	24.8
T26	25.79	21.79
T27	25.79	21.48
T28	25.7	19.82
T30	24.38	22.25
T31	24.07	18.31
T33	23.6	10.66
T36	22.54	20.97
T37	22.24	20.8
T39	22.05	18.91
T40	21.89	18.11
T41	21.44	19.46
T43	21.31	19.2
T44	21.01	10.48
T46	20.58	17.65
T47	19.85	15.13
T48	19.53	14.19
T50	19.39	18.06
T51	18.91	17.36
T54	18.02	16.02
T57	17.84	13.21
T60	17.42	0.0
T61	17.38	3.68
T62	17.22	15.85
T63	17.0	14.02
T64	16.94	14.59
T65	16.93	14.36
T66	16.82	13.91
T67	16.7	13.47
T68	16.53	11.02
T69	16.42	12.33
T71	16.29	14.78
T75	16.04	11.97
T76	15.78	13.55
T79	15.59	14.97
T81	15.23	12.82
T84	15.09	13.62
T85	14.89	11.28
T87	14.72	11.19
T88	14.65	13.78
T91	14.46	9.19
T92	14.22	8.4
T93	14.2	13.25
T94	14.19	11.98
T95	14.16	11.22
T96	14.16	14.01
T97	14.02	9.18
T98	13.94	13.5
T99	13.92	0.0
T101	13.82	12.6
T102	13.8	13.54
T103	13.79	8.95
T104	13.72	11.34
T105	13.69	9.8
T107	13.51	13.31
T108	13.46	6.45
T110	13.26	10.52
T113	12.82	2.59
T114	12.81	10.46
T117	12.53	5.15
T119	11.75	6.97
T120	11.53	10.1
T122	11.11	9.47
T123	11.01	7.05
T124	10.87	0.0
T125	10.66	0.0
T126	10.63	9.02
T127	10.56	6.6
T128	10.14	3.05
T129	10.01	7.38
T131	9.89	4.3
T132	9.81	9.45
T133	9.7	7.73
T134	9.69	1.74
T136	9.64	5.09
T138	9.59	0.0
T139	9.52	4.34
T140	9.51	3.85
T141	9.36	6.37
T142	9.35	4.84
T143	9.28	7.88
T145	9.01	5.72
T146	8.94	4.53
T147	8.9	8.05
T148	8.88	0.0
T149	8.84	4.92
T150	8.82	3.49
T151	8.76	5.7
T152	8.69	8.46
T153	8.63	8.3
T154	8.55	0.0
T155	8.54	5.78
T156	8.51	7.54
T157	8.31	6.39
T159	8.2	7.79
T160	8.16	7.13
T161	8.13	7.93
T162	8.12	5.52
T164	7.96	6.5
T165	7.91	5.87
T166	7.88	6.22
T167	7.88	6.67
T168	7.73	0.0
T169	7.62	5.96
T170	7.36	4.53
T171	7.3	5.99
T172	7.27	7.01
T174	7.15	0.0
T175	7.12	6.57
T177	6.97	6.79
T179	6.95	3.13
T180	6.83	0.0
T181	6.78	3.28
T182	6.77	3.63
T183	6.72	5.22
T184	6.62	3.65
T185	6.59	6.42
T187	6.44	5.03
T188	6.2	0.0
T189	6.17	5.54
T190	6.14	0.0
T191	6.14	5.23
T192	6.13	3.86
T193	6.11	0.0
T194	5.97	5.71
T195	5.96	0.0
T196	5.95	4.48
T198	5.89	1.57
T200	5.67	0.0
T201	5.52	3.08
T202	5.47	3.1
T203	5.27	3.47
T204	5.09	0.72
T206	4.96	4.4
T207	4.9	1.27
T208	4.89	0.0
T210	4.8	0.0
T213	4.65	0.0
T215	4.61	3.7
T216	4.58	0.0
T219	4.34	3.36
T220	3.83	0.0
T222	3.44	1.12
T223	3.39	0.3
T224	3.11	0.0
T225	2.97	0.0
T226	2.86	1.97
T227	2.79	1.78
T228	2.72	1.22
T229	2.7	0.0
T230	2.67	0.0
T236	2.11	0.0
T238	2.02	0.0
T239	1.96	1.71
T241	1.83	0.47
T242	1.65	0.0
T243	1.48	0.0
T245	1.37	0.0
T246	1.29	0.0
T247	1.13	0.0
T249	0.92	0.0
T250	0.84	0.0
T255	0.66	0.0
T256	0.56	0.0
T259	0.34	0.0
T262	0.04	0.0
