sp	hmin	hmax
T0	32.6758328672313	32.6758328672313
T0	14.593758430560769	14.593758430560769
T0	13.873274401878668	13.873274401878668
T1	34.19929909661991	34.19929909661991
T1	33.55433042491899	33.55433042491899
T1	30.14532176307466	30.14532176307466
T1	27.373990880494116	27.373990880494116
T1	27.210789732248692	27.210789732248692
T1	27.523991757405472	27.523991757405472
T2	30.440421388526232	30.440421388526232
T2	29.338377145940644	29.338377145940644
T2	29.013623655283386	29.013623655283386
T2	29.09860012944299	29.09860012944299
T2	34.29707534485839	34.29707534485839
T2	31.282315328783476	31.282315328783476
T2	32.422272361446225	32.422272361446225
T2	28.037372588930854	28.037372588930854
T2	27.8956461512361	27.8956461512361
T2	24.234853179806905	24.234853179806905
T2	26.10023873801488	26.10023873801488
T2	26.84145830216238	26.84145830216238
T2	22.969472434503295	22.969472434503295
T2	21.366880636729444	21.366880636729444
T2	22.936628594431816	22.936628594431816
T2	20.561699751666133	20.561699751666133
T2	17.093652493369387	17.093652493369387
T2	18.094905023961118	18.094905023961118
T2	15.141812117756421	15.141812117756421
T2	15.36677042928328	15.36677042928328
T2	12.031972964626892	12.031972964626892
T2	13.295686566145504	13.295686566145504
T2	12.592533279657312	12.592533279657312
T2	7.567477352506197	7.567477352506197
T2	8.809799282321578	8.809799282321578
T2	9.868255260658872	9.868255260658872
T2	8.981279443887871	8.981279443887871
T2	11.562427676906466	11.562427676906466
T2	10.129899731778217	10.129899731778217
T2	10.168331866275004	10.168331866275004
T2	8.886552923243114	8.886552923243114
T2	9.634457183892225	9.634457183892225
T2	8.554369142740638	8.554369142740638
T2	11.456313747347776	11.456313747347776
T2	8.557161661540228	8.557161661540228
T2	7.395402972850385	7.395402972850385
T2	10.231863813185415	10.231863813185415
T2	11.566213945140255	11.566213945140255
T2	4.7217752259538	4.7217752259538
T2	4.616344440863293	4.616344440863293
T2	4.394945220155127	4.394945220155127
T2	4.356123335597814	4.356123335597814
T2	3.060495967057024	3.060495967057024
T2	2.8852246660839884	2.8852246660839884
T2	0.9757232020053997	0.9757232020053997
T2	1.0709778253276632	1.0709778253276632
T2	1.7049383650800969	1.7049383650800969
T2	1.7792269873323456	1.7792269873323456
T2	0.3586432752573606	0.3586432752573606
T2	0.3548233506272106	0.3548233506272106
T2	0.0	0.0
T4	29.096845662943835	29.096845662943835
T4	32.43439841457799	32.43439841457799
T4	30.857356780141693	30.857356780141693
T4	30.282674139217225	30.282674139217225
T4	32.07847060013372	32.07847060013372
T4	31.32076375054113	31.32076375054113
