	ts	te
T0	35.0	27.12
T1	33.2	31.83
T2	31.06	20.59
T4	28.86	14.98
T5	28.79	28.28
T7	27.1	4.82
T8	26.72	11.16
T10	25.05	21.84
T12	23.13	18.71
T13	22.5	21.91
T14	22.49	20.97
T15	22.4	12.6
T16	21.74	18.32
T17	21.72	11.57
T18	21.56	14.19
T19	21.36	20.14
T20	21.05	16.1
T22	20.45	8.14
T23	19.68	0.0
T24	19.64	18.31
T25	19.44	17.95
T26	19.26	0.0
T27	19.15	0.0
T28	18.44	1.0
T30	17.87	0.0
T31	17.75	9.7
T32	17.55	4.34
T33	16.95	9.29
T34	16.48	2.99
T35	16.26	0.0
T36	16.19	0.0
T37	16.19	11.81
T38	15.47	7.99
T39	15.44	11.53
T41	15.07	8.05
T42	14.69	0.0
T43	14.1	0.0
T44	13.62	0.0
T45	13.62	9.43
T46	13.33	12.38
T47	13.19	0.0
T49	12.96	1.55
T50	12.94	0.02
T51	12.92	2.99
T52	12.83	0.0
T53	12.63	1.51
T56	12.15	3.13
T57	11.78	0.0
T58	11.77	2.34
T59	11.24	0.0
T60	10.93	0.0
T61	10.8	0.0
T62	10.77	7.8
T63	10.76	10.32
T64	10.59	1.33
T65	10.57	7.91
T67	10.46	4.67
T68	10.42	0.47
T69	10.39	0.0
T70	10.39	3.75
T71	10.3	0.0
T72	10.3	0.0
T73	10.27	9.21
T74	10.18	3.41
T76	9.76	4.5
T77	9.65	4.18
T78	9.53	5.65
T79	9.4	7.5
T80	9.25	0.0
T81	9.24	0.0
T82	9.18	5.46
T83	9.07	8.53
T84	8.79	0.0
T85	8.78	8.13
T86	8.58	0.0
T87	8.57	0.0
T88	8.5	2.35
T89	8.48	4.32
T90	8.48	1.9
T91	8.42	3.77
T92	8.36	0.0
T93	8.07	0.0
T94	7.94	0.0
T96	7.89	0.0
T97	7.52	0.0
T98	7.09	3.19
T99	7.08	0.0
T100	6.95	0.0
T101	6.69	0.0
T102	6.5	0.0
T103	6.44	0.0
T104	6.39	0.0
T105	6.29	3.57
T106	6.26	1.54
T107	6.24	0.0
T108	6.12	3.56
T109	6.09	2.63
T110	6.05	2.55
T112	5.9	0.0
T113	5.88	0.0
T114	5.87	0.0
T115	5.83	0.0
T116	5.71	0.0
T117	5.65	2.5
T118	5.58	2.65
T119	5.51	3.17
T120	5.5	0.0
T121	5.49	0.0
T122	5.44	4.28
T123	5.29	2.67
T124	5.1	0.0
T125	5.05	0.0
T126	5.05	0.0
T127	5.04	0.0
T128	5.02	0.0
T129	5.0	3.27
T130	4.97	0.0
T131	4.96	0.0
T133	4.95	0.0
T134	4.94	0.0
T138	4.62	0.0
T139	4.57	3.82
T140	4.57	0.0
T141	4.57	0.0
T142	4.47	0.57
T143	4.46	0.0
T144	4.45	3.52
T145	4.35	0.0
T146	4.29	0.0
T147	4.28	0.0
T148	4.28	0.0
T149	4.28	0.71
T150	4.19	0.0
T151	4.18	0.0
T152	4.15	0.0
T153	4.14	0.0
T154	4.05	0.0
T155	3.98	0.0
T156	3.92	0.0
T157	3.79	0.0
T158	3.77	1.5
T159	3.55	0.0
T160	3.4	1.28
T162	3.22	0.88
T163	3.2	0.0
T164	3.18	0.0
T166	3.14	0.0
T167	3.05	1.13
T168	3.0	2.75
T169	2.91	2.24
T171	2.88	0.0
T172	2.83	0.0
T175	2.74	0.0
T176	2.72	0.0
T177	2.71	0.0
T178	2.62	0.0
T179	2.57	0.0
T180	2.56	0.0
T182	2.41	0.0
T183	2.37	0.97
T184	2.33	0.0
T186	2.22	1.04
T187	2.13	0.49
T188	2.12	0.0
T191	2.09	0.0
T195	1.9	0.0
T196	1.89	0.0
T197	1.78	0.0
T198	1.76	0.0
T201	1.58	0.0
T202	1.55	0.0
T204	1.51	0.0
T206	1.35	0.0
T207	1.31	0.0
T208	1.3	0.0
T210	1.21	0.0
T211	1.13	0.6
T212	1.12	0.0
T213	1.08	0.0
T214	0.95	0.0
T216	0.93	0.0
T217	0.87	0.0
T218	0.86	0.0
T219	0.79	0.0
T227	0.22	0.0
T231	0.12	0.0
T232	0.07	0.0
