	ts	te
T0	35.0	30.55
T1	33.77	26.87
T2	33.6	29.79
T3	33.59	29.78
T5	33.43	29.8
T8	32.59	26.38
T9	32.28	28.51
T10	32.19	30.58
T11	31.4	12.9
T13	30.3	22.92
T14	30.01	26.39
T15	29.81	28.06
T16	29.74	21.67
T18	29.62	25.67
T21	29.32	21.34
T22	29.3	28.13
T24	29.04	25.95
T25	28.96	27.37
T27	28.88	24.06
T28	28.76	27.28
T29	28.69	23.52
T31	28.5	10.56
T32	28.1	27.45
T33	27.98	26.75
T34	27.92	25.77
T35	27.9	14.99
T36	27.89	21.78
T37	27.74	24.55
T38	27.72	26.26
T39	27.38	20.94
T40	27.12	24.26
T41	27.08	13.42
T42	26.99	22.23
T43	26.94	23.94
T44	26.92	14.58
T45	26.84	23.39
T47	26.47	14.5
T48	26.37	22.99
T49	25.98	23.85
T50	25.93	21.81
T51	25.92	25.49
T52	25.14	21.35
T53	24.62	23.35
T54	24.37	21.4
T55	24.28	11.05
T56	24.03	23.31
T57	23.84	17.4
T58	23.78	20.4
T60	23.36	22.51
T61	23.36	17.24
T63	22.75	0.0
T65	22.42	21.77
T66	22.4	19.29
T67	22.18	17.65
T68	21.89	0.0
T69	21.69	20.56
T71	20.99	14.63
T72	20.81	18.19
T73	20.25	16.94
T74	20.22	19.51
T75	19.39	6.24
T76	19.33	13.24
T77	19.13	18.29
T78	18.46	17.81
T79	18.44	16.89
T80	18.26	0.0
T81	18.13	16.16
T82	18.08	17.34
T83	17.85	9.77
T85	17.62	11.87
T87	17.38	0.0
T88	17.16	16.15
T89	17.1	0.0
T90	16.5	0.0
T93	16.16	11.91
T94	15.97	13.75
T95	15.97	0.0
T96	15.63	6.88
T97	15.61	11.06
T99	15.51	6.56
T100	15.48	0.0
T103	15.04	0.0
T104	14.92	11.4
T107	14.41	10.22
T109	13.89	12.44
T110	13.89	2.58
T111	13.6	4.68
T112	13.35	6.69
T113	13.32	6.37
T115	13.18	6.26
T116	13.14	7.81
T117	12.79	10.0
T119	12.3	10.58
T120	12.25	11.03
T121	12.21	8.23
T122	12.14	0.0
T123	12.07	8.59
T124	12.04	11.56
T125	12.01	9.21
T126	12.0	9.73
T127	11.72	9.8
T128	11.66	8.49
T129	11.62	4.17
T130	11.58	0.0
T133	11.25	9.76
T136	11.16	9.57
T137	10.76	4.22
T139	10.55	7.39
T140	10.46	7.94
T142	10.41	0.64
T144	10.07	7.87
T145	10.04	9.26
T146	10.03	3.57
T147	9.92	1.97
T149	9.43	3.62
T152	9.25	5.29
T153	8.91	0.0
T155	8.82	7.76
T156	8.79	8.5
T157	8.77	6.51
T158	8.53	2.87
T159	8.49	7.61
T161	8.38	0.0
T162	8.35	7.8
T163	8.16	1.59
T164	8.15	5.48
T165	8.14	4.83
T166	7.96	2.99
T167	7.87	5.26
T169	7.63	1.46
T170	7.6	4.76
T172	7.37	0.0
T173	7.35	0.0
T174	7.33	0.0
T175	7.3	6.08
T176	7.0	0.0
T177	6.86	2.75
T178	6.82	0.0
T180	6.5	1.5
T182	6.02	1.22
T183	5.87	5.18
T185	5.67	0.0
T187	5.47	3.12
T188	5.26	5.2
T189	5.17	0.0
T190	5.05	0.0
T192	4.93	2.97
T193	4.92	3.98
T194	4.88	1.38
T195	4.79	2.07
T196	4.78	0.11
T197	4.75	3.69
T201	4.54	2.39
T202	4.45	2.03
T203	4.45	2.13
T205	4.4	3.37
T206	4.35	2.22
T207	3.98	0.0
T208	3.94	0.0
T209	3.9	0.68
T210	3.84	0.0
T211	3.69	0.0
T212	3.63	0.0
T213	3.53	2.22
T214	3.5	0.0
T216	3.46	2.15
T217	3.4	0.0
T218	3.22	0.0
T219	3.21	1.75
T220	3.2	0.0
T221	3.19	0.0
T222	2.95	0.0
T223	2.56	0.0
T224	2.48	0.0
T225	2.48	0.0
T226	2.44	1.02
T227	2.42	0.0
T228	2.37	0.0
T229	2.34	1.41
T231	2.3	1.26
T232	2.26	0.83
T235	2.05	0.0
T236	2.03	0.52
T237	2.0	0.0
T238	1.72	0.0
T239	1.69	0.57
T240	1.47	0.0
T241	1.33	0.0
T243	1.26	0.0
T244	1.21	1.15
T245	1.2	0.0
T246	1.15	0.0
T247	1.07	0.0
T250	0.77	0.0
T251	0.76	0.0
T253	0.64	0.41
T256	0.24	0.0
T257	0.21	0.0
T258	0.19	0.0
T260	0.11	0.0
