	ts	te
T0	35.0	12.64
T1	32.84	0.0
T2	28.84	4.72
T3	27.75	8.44
T4	26.73	0.0
T5	26.11	5.24
T6	20.91	13.17
T7	20.77	19.71
T8	20.28	0.14
T9	20.21	9.24
T10	18.51	12.08
T11	18.16	10.92
T12	17.29	0.0
T13	16.59	10.37
T14	16.44	13.38
T15	16.18	8.09
T16	14.82	8.06
T17	14.72	5.34
T20	13.67	10.83
T21	13.61	10.65
T22	13.34	12.62
T23	13.1	4.57
T25	12.89	1.95
T26	12.88	3.84
T27	12.86	10.74
T28	12.81	0.0
T29	12.76	11.48
T30	12.4	7.74
T31	12.38	10.32
T32	12.21	6.7
T34	12.12	9.8
T35	12.06	0.0
T36	12.01	7.41
T37	11.91	1.71
T38	11.7	8.18
T39	11.51	8.6
T40	11.4	9.53
T41	11.11	4.04
T42	10.93	10.43
T43	10.9	9.04
T44	10.81	8.52
T45	10.81	0.0
T46	10.78	9.67
T47	10.41	5.95
T48	10.4	8.82
T49	10.38	8.85
T50	10.38	4.54
T51	10.36	7.49
T52	10.25	6.6
T54	10.12	7.34
T55	10.05	2.26
T56	9.98	0.0
T57	9.89	4.96
T58	9.67	1.32
T59	9.56	4.95
T60	9.4	1.16
T61	9.33	0.0
T63	9.07	7.45
T64	9.06	6.06
T65	8.96	2.98
T66	8.69	0.0
T68	8.53	4.22
T70	8.38	0.0
T71	8.32	6.78
T73	8.09	7.18
T74	8.09	5.91
T75	7.87	0.0
T76	7.87	6.96
T77	7.85	0.0
T78	7.75	7.28
T79	7.48	5.22
T80	7.33	5.67
T83	7.18	4.0
T84	7.16	0.0
T85	7.08	4.71
T86	7.03	3.49
T87	6.99	3.29
T88	6.66	3.2
T89	6.57	0.0
T90	6.51	0.49
T91	6.49	0.0
T93	6.38	0.0
T95	6.36	0.0
T97	6.21	0.0
T98	6.17	0.0
T99	5.82	1.51
T100	5.8	5.0
T101	5.79	1.4
T102	5.75	4.48
T103	5.72	5.0
T104	5.66	1.51
T105	5.65	0.85
T106	5.51	0.0
T108	5.4	0.0
T111	5.27	3.47
T112	5.24	0.0
T113	5.22	2.6
T114	5.17	4.37
T115	5.16	4.56
T116	5.1	3.9
T117	5.09	1.34
T118	5.09	0.0
T119	5.01	4.53
T120	5.01	4.58
T121	4.97	0.57
T122	4.88	4.55
T123	4.87	2.54
T125	4.72	3.33
T126	4.69	2.98
T127	4.66	4.15
T128	4.6	0.0
T129	4.59	0.74
T130	4.58	1.66
T131	4.53	2.97
T132	4.52	1.86
T133	4.42	1.61
T135	4.38	0.63
T137	4.32	2.98
T138	4.31	1.59
T139	4.3	4.02
T140	4.21	0.0
T141	4.16	1.17
T142	4.15	3.98
T143	4.14	0.0
T144	4.0	2.53
T145	3.98	3.35
T146	3.94	0.0
T147	3.92	3.28
T148	3.88	0.0
T149	3.88	1.7
T151	3.85	0.0
T152	3.78	3.08
T154	3.75	0.0
T155	3.72	2.86
T158	3.61	0.0
T160	3.48	2.84
T161	3.45	0.0
T162	3.08	0.0
T163	2.99	2.49
T164	2.93	1.62
T166	2.82	0.0
T168	2.51	0.0
T170	2.44	0.0
T178	2.05	0.0
T179	2.0	0.56
T180	1.94	0.22
T181	1.87	0.0
T182	1.82	0.0
T184	1.74	0.0
T185	1.72	0.0
T187	1.41	0.0
T189	1.21	0.0
T190	1.19	0.0
T191	1.19	0.0
T192	1.18	0.64
T193	1.17	0.0
T195	1.13	0.0
T196	1.09	0.93
T197	1.08	0.0
T198	1.04	0.0
T199	1.0	0.0
T200	0.93	0.0
T201	0.88	0.0
T202	0.81	0.0
T203	0.74	0.0
T204	0.63	0.0
T205	0.63	0.0
T206	0.52	0.0
T209	0.3	0.0
