	ts	te
T0	35.0	17.24
T2	34.53	14.62
T3	33.33	27.87
T4	33.19	25.97
T5	32.69	32.32
T6	32.01	27.44
T7	31.59	5.61
T8	30.66	15.17
T9	30.27	26.83
T10	29.92	28.14
T11	29.86	18.82
T13	29.03	26.05
T14	28.66	25.23
T15	28.33	23.15
T16	28.25	22.87
T17	27.98	25.91
T18	27.66	26.2
T19	27.22	6.29
T20	26.54	26.48
T21	26.44	4.2
T22	25.79	23.55
T24	25.15	16.39
T25	24.46	0.0
T26	24.26	15.83
T27	22.7	18.78
T28	22.47	19.45
T30	21.99	14.11
T31	21.95	16.06
T32	20.93	6.82
T33	20.39	17.65
T34	20.04	11.68
T35	19.89	6.02
T36	19.43	6.42
T37	19.42	3.71
T38	19.3	0.0
T39	19.1	0.0
T40	19.09	15.97
T41	19.09	11.55
T42	19.05	17.34
T43	18.96	14.36
T44	18.08	6.77
T45	18.03	0.0
T46	17.94	1.93
T47	17.63	16.03
T48	17.19	8.19
T49	16.97	13.11
T50	16.94	0.0
T51	16.75	14.07
T53	16.01	6.14
T54	15.79	0.0
T55	15.69	14.08
T56	15.51	0.0
T57	15.49	4.76
T58	14.97	0.0
T59	14.64	5.9
T60	14.42	0.0
T61	14.28	2.01
T62	14.24	8.16
T63	13.85	0.0
T64	13.84	3.79
T65	13.79	0.0
T66	13.61	0.0
T67	13.49	8.96
T68	13.06	6.99
T70	12.67	9.59
T71	12.37	0.0
T72	12.18	9.07
T73	12.1	4.76
T74	12.05	8.85
T75	11.93	7.51
T76	11.87	8.0
T77	11.87	2.86
T78	11.85	6.32
T79	11.84	5.91
T80	11.82	3.48
T81	11.78	0.0
T82	11.74	0.0
T83	11.6	0.0
T84	11.58	8.75
T85	11.56	10.65
T86	11.5	4.93
T87	11.36	8.46
T88	11.31	7.45
T89	10.9	0.0
T90	10.72	4.58
T91	10.54	0.0
T92	10.46	7.38
T93	10.05	0.0
T94	9.95	8.17
T95	9.9	6.41
T96	9.8	3.64
T97	9.76	0.0
T98	9.44	2.85
T99	9.4	0.0
T100	9.37	3.43
T101	9.24	6.38
T102	9.12	0.0
T103	8.85	4.0
T104	8.82	6.77
T105	8.8	0.0
T106	8.74	0.0
T107	8.48	4.97
T109	8.32	1.68
T110	8.16	4.64
T111	7.81	3.88
T112	7.55	0.0
T113	7.52	7.15
T114	7.48	0.63
T115	7.47	0.0
T117	7.44	0.0
T118	7.35	1.84
T119	7.18	3.93
T121	6.92	6.03
T122	6.9	0.0
T123	6.84	4.25
T124	6.83	0.0
T125	6.78	0.0
T126	6.71	1.27
T127	6.66	0.0
T128	6.66	0.0
T129	6.64	2.77
T130	6.58	0.0
T131	6.54	0.0
T132	6.47	3.65
T133	6.45	0.0
T134	6.44	0.0
T135	6.44	0.23
T137	6.19	0.0
T138	6.12	0.0
T139	6.05	0.73
T140	5.9	0.0
T141	5.85	0.0
T142	5.8	0.0
T143	5.76	0.0
T144	5.6	0.0
T145	5.58	0.71
T147	5.42	0.79
T149	5.34	0.0
T150	5.06	1.8
T152	4.95	0.0
T153	4.78	0.0
T154	4.73	0.0
T155	4.54	0.0
T156	4.51	0.0
T158	4.44	0.0
T159	4.36	0.0
T160	4.27	0.0
T161	4.18	0.0
T162	4.18	0.0
T163	4.04	1.93
T164	3.94	0.0
T165	3.89	0.0
T166	3.79	1.38
T167	3.78	0.0
T168	3.74	0.0
T169	3.72	0.0
T170	3.61	0.0
T171	3.55	0.0
T172	3.5	1.2
T173	3.5	0.0
T174	3.42	0.0
T175	3.3	0.0
T176	3.24	0.0
T177	3.16	0.0
T178	3.13	0.0
T179	3.13	0.0
T180	3.12	0.0
T181	3.05	0.0
T183	2.98	0.0
T184	2.89	0.0
T185	2.87	0.0
T186	2.82	0.0
T187	2.72	0.0
T189	2.67	0.0
T190	2.65	0.0
T191	2.6	0.0
T192	2.57	0.0
T193	2.54	0.0
T194	2.53	0.0
T195	2.51	0.0
T196	2.49	0.0
T197	2.43	0.0
T198	2.33	1.1
T199	2.22	0.0
T200	2.15	0.0
T201	2.14	0.0
T202	2.06	0.0
T203	2.02	0.0
T205	1.87	0.0
T206	1.84	0.0
T207	1.77	0.0
T208	1.75	0.0
T209	1.73	0.0
T211	1.47	0.0
T212	1.36	0.0
T213	1.34	0.0
T214	1.3	0.0
T215	1.25	0.0
T217	1.06	0.0
T219	0.97	0.0
T221	0.75	0.0
T227	0.38	0.0
