cat_trait_0,temp,mean,lwr,upr
0.0,-2.335557817056028,0.1147390896880252,0.055217569838170534,0.18153299249687935
0.0,-2.296613556761299,0.11485154188933404,0.055727424348974104,0.18112453215317448
0.0,-2.25766929646657,0.11498377540101345,0.056884691714363854,0.181567031936534
0.0,-2.218725036171841,0.11513699735886408,0.05768131226237708,0.18166622829584808
0.0,-2.179780775877112,0.11531238577108814,0.057482888754437016,0.18066415158148197
0.0,-2.140836515582383,0.11551110013316493,0.05818805974823054,0.18051977135776817
0.0,-2.1018922552876544,0.1157343704859122,0.05815991421629101,0.1804062620270003
0.0,-2.0629479949929252,0.11598358137296952,0.059126103173324486,0.18113073395738913
0.0,-2.0240037346981965,0.11626026929505863,0.05948452468164961,0.18091876171136323
0.0,-1.9850594744034675,0.11656604299056762,0.060742929949278684,0.18190604555956166
0.0,-1.9461152141087386,0.11690253225235282,0.06007359510176956,0.18226397595358557
0.0,-1.9071709538140098,0.1172714256174391,0.0614806321935199,0.18358385220112314
0.0,-1.8682266935192806,0.1176745354603694,0.06189861810558859,0.18415106309652854
0.0,-1.8292824332245519,0.11811381044404205,0.05911033722431241,0.18140871498470332
0.0,-1.790338172929823,0.11859130970293022,0.059402849411923794,0.18116950317922367
0.0,-1.751393912635094,0.11910919254576595,0.05969209425286677,0.18199951175264897
0.0,-1.7124496523403652,0.11966973374612187,0.059933432356869126,0.18270064163258354
0.0,-1.673505392045636,0.1202753553272125,0.06599152059712417,0.18882296588071606
0.0,-1.6345611317509072,0.12092867135910952,0.06903896270999198,0.1920965714843078
0.0,-1.5956168714561783,0.12163253622097445,0.06935993058351687,0.19242497826254543
0.0,-1.5566726111614493,0.12239008091320806,0.06846499443937441,0.19154466419305716
0.0,-1.5177283508667205,0.12320472600947131,0.06898501072179966,0.19186935125469878
0.0,-1.4787840905719916,0.12408018397278943,0.06955868983041653,0.19299290289203996
0.0,-1.4398398302772626,0.1250204871531854,0.06956614961564135,0.19378705919291106
0.0,-1.4008955699825336,0.1260300350443898,0.07090513829076424,0.1950190291322039
0.0,-1.3619513096878046,0.12711358557699487,0.07129787029480032,0.19573967365343348
0.0,-1.323007049393076,0.1282761402559492,0.07155369864012928,0.19693636296549832
0.0,-1.284062789098347,0.12952280007870665,0.06960170707029187,0.19616491660678942
0.0,-1.245118528803618,0.13085873155888678,0.07008559553218512,0.19687938731844903
0.0,-1.206174268508889,0.13228925174157144,0.06976227393281569,0.19684773718241502
0.0,-1.1672300082141602,0.13381997440582477,0.0707550046455679,0.19829715088445707
0.0,-1.1282857479194313,0.13545706455799125,0.07224919122435958,0.20092994272735235
0.0,-1.0893414876247023,0.137207443370143,0.0727939624361853,0.2029876511493374
0.0,-1.0503972273299733,0.13907862222102976,0.0820190780838798,0.21437741225799503
0.0,-1.0114529670352443,0.14107859204631307,0.08295557140018368,0.21587226539700066
0.0,-0.9725087067405156,0.1432159631446078,0.07870865277059527,0.21399242363824042
0.0,-0.9335644464457866,0.14549950684439314,0.07963346731327745,0.21512935296126676
0.0,-0.8946201861510577,0.1479372489405117,0.08019597248253549,0.21667060849073522
0.0,-0.8556759258563287,0.15053617310522685,0.0836047057849552,0.21968522158454862
0.0,-0.8167316655615999,0.1533023620389724,0.08510307086739555,0.22228778963957196
0.0,-0.777787405266871,0.15624077987087193,0.08622040888844995,0.22678985116484557
0.0,-0.738843144972142,0.1593547833435971,0.09107639561373826,0.23230482477856612
0.0,-0.699898884677413,0.1626460825723739,0.09429688645524992,0.23490272928842382
0.0,-0.660954624382684,0.16611527585954325,0.09795184758440802,0.23915066362538526
0.0,-0.6220103640879553,0.16976231629241703,0.10518360653701163,0.24740844537272616
0.0,-0.5830661037932263,0.17358637673277766,0.10847956797769534,0.2482989782831753
0.0,-0.5441218434984973,0.17758557166338249,0.11016334999282416,0.25021635913489215
0.0,-0.5051775832037684,0.18175655815593603,0.11475719765571647,0.25538736317394733
0.0,-0.4662333229090394,0.18609302478557088,0.11256626878566808,0.2512659766507093
0.0,-0.42728906261431066,0.1905839173160386,0.12131013950574034,0.2588706970866653
0.0,-0.3883448023195817,0.1952126020839765,0.12694583419478256,0.2625151301019674
0.0,-0.3494005420248527,0.19995469954462253,0.13439754185196826,0.26645834169112853
0.0,-0.31045628173012396,0.2047760934346939,0.1402431006426004,0.2707870621484506
0.0,-0.27151202143539477,0.20963337539886004,0.14593312395646893,0.2747608441509161
0.0,-0.23256776114066602,0.2144794645301939,0.15203106810951955,0.279702586366473
0.0,-0.19362350084593727,0.21927150094621364,0.15706051160250664,0.2862072005414672
0.0,-0.15467924055120807,0.2239772163246544,0.16089125284387779,0.29257892361832905
0.0,-0.11573498025647933,0.22857542207559953,0.1612817308122526,0.29510842165033857
0.0,-0.07679071996175013,0.23305174735865428,0.16716730650892098,0.30151162881785826
0.0,-0.03784645966702138,0.23739735310748414,0.17134632245805892,0.307263466123468
0.0,0.0010978006277073682,0.2416098345956335,0.17391673402829982,0.31282510504987576
0.0,0.04004206092243656,0.24569415312191897,0.1768831380018322,0.31795202899783187
0.0,0.07898632121716531,0.24966220889889412,0.18289628017458925,0.32645269624330264
0.0,0.1179305815118945,0.2535283719353325,0.18721415618283913,0.33288338303282
0.0,0.15687484180662326,0.25730696223572963,0.19128539637574862,0.3402131183706258
0.0,0.195819102101352,0.26101431259834657,0.1947880272549798,0.34721109154065444
0.0,0.2347633623960812,0.2646647218077409,0.19028683512860745,0.34777390615463505
0.0,0.27370762269080995,0.2682596303772181,0.18376594285995163,0.34423212975258316
0.0,0.31265188298553914,0.2717855450041464,0.1836807155684223,0.3499958639001006
0.0,0.3515961432802679,0.27522607872427235,0.20132429222989887,0.37384585259113956
0.0,0.39054040357499664,0.27857183054567025,0.19628426530428578,0.3726476768587008
0.0,0.42948466386972584,0.2818220435316016,0.2050734009669332,0.38230755220577123
0.0,0.4684289241644546,0.28498157414271946,0.2050030239863362,0.38639551338331457
0.0,0.5073731844591838,0.28805583460541373,0.2034388199671477,0.39058691450734767
0.0,0.5463174447539125,0.29105158519217783,0.2042036071254507,0.39407620496727774
0.0,0.5852617050486413,0.2939785826095019,0.1979489145142878,0.3961537401049499
0.0,0.6242059653433705,0.2968445826380548,0.20114650077814425,0.4051606989801608
0.0,0.6631502256380992,0.2996559116135327,0.20462370495065996,0.41327135325362296
0.0,0.702094485932828,0.3024221576505868,0.20124709610151262,0.4136680234573584
