0.000000	-2.336747
1.000000	-1.792476
2.000000	-1.366728
3.000000	-0.698687
4.000000	-0.449804
5.000000	-0.247912
6.000000	-0.163771
7.000000	-0.050289
8.000000	-0.174045
9.000000	-0.002375
10.000000	0.229599
11.000000	0.183674
12.000000	0.229681
13.000000	0.599853
14.000000	1.214700
15.000000	1.277009
16.000000	1.520836
17.000000	1.145790
18.000000	1.059899
19.000000	0.871573
20.000000	1.138425
21.000000	1.103415
22.000000	1.004325
23.000000	1.097253
24.000000	1.134697
25.000000	0.977208
26.000000	0.813034
27.000000	0.833877
28.000000	0.952305
29.000000	1.050301
30.000000	0.962453
31.000000	1.181425
32.000000	1.078629
33.000000	1.090722
34.000000	2.318642
35.000000	2.438994
