	ts	te
T0	35.0	21.38
T1	32.93	26.47
T2	31.96	11.46
T3	29.91	21.54
T4	29.71	12.64
T5	29.59	22.47
T6	29.32	10.33
T8	28.85	10.24
T9	28.26	14.82
T10	27.69	17.85
T11	27.53	21.68
T12	26.96	11.82
T13	26.86	18.52
T14	26.68	0.0
T15	26.64	13.81
T16	26.6	0.0
T18	26.56	23.91
T19	26.54	15.09
T20	26.13	14.04
T21	26.03	12.87
T22	25.73	14.79
T23	25.68	19.49
T24	25.61	14.48
T26	25.56	13.8
T27	25.44	10.89
T28	25.37	14.71
T29	25.23	17.29
T30	25.2	18.19
T31	25.17	14.89
T32	24.97	24.08
T33	24.72	14.57
T34	24.68	23.47
T35	24.66	14.09
T36	24.65	21.05
T37	24.61	14.57
T38	24.54	19.58
T39	24.3	13.51
T40	24.14	0.0
T41	24.13	14.31
T42	23.96	20.5
T43	23.92	22.61
T44	23.8	22.72
T45	23.78	14.77
T46	23.76	12.3
T47	23.65	21.7
T49	23.2	12.98
T50	23.16	21.82
T51	22.97	14.98
T52	22.91	11.85
T53	22.9	21.75
T54	22.87	20.82
T55	22.87	15.17
T56	22.62	0.0
T57	22.57	13.14
T58	22.39	12.68
T60	22.25	16.88
T61	22.22	14.88
T62	22.15	14.95
T63	21.92	19.05
T64	21.92	0.0
T65	21.89	16.64
T66	21.87	13.57
T67	21.79	11.26
T68	21.78	16.2
T70	21.69	14.35
T71	21.67	12.04
T72	21.67	16.17
T73	21.64	13.53
T74	21.64	16.39
T75	21.62	18.84
T76	21.59	19.3
T78	21.53	14.96
T79	21.48	16.59
T80	21.48	13.92
T81	21.47	17.07
T82	21.41	14.8
T84	21.37	19.89
T85	21.32	18.82
T86	21.26	11.42
T87	21.25	17.89
T88	21.24	13.85
T89	21.23	14.64
T90	21.22	13.5
T91	21.22	19.62
T92	21.21	6.46
T93	21.16	14.58
T94	21.14	8.63
T95	21.12	10.66
T96	21.1	21.04
T97	20.97	14.6
T98	20.93	14.83
T99	20.93	14.8
T100	20.88	14.96
T101	20.86	16.72
T102	20.86	10.2
T104	20.82	0.0
T105	20.81	15.81
T106	20.8	11.95
T107	20.79	13.04
T108	20.77	14.7
T109	20.76	17.46
T110	20.76	14.49
T111	20.75	20.3
T112	20.75	14.59
T113	20.74	12.41
T114	20.68	14.46
T115	20.66	13.75
T116	20.65	15.62
T117	20.65	14.43
T118	20.64	14.81
T119	20.64	13.66
T120	20.63	14.04
T121	20.63	14.45
T122	20.62	19.46
T123	20.61	15.97
T124	20.59	15.73
T125	20.58	0.0
T126	20.57	14.92
T127	20.52	0.0
T128	20.5	13.08
T129	20.45	16.16
T131	20.42	13.55
T132	20.4	11.43
T133	20.36	13.5
T134	20.34	12.88
T135	20.34	19.91
T136	20.3	0.92
T137	20.28	0.0
T138	20.26	12.34
T139	20.23	13.34
T140	20.21	14.86
T141	20.21	14.26
T142	20.13	16.94
T143	20.08	12.94
T144	20.05	14.42
T145	19.97	15.49
T146	19.97	12.73
T147	19.86	10.73
T148	19.76	18.26
T149	19.69	14.06
T150	19.68	0.0
T151	19.58	15.12
T152	19.58	13.15
T153	19.54	10.46
T154	19.51	14.27
T155	19.41	11.84
T156	19.33	14.98
T158	18.49	0.0
T160	18.38	13.55
T161	18.3	0.0
T162	18.28	12.31
T163	18.2	11.48
T164	18.2	14.34
T165	17.98	0.0
T166	17.88	0.0
T167	17.87	0.0
T168	17.68	14.92
T169	17.51	14.37
T170	17.47	13.1
T171	17.41	13.99
T172	17.3	15.22
T173	17.25	14.93
T174	17.2	14.08
T175	17.02	11.92
T176	17.01	13.76
T177	16.91	12.64
T178	16.9	10.85
T179	16.85	14.37
T180	16.67	13.74
T181	16.43	0.0
T182	16.42	0.0
T183	16.35	14.19
T184	16.27	13.76
T185	16.24	12.08
T186	16.2	14.45
T187	16.18	0.0
T188	16.13	15.66
T189	16.1	0.0
T190	16.04	10.27
T191	16.02	0.0
T192	15.99	14.13
T193	15.97	14.99
T194	15.84	12.57
T195	15.81	13.99
T196	15.81	15.41
T197	15.59	13.81
T198	15.58	14.26
T199	15.54	0.0
T200	15.42	14.02
T201	15.36	11.35
T203	15.22	14.74
T204	15.07	0.0
T205	14.92	2.76
T206	14.89	10.14
T207	14.8	12.82
T208	14.61	0.0
T211	14.16	0.0
T213	14.02	12.48
T214	13.93	13.4
T215	13.72	10.76
T216	13.61	0.0
T217	13.57	0.0
T218	13.52	11.68
T219	13.42	10.64
T220	13.31	11.23
T221	13.15	0.0
T224	12.69	11.43
T225	12.66	11.69
T226	12.64	0.0
T227	12.56	0.0
T229	12.52	0.0
T230	12.37	10.85
T231	12.28	0.0
T232	12.23	0.0
T233	12.13	7.72
T234	12.13	5.05
T235	12.06	0.0
T236	11.95	0.0
T237	11.81	10.32
T238	11.59	0.0
T239	11.49	0.0
T240	10.79	0.0
T241	10.59	0.0
T242	9.61	0.0
T243	8.01	0.0
T244	7.61	0.0
T245	6.32	0.0
T246	5.21	0.0
T247	4.15	0.0
T248	1.6	0.0
T250	0.71	0.0
