scientificName	ts	te	speciation	extinction	ancestral_speciation	cont_trait_anc_0	cont_trait_ts_0	cont_trait_te_0	cat_trait_0	cat_trait_anc_0
T0	35.0	30.52	0.43395807626467764	0.017446365660863564	0.0	0.021229627822413638	NA	0.22902439913961983	1.0	NA
T2	34.5	16.88	0.38974245251432926	0.14974259658697306	0.38974245251432926	-0.1582126186260328	0.28591868006273286	0.2808539062148874	1.0	1.0
T3	34.47	24.13	0.33037515067161694	0.07949249828418158	0.33037515067161694	0.11525447753863885	0.34903919744170686	0.2995676554917261	1.0	1.0
T4	33.86	0.0	0.2086677787259976	0.20875792512994495	0.2086677787259976	0.4177754556865229	-0.1198405794202067	-0.1387925072918309	1.0	1.0
T5	31.44	0.0	0.2033350631409304	0.20875792512994495	0.2033350631409304	0.0490539812446256	0.9727868352080962	1.4450675056794906	1.0	1.0
T6	29.57	0.0	0.1664626453510237	0.20875792512994495	0.1664626453510237	0.6950604273286909	0.5985252245564493	1.6620064477177674	1.0	1.0
T7	25.05	13.87	0.09227503454986331	0.08673433504343282	0.09227503454986331	0.36945519258140364	0.3943598382520581	0.9294585537873988	1.0	1.0
T8	24.38	8.92	0.13822727191122194	0.09251429064885813	0.13822727191122194	-0.28789548271219145	-0.20197997645211324	-0.30099536180197123	1.0	1.0
T9	22.8	19.32	0.20733724245707072	0.046009946929704705	0.20733724245707072	-0.39965714538929636	-0.10494793386377593	-0.28889267996237394	1.0	1.0
T10	22.67	1.89	0.1457829931577259	0.19188598331387346	0.1457829931577259	-0.07791129222689157	-0.27757527836397244	-0.12479341220589049	1.0	1.0
T11	21.78	15.88	0.1563022386095938	0.07219057411370561	0.1563022386095938	0.9367357417238324	0.9073212802879643	0.8962949769351017	1.0	1.0
T12	20.82	0.46	0.11565687532654112	0.20854946603542968	0.11565687532654112	-0.2664194798417589	-0.20991344903730838	-0.19964363977827473	1.0	1.0
T13	20.68	3.71	0.05183101862594416	0.17806465472910782	0.05183101862594416	-0.5916622877997358	-0.17172346047321613	-0.14052570794968638	1.0	1.0
T14	20.48	0.12	0.10682513137706584	0.19928980959131903	0.10682513137706584	-0.5636678695247778	-0.8924295891411702	-0.9323642312383693	1.0	1.0
T15	20.39	0.78	0.17704283450671082	0.19654701810888717	0.17704283450671082	1.5696017894785408	1.9966373934098647	2.5254242064641876	1.0	1.0
T17	20.19	16.4	0.04692199581668652	0.11731383035593874	0.04692199581668652	1.0783999002911722	0.8314152260241404	0.414087974441789	1.0	1.0
T18	19.63	0.0	0.2041367179356622	0.20875792512994495	0.2041367179356622	1.5318443362769332	1.8490054665617903	2.2736699169241006	1.0	1.0
T19	18.73	0.0	0.15508534500848328	0.20875792512994495	0.15508534500848328	-0.34433735236095264	-0.5465183856497753	-0.7640117763664603	1.0	1.0
T20	18.68	11.79	0.3043390656154523	0.20854113277898517	0.12961901064922535	-0.17153262665735083	-0.7198298649914296	-0.6278522128990992	0.0	1.0
T21	17.99	0.0	0.03177045858009271	0.20875792512994495	0.03177045858009271	2.3134735157300392	2.572606186914276	2.0564203636325105	1.0	1.0
T22	17.41	10.9	0.11102821638469579	0.02459500836067105	0.11102821638469579	1.0427595098645621	0.5247818118322176	0.48239973524192803	1.0	1.0
T23	17.27	1.56	0.08756263411677095	0.19680222293499033	0.08756263411677095	2.0506832584272026	2.043715440649142	2.4598333594219626	1.0	1.0
T24	16.95	11.1	0.08958344754309783	0.046269615549725945	0.08958344754309783	2.446971873659797	2.807900053037315	2.900046936730347	1.0	1.0
T26	15.06	2.09	0.1579257471507023	0.19258238008667214	0.1579257471507023	-0.48544337240108887	-0.7164531708544082	0.025113747540736517	1.0	1.0
T27	13.91	9.98	0.20068599227315792	0.20555492876530604	0.23327208399151972	2.127403623012414	2.1349534017811425	1.7126934089854502	0.0	1.0
T28	13.85	7.67	0.03549880414545217	0.07122387573632709	0.3984592721192255	2.1553919289397765	2.361922303431412	2.3853820853506438	1.0	0.0
T29	13.51	0.0	0.43332976313713767	4.923913614919783e-06	0.43332976313713767	-0.5779766606120139	-0.5804233456851019	-0.49463265902974696	0.0	0.0
T30	13.29	4.96	0.4315083962240597	0.1467833542902112	0.4315083962240597	1.9735575067806004	1.6631396140217416	1.3208422324448645	0.0	0.0
T31	13.27	5.1	0.43063518251331806	0.10436051998079668	0.43063518251331806	1.6376452830347992	1.832383119887906	2.2521457325505057	0.0	0.0
T32	12.72	9.21	0.3895758820088284	0.11702696303439145	0.3895758820088284	1.9772261005656042	1.737426512218438	1.6247486561661713	0.0	0.0
T33	12.71	11.59	0.41688868398442136	0.19884166504644335	0.41688868398442136	1.7707574779111863	1.8549080340725645	1.785927084304049	0.0	0.0
