	ts	te
T0	35.0	12.92
T1	34.98	26.32
T2	31.82	21.08
T3	31.75	14.35
T4	31.26	22.56
T5	30.11	12.63
T6	29.95	14.21
T7	29.84	19.28
T8	29.52	28.25
T9	29.22	9.96
T10	28.31	13.61
T11	27.96	19.31
T12	27.69	17.57
T13	26.95	12.57
T14	26.66	12.31
T15	26.31	11.61
T16	26.21	14.87
T17	26.18	10.59
T18	26.16	14.98
T19	26.01	11.83
T20	25.61	10.6
T21	25.48	15.88
T22	25.43	0.0
T23	25.41	17.78
T24	25.4	22.36
T25	25.36	14.88
T27	25.26	12.97
T29	25.17	13.96
T30	25.13	17.54
T31	24.75	0.0
T32	24.74	0.0
T33	24.58	16.25
T34	24.48	0.0
T35	24.47	11.47
T36	24.38	0.0
T37	24.3	14.36
T38	24.25	12.25
T39	24.22	10.81
T40	24.21	17.61
T41	24.2	12.86
T42	24.13	23.16
T43	24.09	14.9
T44	23.91	13.38
T45	23.8	20.64
T46	23.73	14.08
T47	23.69	6.11
T49	23.57	21.34
T50	23.5	13.07
T51	23.39	21.32
T52	23.1	11.11
T53	23.1	12.28
T54	23.04	15.13
T55	22.99	18.43
T57	22.89	14.45
T58	22.81	18.01
T59	22.78	0.0
T60	22.76	17.56
T61	22.74	14.57
T62	22.73	14.74
T63	22.71	8.08
T65	22.56	14.89
T66	22.52	3.86
T67	22.52	19.59
T68	22.5	15.08
T69	22.47	19.96
T70	22.39	10.85
T71	22.33	11.65
T72	22.31	14.67
T73	22.21	14.47
T74	22.12	11.54
T76	22.06	12.75
T77	22.0	11.93
T78	21.96	17.87
T79	21.95	21.35
T80	21.94	19.76
T81	21.93	14.03
T82	21.92	12.62
T83	21.91	12.57
T84	21.86	13.41
T85	21.79	12.95
T86	21.77	13.67
T87	21.75	20.76
T88	21.73	14.48
T89	21.66	15.68
T90	21.64	14.57
T91	21.63	11.53
T92	21.61	17.71
T93	21.6	14.15
T94	21.53	12.27
T95	21.46	12.11
T96	21.45	20.09
T97	21.44	0.0
T98	21.43	14.94
T99	21.41	19.04
T100	21.39	18.4
T101	21.32	20.89
T102	21.31	0.0
T103	21.28	13.06
T104	21.2	10.04
T105	21.18	12.6
T106	21.11	12.64
T107	21.09	15.07
T108	21.08	14.86
T109	21.06	0.0
T110	21.05	11.89
T112	21.0	15.8
T113	20.94	14.75
T114	20.88	13.28
T115	20.86	10.4
T116	20.86	0.0
T117	20.8	10.88
T119	20.74	14.19
T120	20.72	10.7
T121	20.71	0.0
T122	20.6	0.0
T123	20.55	19.08
T125	20.53	13.38
T126	20.52	14.85
T127	20.48	14.97
T128	20.47	10.56
T129	20.44	16.98
T130	20.41	10.86
T131	20.37	15.43
T132	20.33	14.03
T133	20.25	14.33
T134	20.25	14.33
T135	20.24	17.94
T136	20.22	14.88
T137	20.2	10.02
T138	20.2	14.75
T139	20.16	0.0
T140	20.15	16.75
T141	20.11	10.09
T142	20.11	14.59
T143	20.06	14.67
T144	20.05	0.0
T145	20.04	10.46
T146	19.99	13.02
T147	19.93	13.04
T148	19.93	14.87
T149	19.9	13.27
T150	19.9	10.61
T151	19.88	0.0
T152	19.83	0.0
T153	19.82	11.48
T154	19.8	12.22
T155	19.71	11.79
T156	19.71	18.95
T157	19.71	0.9
T158	19.65	18.07
T159	19.38	13.72
T160	19.33	14.31
T161	19.14	13.27
T162	19.13	16.4
T163	19.12	12.51
T164	19.1	0.0
T165	19.09	8.72
T166	18.86	14.83
T167	18.71	11.28
T168	18.5	0.0
T169	18.32	12.08
T170	18.26	2.72
T171	18.2	16.26
T172	18.19	12.54
T173	18.1	15.0
T174	18.07	13.26
T175	17.89	14.27
T176	17.84	13.23
T177	17.79	11.4
T178	17.77	14.11
T179	17.76	14.19
T180	17.7	14.84
T181	17.61	0.0
T182	17.53	11.42
T183	17.47	0.0
T184	17.36	12.78
T185	17.33	10.21
T186	17.04	14.04
T187	17.01	9.82
T188	16.99	11.92
T189	16.91	14.13
T190	16.88	11.24
T191	16.88	14.52
T192	16.87	15.09
T193	16.81	14.12
T194	16.57	0.0
T195	16.38	0.0
T196	16.36	16.18
T197	16.33	12.24
T199	16.21	10.93
T200	16.19	11.88
T201	16.12	10.8
T202	16.06	11.39
T203	15.99	12.72
T204	15.98	0.0
T205	15.89	14.76
T206	15.89	0.0
T207	15.7	14.27
T208	15.67	12.55
T209	15.66	14.65
T210	15.64	10.93
T211	15.59	14.83
T212	15.52	14.11
T213	15.48	11.38
T214	15.35	12.93
T215	15.27	0.0
T216	15.26	14.71
T217	15.25	11.48
T218	15.18	14.24
T219	15.16	14.26
T220	15.09	14.19
T221	15.09	11.67
T223	15.04	0.0
T224	14.97	0.0
T225	14.9	0.0
T227	14.7	11.01
T228	14.64	10.57
T229	14.64	12.93
T230	14.57	14.38
T231	14.56	10.56
T233	14.46	13.16
T234	14.4	12.37
T235	14.35	13.81
T236	14.34	13.41
T237	14.32	4.63
T239	14.13	0.0
T240	14.04	12.51
T241	13.93	10.83
T242	13.77	11.44
T243	13.7	12.58
T244	13.67	12.7
T245	13.42	0.0
T247	13.37	6.08
T250	13.16	11.59
T251	13.12	6.32
T252	13.12	11.49
T253	13.0	12.09
T255	12.96	0.18
T256	12.91	11.78
T257	12.68	0.0
T258	12.67	0.0
T259	12.65	0.0
T261	12.62	12.18
T263	12.46	0.0
T265	12.44	10.08
T267	12.14	0.0
T268	12.13	11.49
T269	11.96	0.0
T270	11.84	0.0
T271	11.61	0.0
T272	11.59	0.0
T273	11.38	9.3
T274	11.32	0.0
T275	11.25	0.0
T276	11.01	0.0
T277	10.72	0.0
T278	10.47	0.0
T279	10.33	0.0
T280	10.15	0.0
T281	10.12	0.0
T282	9.95	0.0
T283	8.01	0.0
T284	6.86	0.0
T285	5.06	1.81
