	ts	te
T0	35.0	18.01
T1	32.23	27.62
T2	31.0	25.56
T3	30.81	22.52
T4	30.79	14.66
T5	30.76	26.24
T6	30.47	6.86
T7	28.41	20.09
T8	28.35	11.69
T10	28.2	15.24
T11	28.08	10.05
T12	28.05	26.4
T13	28.01	22.66
T14	28.0	18.93
T16	27.56	22.02
T17	27.36	25.05
T18	26.85	16.47
T19	26.82	16.7
T20	26.77	22.84
T21	26.75	14.76
T22	26.44	18.3
T23	26.1	19.9
T24	25.82	17.65
T25	25.71	12.38
T26	25.68	17.99
T27	25.64	9.95
T28	25.59	18.48
T29	25.52	16.71
T30	25.45	11.16
T31	25.45	17.12
T32	25.21	13.11
T35	25.02	13.12
T36	24.88	14.08
T37	24.62	9.31
T38	24.53	12.84
T39	24.33	10.72
T40	24.14	18.94
T41	24.0	12.04
T42	23.94	9.47
T43	23.94	22.43
T44	23.89	11.05
T45	23.72	20.52
T46	23.69	6.94
T48	23.6	18.14
T51	23.44	21.58
T52	23.39	17.25
T53	23.37	13.5
T54	23.34	9.89
T55	23.12	22.89
T56	22.93	17.96
T58	22.88	13.05
T59	22.82	10.01
T61	22.61	17.79
T62	22.56	21.71
T63	22.54	15.0
T64	22.53	14.25
T65	22.5	9.97
T66	22.43	16.21
T67	22.28	12.38
T68	22.1	18.17
T69	22.06	14.1
T70	22.05	10.52
T71	22.02	17.4
T72	22.02	19.61
T75	21.74	16.27
T76	21.73	15.51
T77	21.7	20.91
T78	21.67	15.76
T79	21.66	16.91
T80	21.63	17.04
T81	21.62	12.4
T83	21.56	17.73
T84	21.49	15.43
T85	21.49	13.86
T86	21.41	18.6
T89	21.21	19.07
T90	21.19	17.08
T91	21.18	15.76
T92	21.14	12.68
T94	20.96	15.2
T95	20.96	16.94
T96	20.94	13.03
T97	20.91	17.18
T99	20.89	18.05
T100	20.88	15.64
T101	20.85	12.43
T102	20.6	12.77
T105	20.54	19.95
T107	20.53	2.69
T108	20.49	13.94
T109	20.41	6.7
T111	20.2	10.83
T112	20.18	10.97
T113	20.17	12.65
T114	20.15	18.39
T115	20.11	9.57
T116	20.0	16.05
T118	19.86	17.6
T120	19.81	13.02
T122	19.75	14.57
T124	19.66	13.84
T125	19.61	6.64
T127	19.45	13.39
T128	19.41	16.82
T129	19.35	15.24
T131	19.24	17.1
T132	19.21	15.75
T135	19.1	13.69
T136	19.05	11.92
T137	18.94	13.71
T138	18.9	8.53
T140	18.71	17.04
T141	18.7	16.39
T142	18.7	15.82
T143	18.57	13.12
T145	18.31	10.9
T149	18.2	13.68
T150	18.05	15.61
T151	18.05	15.48
T154	17.86	14.99
T155	17.85	12.86
T156	17.84	12.59
T157	17.83	11.96
T160	17.51	15.51
T162	17.44	8.22
T163	17.15	14.09
T164	17.15	11.62
T165	17.02	14.11
T167	16.99	7.13
T168	16.92	13.07
T169	16.84	11.77
T171	16.69	14.27
T172	16.66	13.63
T174	16.51	15.48
T175	16.43	12.49
T176	16.42	7.1
T178	16.25	12.74
T179	16.24	2.77
T183	16.09	11.1
T184	15.92	10.99
T185	15.88	11.34
T186	15.86	12.88
T188	15.85	13.49
T189	15.63	11.65
T190	15.55	9.78
T191	15.42	10.02
T192	15.42	13.53
T193	15.4	14.22
T195	15.21	3.53
T196	15.08	12.69
T197	15.06	7.39
T199	15.02	11.76
T202	14.82	13.01
T205	14.61	11.37
T208	14.4	10.26
T209	14.37	11.84
T211	14.21	11.58
T212	14.19	12.76
T214	14.12	6.5
T216	13.89	12.34
T217	13.85	9.38
T218	13.75	10.7
T219	13.67	10.95
T220	13.01	11.09
T221	12.85	8.29
T222	12.83	10.63
T223	12.71	8.4
T224	12.66	11.11
T225	12.65	12.32
T226	12.54	11.37
T228	12.26	11.54
T229	12.22	9.96
T232	12.09	0.0
T233	12.0	9.38
T234	11.97	10.45
T235	11.94	10.92
T237	11.83	8.71
T238	11.79	9.48
T239	10.68	5.21
T242	9.9	9.39
T243	9.28	6.25
T246	8.66	7.75
T247	8.36	7.33
T248	7.9	2.82
T250	7.76	0.0
T251	7.7	0.0
T252	7.6	4.39
T253	2.33	1.55
