scientificName	ts	te	speciation	extinction	ancestral_speciation	cont_trait_anc_0	cont_trait_ts_0	cont_trait_te_0	cat_trait_0	cat_trait_anc_0
T0	35.0	33.44	0.49999892368529153	0.39650466833509185	0.0	0.0021699958336308346	NA	0.1385608234041143	1.0	NA
T1	34.55	31.62	0.49867862890220227	0.39971011862620687	0.4995277774233662	-0.04546372165731108	0.07608318396552813	0.03982290135985339	1.0	1.0
T2	34.04	21.28	0.4658310883106082	0.32320582672789333	0.49932759440387725	0.054256375882186396	0.39349992459164296	0.6828768068503304	1.0	1.0
T3	33.56	28.24	0.4995817908869611	0.36810370867410563	0.49999728055819626	-0.003449288368149152	0.04278353046454175	0.4263576920958338	1.0	1.0
T4	32.41	29.4	0.4500187326453552	0.38286148727062935	0.47902960217853735	0.30614534985411523	0.47998444602541446	0.30950511285094534	1.0	1.0
T5	32.02	20.19	0.44137394390791956	0.14114664868432475	0.49285718521943434	0.1774124436318819	0.5223173898477076	1.5095173017182202	1.0	1.0
T6	31.8	27.68	0.2255699967440825	0.2308317290648382	0.41275758282819575	0.6476480309015052	1.3195457392589067	1.0966467117804746	1.0	1.0
T7	31.76	26.33	0.4017965406262727	0.28714885936256274	0.47765351256281025	0.31625616853463995	0.6916094884361946	0.8515145595737716	1.0	1.0
T10	29.64	29.01	0.49213643286368314	0.39870337367018516	0.48238719541224906	0.2800820070081781	0.18621629277092466	0.0842759929560666	1.0	1.0
T11	29.0	15.06	0.20427995336732016	0.037669407379332755	0.27521870251232505	1.142816455726232	1.3993097711960458	2.2733726186269894	1.0	1.0
T12	27.97	18.83	0.4810921294186553	0.3982040587249419	0.4755103613028399	0.33144380386964345	-0.29039045149967213	0.09921526462843838	1.0	1.0
T13	27.92	11.94	0.1115936270916292	0.1474028489620479	0.22452932418091065	1.3233731119133714	1.8112676056023858	1.4777587205874894	1.0	1.0
T14	26.44	25.29	0.48744233561918887	0.3734985740448093	0.474434357501912	0.33883707924796197	0.23588444352441384	0.38723883236234546	1.0	1.0
T15	26.2	25.77	0.3936087613608326	0.3102919180986744	0.4800638247260703	-0.298340852812993	-0.7234368315457187	-0.7453307047166696	1.0	1.0
T16	26.09	25.55	0.49999602542501387	0.3993525640174945	0.4671468597328722	0.38558028821498774	-0.004169992167542991	0.05952759081217692	1.0	1.0
T17	25.64	23.81	0.45815291460014773	0.37259504230998824	0.4994772812621333	0.04783399120460003	0.4372626740275036	0.39402044793215174	1.0	1.0
T18	25.47	21.09	0.42310145031825797	0.29519694211220826	0.49229257548676064	-0.1843436425448575	-0.6044038359326465	-0.8152362947208515	0.0	1.0
T19	25.37	8.52	0.4705445667692607	0.22063960055939913	0.4940716568208626	-0.1615285986894744	-0.36444390521842834	-1.1407970903139801	0.0	1.0
T20	24.09	21.91	0.4866170887252672	0.37125014915823285	0.4962236643938951	-0.12877955901366267	-0.24361461010246607	-0.4039334670334605	1.0	1.0
T21	23.49	11.2	0.11071310203622346	0.11798307666079412	0.19639665792198419	1.4297401463377706	1.8160449270211176	1.6342490111473802	1.0	1.0
T22	23.49	13.38	0.47515838436004104	0.32823968777282453	0.4994946388958709	-0.04703267921970876	0.3338784230730979	0.6576575741158649	0.0	1.0
T23	23.25	19.47	0.3862030273806967	0.28197147863101935	0.42442851835400813	0.5987099358857321	0.7516054123829126	0.8745731720098457	1.0	1.0
T27	22.24	19.41	0.23181924929040848	0.12292429090846417	0.41821371776099797	-0.6250771378277995	-1.2966966320804096	-1.6065560327345778	0.0	0.0
T28	21.82	16.47	0.4336558209598903	0.3490731488996307	0.4986296134603917	-0.07748336741371685	0.5580374168253883	0.5458025507701431	1.0	1.0
T29	21.73	16.46	0.40315119135425576	0.3715197200434106	0.49736380536983305	-0.10753540328210763	-0.6862659595753219	-0.4019632348695413	1.0	1.0
T30	21.59	5.13	0.32164694425811635	0.26169415836116716	0.47001435778249984	0.3678119381809432	0.9823560972427052	0.9633951061842136	1.0	1.0
T31	21.38	10.9	0.31962802655547656	0.29848720717311916	0.4343204380196368	0.5550277307686232	0.9893418535844598	0.8002269806214238	1.0	1.0
T32	21.33	15.75	0.3397115039823381	0.2653849867742825	0.40958758437916587	-0.6605398732084152	-0.9195072578121176	-0.9473616267264922	1.0	1.0
T33	21.31	19.68	0.49690614684979006	0.3967303656962809	0.4734846749869761	0.34524441613039847	-0.1165232091430155	0.13399363023413988	1.0	1.0
T36	20.89	17.66	0.27868395267678575	0.27625227016025033	0.3031753367953335	1.046135378563142	1.1307779696889855	0.8998351473578826	1.0	1.0
T37	20.81	0.0	0.2671372063644366	0.031117580908385713	0.3178094791383188	0.9956298448968586	1.1709931459947802	2.3635144049618817	1.0	1.0
T38	20.78	15.69	0.33321039832727306	0.3691083868593934	0.3045765977729924	1.0413030346636936	0.9422111407583846	0.4193072799654589	1.0	1.0
T39	20.47	17.34	0.22010650286060046	0.34023758797726283	0.261696443239902	1.1900577926783185	1.3397149833417852	0.5949639425988571	1.0	1.0
T42	20.07	11.43	0.07772578025402947	0.1457606884088561	0.3201959115928002	0.9873774391718618	2.0178847005549594	1.4860274996406877	1.0	1.0
T43	19.98	18.08	0.46290181619711385	0.3995859806988921	0.44230774478887463	0.5178728801774807	-0.410659487940243	-0.04759559458299678	1.0	0.0
T45	19.77	13.56	0.4767361244407362	0.2680175882726454	0.3175192284877848	0.9966330879358034	0.32283640975989336	0.9358958919921242	1.0	1.0
T46	19.5	3.64	0.030196204721672896	0.015522020301542847	0.08054513621489966	1.9984785314129885	2.4779176599166206	2.6660149373230233	1.0	1.0
T47	19.39	17.2	0.49515284114308317	0.3845633776860223	0.41783435866423235	0.6266630646234818	0.1459786956736075	-0.2934128821871714	1.0	1.0
T48	18.82	9.76	0.29905608491860386	0.24749894965084276	0.24506688958735418	1.2489418452377496	1.060341745249525	1.0247572063973474	1.0	1.0
T49	18.69	8.74	0.17303881679990202	0.11437330020951579	0.10616782957377946	1.8411196245230328	1.523528499250075	1.6549148577279718	1.0	1.0
T50	18.37	6.86	0.388160896392547	0.23866079066946772	0.4999865748121548	-0.007663940590063899	0.7442103918163561	1.0628600896475113	1.0	1.0
T51	18.06	15.73	0.24040532173134865	0.2894830575767956	0.31227312406329655	1.0147520127130976	1.265648587822614	0.8410511325136272	1.0	1.0
T52	17.75	15.15	0.49095105747751233	0.38865244480692457	0.4688178105097722	-0.37531531920475647	0.19987932615310633	-0.2509067472357331	1.0	1.0
T54	17.58	16.17	0.21244804713030072	0.20088153776466636	0.13245340274937012	1.7046480891855853	1.3683217787095432	1.227452168114745	1.0	1.0
T55	17.57	15.88	0.22859529726809052	0.17857947907394164	0.34105768757084864	0.914790830906185	1.3084562031832507	1.3281819680115754	1.0	1.0
T57	17.45	16.39	0.45891843138272165	0.35512431919214615	0.4891570105923817	-0.21899773685809548	0.4330665707045242	0.510201053569589	0.0	1.0
T59	17.1	16.46	0.45362420703446477	0.3443653107074797	0.44114802801056996	0.5233883907186202	0.4614423266649387	0.5723663938840059	1.0	1.0
T60	16.91	14.92	0.20519868558249882	0.16468310432681607	0.3142346935821567	1.0079799910250025	1.3957979051901528	1.393297628162931	1.0	1.0
T61	16.8	14.61	0.4050851120319255	0.36112528341027544	0.46693172054568843	-0.38688476194107463	-0.6785960464458987	-0.47291556615099795	1.0	1.0
T63	16.69	15.71	0.49903527721694796	0.39816105624580195	0.31932718470522936	0.9903823515392569	0.0649979937375662	0.10039876463096559	0.0	1.0
T64	16.51	12.21	0.48759845922199485	0.37883389193867895	0.31974512108699105	-0.9889368369972955	-0.23439484928949295	-0.34485822521902676	1.0	1.0
T65	16.41	15.37	0.2587308130546207	0.18396565660939207	0.22568916609150572	1.3191078803285317	1.200486797520289	1.3034818984256216	1.0	1.0
T70	15.91	12.03	0.491355000654906	0.34871069623421064	0.49641051162722566	0.1255414363544041	0.19532706066492683	0.5478804143737499	0.0	0.0
T72	15.87	13.61	0.4996716311204773	0.36664527634655164	0.4834956962273085	0.2709703593075258	-0.03790891443753713	-0.43642296409845094	0.0	1.0
T75	15.45	14.47	0.37487306508987367	0.3437631083300029	0.47262825703500283	-0.3509329592472356	-0.7937538110007305	-0.5757013002401641	1.0	1.0
T77	15.11	9.27	0.31898183415450765	0.23355109147342704	0.23098282658289315	1.2997419384760627	0.9915766492656897	1.0849029057031165	1.0	1.0
T80	14.59	0.31	0.3728303047405435	0.37693296992744	0.43866560627339646	0.5350510628741809	0.8012476805000373	0.36045987054854567	0.0	0.0
T81	14.57	13.29	0.09648995312798979	0.0842005680826071	0.16697958794684037	1.548906433723253	1.8970523563812	1.8462665159558356	1.0	1.0
T82	14.53	9.66	0.4323421916125561	0.3998799378019089	0.45000704574588946	-0.4800436210554139	-0.5639522903754	0.02562593813118881	1.0	1.0
T83	14.51	7.29	0.42959139797754187	0.35680991021874964	0.4751815231664276	0.3337188625393326	0.5761984931710423	0.49994674734466116	0.0	0.0
T84	14.5	8.36	0.4670750980646359	0.38708883915450565	0.47530797708402706	0.3328456482428127	0.3860158306544177	0.26790404834782333	0.0	0.0
T85	14.42	0.0	0.061898807817347364	0.015876668759106313	0.10135634963838276	1.8684685438716853	2.137737578254211	2.656730675578399	1.0	1.0
T87	14.0	10.04	0.16078533611395443	0.1142272365716606	0.09287662385831509	1.918931406600585	1.575373524566682	1.6557592155982728	1.0	1.0
T88	13.87	12.84	0.298875035354753	0.23025243056480865	0.4262835055463373	-0.5906892882167504	-1.0609662283233485	-1.0991499856146383	1.0	1.0
T89	13.85	11.87	0.2819142273634673	0.24070701401933953	0.3205330228391148	0.986211112023016	1.1195753414026812	1.054038133587924	1.0	1.0
T90	13.75	8.68	0.3210753088700464	0.17174936260154036	0.39615889800449056	0.7136063713719333	0.984334605544878	1.3599170804778349	1.0	1.0
T91	13.62	1.03	0.11184574397570962	0.1470776194961229	0.11797354024436667	1.777378172708649	1.809904368737309	1.4793926679670795	1.0	1.0
T92	13.44	9.8	0.4241134477992739	0.32647649951336405	0.3899607274872871	0.7373801686199041	0.600065046970518	0.6665550534724475	1.0	1.0
T93	12.79	11.33	0.16299357535610054	0.15512829307659104	0.14195662556586963	1.659593868682599	1.5658744755026546	1.4394535125037748	1.0	1.0
T94	12.77	11.62	0.45607521443393595	0.32093015642943257	0.4179734023485314	0.6260820859394363	0.4484879144234389	0.6941017581383506	1.0	1.0
T95	12.74	0.0	0.12279532898921168	0.06722498921595128	0.1691405390841484	1.5397998001023916	1.752553837159693	1.9751532011460626	1.0	1.0
T96	12.66	6.21	0.17116073864593512	0.19265180204397625	0.3223515503325836	-0.9799167120939787	-1.5313428481521496	-1.2641772095303212	0.0	0.0
T97	12.66	11.9	0.40281993921245635	0.30609375086685076	0.4245235913999044	0.5983006240591029	0.6875747825184929	0.7650596007991033	0.0	0.0
T98	12.64	7.08	0.4219903001273511	0.3265331650961276	0.42936203479076995	0.5772113510442788	0.6091439666947394	0.6662702111011638	0.0	0.0
T100	11.73	10.02	0.2682182485680455	0.24985409412827136	0.2978689782167318	1.0644365664954967	1.1672148504773905	1.0145984368442755	1.0	1.0
T101	11.72	11.2	0.486669700872623	0.3920313194767003	0.4531940707976814	0.4636854962796449	0.24312873657994358	0.20980623292244654	1.0	1.0
T102	11.71	10.92	0.4988769661509542	0.3994129684036644	0.4866177488137272	0.24360851985900972	0.0701341510086256	0.056680570352793905	1.0	1.0
T103	11.69	0.0	0.02798167400729212	0.012264104104802701	0.1730618344829405	1.5234330065266861	2.5113124131029005	2.760973300898163	1.0	1.0
T104	11.69	6.62	0.4140055562256141	0.3677501087995772	0.4877782994333792	0.23266774973566265	-0.6425294076355661	-0.4288160453582024	1.0	1.0
T105	11.65	8.9	0.33308635556457766	0.24534838098788248	0.3540290363596858	0.8690159943976633	0.9426432603801242	1.0340299928644032	1.0	1.0
T106	11.57	0.0	0.02763081837385085	0.02822823035485302	0.13151212295508224	1.7092179707551656	2.516801938116068	2.408188761448544	1.0	1.0
T107	11.49	6.19	0.20852587302380438	0.15039886633026903	0.4322636813190334	0.5643044005386758	1.3831366996212406	1.4627901115279143	0.0	0.0
T108	11.41	7.09	0.4218716079266661	0.35687508161374026	0.43249094881386907	0.5632847024015238	0.609648859253456	0.4995470342139349	0.0	0.0
T109	11.35	8.0	0.49982090833536175	0.39558802803192006	0.4220219155032083	0.6090094346657235	0.02799404203201561	0.15576271456863489	0.0	0.0
T110	11.32	8.32	0.497781931009118	0.39094889675453826	0.4914618259036953	-0.1941059736860758	-0.09861865929172428	-0.22375618812229348	1.0	1.0
