	ts	te
T0	35.0	4.55
T1	32.04	12.04
T2	27.75	15.38
T3	25.14	20.18
T4	25.02	0.0
T5	24.62	21.12
T6	24.59	21.52
T7	24.24	15.89
T8	24.15	11.6
T9	24.1	0.0
T10	23.32	0.0
T12	23.13	14.55
T13	23.12	0.0
T14	23.1	20.2
T16	22.38	0.0
T17	22.21	17.53
T18	22.15	2.48
T20	21.6	13.42
T21	21.6	17.78
T22	21.46	16.04
T23	21.25	0.0
T24	20.99	18.45
T25	20.92	13.41
T26	20.72	0.0
T27	20.5	17.32
T28	20.45	14.27
T29	20.3	18.15
T30	20.21	18.12
T32	19.71	17.46
T33	19.41	0.87
T34	19.35	14.0
T36	19.2	18.58
T37	19.05	16.59
T39	18.59	0.0
T40	18.58	0.0
T41	18.47	0.16
T43	18.16	0.0
T45	17.37	9.99
T47	17.05	6.62
T48	16.79	7.24
T49	16.58	9.09
T50	16.08	15.1
T52	14.72	0.0
T53	14.53	10.79
T54	14.19	12.55
T55	13.79	0.0
T56	12.22	3.85
T57	11.36	0.05
T58	10.88	2.25
T60	10.42	7.78
T62	9.82	0.33
T63	9.81	0.0
T64	9.8	8.28
T65	9.73	5.51
T66	9.64	8.29
T69	9.46	0.0
T71	9.31	0.0
T72	9.23	3.26
T73	9.05	5.09
T74	8.73	6.78
T75	8.66	5.15
T76	8.62	5.63
T77	8.62	2.12
T78	8.53	0.0
T79	8.32	7.69
T80	8.16	3.32
T81	8.14	5.76
T83	7.75	3.65
T84	7.72	0.0
T86	7.67	7.02
T87	7.55	5.82
T89	7.45	4.47
T90	7.34	0.0
T91	7.13	5.48
T92	7.13	5.48
T93	7.0	2.94
T94	6.97	5.16
T95	6.96	2.34
T96	6.83	0.0
T97	6.71	0.6
T98	6.62	6.17
T99	6.54	0.0
T100	6.5	3.76
T101	6.43	3.21
T103	6.3	1.38
T104	6.27	4.12
T105	6.25	4.31
T106	6.22	0.0
T107	6.16	3.44
T108	6.05	1.87
T109	5.89	0.0
T110	5.84	0.38
T111	5.69	0.0
T112	5.68	4.64
T113	5.66	0.0
T114	5.65	1.74
T115	5.63	5.18
T116	5.63	3.75
T117	5.57	1.43
T118	5.51	3.41
T119	5.41	3.83
T120	5.35	0.0
T121	5.21	4.04
T122	5.1	4.72
T123	4.99	0.0
T125	4.97	4.11
T126	4.9	4.02
T127	4.87	0.0
T128	4.76	0.0
T129	4.76	3.68
T130	4.73	0.0
T131	4.65	3.67
T132	4.62	2.07
T133	4.46	3.79
T134	4.44	3.61
T135	4.38	1.01
T136	4.36	0.0
T137	4.32	2.58
T138	4.29	0.6
T139	4.25	0.0
T140	4.22	0.0
T141	4.22	0.74
T142	4.21	1.88
T143	4.2	1.01
T144	4.19	3.83
T145	4.16	2.69
T146	4.07	3.4
T147	4.07	1.94
T148	4.06	0.61
T149	4.01	0.0
T150	4.01	2.61
T152	3.97	0.0
T153	3.88	3.81
T154	3.87	2.1
T155	3.85	3.29
T156	3.85	0.0
T157	3.8	0.0
T158	3.8	0.0
T159	3.8	0.0
T160	3.67	1.55
T161	3.63	0.0
T162	3.55	2.03
T164	3.46	1.72
T166	3.33	1.15
T167	3.31	3.0
T168	3.27	2.56
T169	3.23	1.38
T170	3.21	0.0
T171	3.13	0.0
T172	3.06	0.0
T173	3.05	0.0
T174	3.03	0.91
T175	3.03	0.0
T176	2.99	2.91
T177	2.96	0.0
T178	2.94	0.11
T179	2.9	0.0
T180	2.89	0.0
T181	2.87	2.65
T182	2.8	0.0
T183	2.79	0.0
T184	2.76	2.2
T185	2.76	2.02
T186	2.73	0.0
T187	2.68	0.0
T190	2.62	0.0
T192	2.52	1.65
T195	2.28	0.0
T196	2.24	0.49
T197	2.22	1.39
T198	2.19	0.43
T201	2.0	0.77
T202	1.99	0.0
T203	1.95	0.0
T204	1.94	1.35
T206	1.9	1.19
T207	1.87	1.2
T208	1.84	0.0
T209	1.8	1.18
T210	1.78	0.0
T211	1.77	0.0
T214	1.72	0.28
T215	1.68	0.0
T216	1.67	0.0
T217	1.63	0.65
T218	1.61	0.7
T219	1.61	1.29
T220	1.61	0.16
T221	1.59	0.0
T222	1.57	0.88
T223	1.55	0.0
T224	1.54	0.0
T225	1.51	0.0
T226	1.5	0.0
T228	1.43	1.26
T229	1.41	0.0
T230	1.4	0.0
T231	1.39	0.14
T232	1.39	0.0
T233	1.36	0.0
T234	1.36	0.17
T235	1.36	0.0
T236	1.34	0.0
T237	1.24	0.85
T238	1.21	0.0
T239	1.16	0.17
T240	1.16	0.09
T246	1.02	0.0
T247	1.01	0.08
T248	0.99	0.0
T249	0.97	0.0
T252	0.9	0.31
T254	0.88	0.0
T255	0.85	0.0
T258	0.74	0.12
T260	0.73	0.33
T262	0.67	0.0
T264	0.56	0.0
T266	0.5	0.27
T273	0.38	0.0
T283	0.23	0.0
