feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
baseline,0.0987515583637222,0.07485567108883913,0.1238898083740555,NA,NA,NA
T1__cont_trait_0,0.0016121859087400298,-0.00651549797183627,0.013776801380257957,0.10636477347080084,0.06394466234645124,0.1522501739583555
T1__cat_trait_0,0.000216412059243558,-0.013265112730642719,0.01101087660841158,NA,NA,NA
T1__pvr_0,0.006247294249186664,-0.007099377539882826,0.03633987290146055,NA,NA,NA
T1__pvr_1,0.001957078639129037,-0.005212445985745488,0.015173787325971813,NA,NA,NA
T1__time,-0.002419755749220671,-0.028694282901846727,0.012521249946970597,NA,NA,NA
T2__cont_trait_0,0.001981201710414266,-0.0061137415127387774,0.01538086902852898,0.10690531805674618,0.058447152584262474,0.15181560327252436
T2__cat_trait_0,0.0002782587395894929,-0.01238588766805868,0.012230232557965015,NA,NA,NA
T2__pvr_0,0.0064492606228814505,-0.006194070249342917,0.03968851647019839,NA,NA,NA
T2__pvr_1,0.0021545352314679034,-0.00725041020729052,0.014746881798334492,NA,NA,NA
T2__time,-0.002709496611329136,-0.026740744610855457,0.012812430988303182,NA,NA,NA
T3__cont_trait_0,0.0026939993082072365,-0.0086743492149059,0.01988362977038859,0.10945584691789505,0.06661872553936299,0.16020901981232732
T3__cat_trait_0,0.000333455653170483,-0.01362614674072326,0.013747355160198843,NA,NA,NA
T3__pvr_0,0.006630448778578922,-0.010577804460444443,0.03980537780856333,NA,NA,NA
T3__pvr_1,0.0022166396142808058,-0.006419976809013805,0.014864453266755985,NA,NA,NA
T3__time,-0.001170254800064597,-0.010674912004744457,0.006290285041716748,NA,NA,NA
T4__cont_trait_0,0.0022575248469565664,-0.00822689366859768,0.015956283209135683,0.10638745506221138,0.06272652721855247,0.1468699120379911
T4__cat_trait_0,0.00038261219172168627,-0.013488907789445156,0.011535909150183418,NA,NA,NA
T4__pvr_0,0.005901341798829185,-0.00775525886453661,0.03649964923578482,NA,NA,NA
T4__pvr_1,0.0023239897544754095,-0.007288857758498968,0.01567635614913905,NA,NA,NA
T4__time,-0.003229571893493692,-0.031174869614624925,0.010636450228415806,NA,NA,NA
