	ts	te
T0	35.0	9.41
T1	32.55	14.08
T2	32.1	23.91
T3	27.79	1.56
T4	27.69	0.0
T5	27.68	11.61
T6	25.07	17.05
T7	24.32	4.49
T8	22.95	15.49
T9	22.58	4.97
T10	22.33	2.81
T11	20.22	13.89
T13	19.52	15.47
T14	17.82	8.58
T15	17.62	0.0
T16	17.18	13.91
T17	17.06	4.52
T18	17.06	16.26
T19	16.68	13.3
T24	15.42	8.42
T26	14.92	14.07
T27	14.89	10.47
T28	14.7	5.98
T29	14.17	11.21
T30	13.99	4.02
T32	13.95	9.45
T33	13.86	9.58
T34	13.75	13.07
T35	13.56	5.6
T37	13.06	0.0
T38	12.93	4.32
T39	12.31	10.76
T41	12.16	0.0
T42	12.15	8.6
T43	12.05	0.0
T45	11.93	6.55
T46	11.92	10.5
T47	11.79	2.5
T48	11.71	2.95
T49	11.53	1.32
T50	11.47	0.0
T51	11.33	0.0
T52	11.18	10.51
T53	11.17	0.0
T56	10.51	6.23
T57	10.43	0.0
T59	10.09	6.29
T60	9.98	9.32
T61	9.83	6.65
T62	9.52	4.5
T63	9.46	7.64
T64	9.05	7.02
T65	9.03	3.22
T68	8.53	5.97
T69	8.52	6.92
T70	8.35	4.78
T71	8.29	7.01
T72	8.26	6.59
T73	8.17	4.22
T74	8.06	1.29
T75	7.92	0.0
T76	7.91	2.44
T77	7.91	0.0
T78	7.9	0.0
T80	7.71	2.3
T81	7.64	1.47
T82	7.64	3.18
T83	7.44	1.76
T86	7.2	0.0
T88	7.19	6.6
T89	7.13	4.26
T91	7.04	1.98
T92	6.98	2.48
T94	6.93	0.0
T95	6.91	4.07
T96	6.68	5.24
T101	6.31	4.62
T102	6.29	1.48
T103	6.06	0.96
T105	5.9	4.56
T107	5.88	0.0
T109	5.86	4.39
T110	5.84	0.0
T113	5.5	0.0
T114	5.5	0.82
T115	5.37	0.0
T116	5.36	0.0
T117	5.35	0.0
T118	5.31	0.0
T119	5.25	3.32
T120	5.19	4.34
T121	5.16	0.0
T123	5.04	0.0
T124	5.03	1.02
T125	4.99	3.86
T126	4.89	0.0
T129	4.73	2.61
T130	4.68	0.0
T131	4.51	0.0
T132	4.44	0.3
T134	4.35	2.6
T135	4.34	0.0
T136	4.31	0.87
T137	4.31	0.53
T141	3.89	2.59
T142	3.7	3.22
T143	3.67	1.78
T144	3.47	1.96
T145	3.43	0.0
T147	3.36	0.0
T148	3.33	2.94
T151	3.11	2.23
T152	3.1	0.38
T153	3.02	0.0
T155	2.93	0.33
T156	2.93	1.33
T157	2.92	0.0
T158	2.86	0.49
T159	2.83	0.0
T160	2.83	0.14
T161	2.78	0.0
T166	2.35	2.09
T167	2.34	1.29
T168	2.21	0.0
T169	2.15	0.0
T170	2.11	0.0
T171	2.08	0.44
T172	1.92	0.0
T173	1.89	0.0
T174	1.89	0.0
T175	1.86	0.53
T177	1.55	0.0
T179	1.43	0.0
T180	1.43	0.0
T183	1.24	0.0
T184	1.2	0.0
T185	1.09	0.0
T186	1.04	0.0
T187	1.0	0.0
T188	0.98	0.0
T189	0.88	0.0
T190	0.84	0.0
T191	0.8	0.0
T192	0.77	0.0
T193	0.68	0.06
T194	0.64	0.0
T195	0.52	0.19
T199	0.35	0.0
