	ts	te
T0	35.0	33.64
T1	34.97	27.77
T2	34.66	24.68
T3	34.2	32.79
T4	33.72	31.38
T5	33.67	31.05
T6	33.65	22.81
T7	33.25	31.8
T8	33.02	30.88
T9	32.8	27.91
T10	32.7	29.57
T11	32.65	27.48
T12	32.44	31.92
T13	32.14	30.63
T15	31.46	30.6
T16	31.32	22.99
T17	31.21	29.73
T18	31.2	0.0
T19	30.96	28.89
T20	30.72	27.92
T21	30.58	25.63
T22	30.26	28.8
T24	30.13	28.13
T25	30.08	28.49
T26	30.06	26.3
T27	29.98	21.7
T28	29.66	28.42
T29	29.23	24.31
T30	29.0	27.26
T31	28.88	24.7
T32	28.86	24.56
T33	28.86	22.52
T35	28.34	25.54
T36	28.32	27.75
T37	28.27	11.22
T38	28.08	27.41
T39	27.77	26.69
T40	27.73	23.01
T41	27.5	22.31
T42	27.49	0.0
T45	27.33	15.2
T46	27.23	26.27
T47	26.85	20.56
T48	26.79	19.33
T49	26.43	16.92
T50	26.36	25.39
T52	26.15	24.23
T53	25.95	24.55
T54	25.86	22.35
T56	25.41	24.61
T57	25.39	20.57
T58	25.3	17.84
T59	24.99	22.9
T60	24.77	22.8
T61	24.67	20.42
T62	24.36	9.08
T63	24.13	22.83
T64	24.1	13.09
T65	24.07	19.91
T66	23.99	22.01
T67	23.97	20.76
T68	23.93	23.48
T69	23.85	21.81
T70	23.82	21.29
T71	23.5	10.74
T72	23.47	18.66
T74	23.17	21.26
T75	23.16	22.3
T77	22.82	0.0
T78	22.66	22.04
T80	22.49	15.92
T81	22.41	21.25
T82	22.38	0.99
T83	22.32	19.07
T84	22.06	0.0
T85	21.81	19.82
T86	21.47	12.0
T88	21.29	17.65
T89	21.22	19.21
T90	21.19	20.8
T91	21.04	0.0
T92	21.0	15.65
T93	20.96	0.0
T94	20.95	0.0
T95	20.31	19.32
T96	20.26	0.0
T97	20.14	4.56
T98	19.91	15.78
T99	19.88	0.0
T101	19.81	5.54
T103	19.6	10.26
T104	19.44	0.0
T105	19.4	18.59
T106	19.29	10.88
T108	19.11	19.01
T109	19.1	0.0
T111	18.99	14.01
T112	18.88	9.56
T113	18.81	9.77
T114	18.76	7.33
T116	18.39	15.99
T117	18.38	16.95
T118	18.17	14.72
T119	18.09	0.0
T120	17.96	15.64
T121	17.7	0.82
T122	17.5	16.66
T123	17.37	16.64
T124	17.3	14.33
T126	16.86	13.15
T127	16.82	14.99
T128	16.38	10.18
T129	16.19	14.26
T130	16.08	10.96
T132	15.54	12.27
T133	15.48	1.85
T134	15.46	0.0
T136	15.38	14.92
T137	15.38	6.54
T138	15.33	14.29
T139	15.29	12.33
T140	15.22	13.63
T141	14.75	12.58
T142	14.65	12.72
T143	14.63	10.37
T144	14.63	0.0
T145	14.48	10.18
T146	14.33	10.39
T147	13.89	0.0
T149	13.52	12.6
T150	13.43	11.24
T151	13.05	12.75
T152	12.6	0.0
T153	12.43	10.86
T154	12.39	3.73
T155	12.3	0.0
T156	12.27	8.17
T157	12.24	7.13
T158	12.2	6.33
T160	11.99	7.42
T161	11.73	7.0
T162	11.39	0.0
T163	11.38	7.67
T164	11.37	0.0
T165	11.27	5.79
T166	10.89	8.67
T167	10.87	8.21
T168	10.7	9.32
T169	10.62	0.0
T170	10.45	0.0
T171	9.98	7.19
T173	9.78	0.0
T174	9.72	7.69
T175	9.53	0.0
T176	9.28	3.15
T177	9.14	0.0
T178	9.12	0.0
T180	8.38	0.0
T181	8.28	5.9
T182	8.14	6.17
T183	7.81	4.55
T184	7.58	4.35
T185	7.51	5.4
T186	7.5	7.1
T187	7.24	5.96
T189	6.63	0.0
T190	6.59	5.34
T191	6.19	0.0
T192	5.66	0.0
T193	5.59	0.0
T194	5.49	2.91
T196	5.08	0.78
T197	4.85	3.74
T199	4.52	1.44
T201	4.35	0.0
T202	4.33	0.37
T205	3.98	0.0
T206	3.96	0.0
T207	3.56	0.0
T208	3.48	0.0
T209	3.08	2.65
T210	2.71	2.26
T211	2.06	0.0
T213	1.98	0.0
T214	1.94	1.45
T218	1.39	0.25
T219	1.3	0.0
T220	1.14	0.0
T221	1.1	0.0
T222	1.03	0.0
T224	0.81	0.0
T225	0.55	0.0
