	ts	te
T0	35.0	33.19
T1	33.69	26.2
T2	32.77	32.03
T3	32.05	31.93
T4	29.18	27.71
T5	28.89	11.48
T6	27.95	13.63
T7	27.92	15.48
T8	27.46	25.52
T9	27.39	22.08
T12	26.9	26.72
T14	26.12	15.85
T15	25.45	16.92
T16	25.43	21.91
T17	24.91	22.29
T18	24.6	19.84
T19	24.41	23.11
T20	24.13	20.94
T21	24.08	20.73
T22	23.92	16.07
T23	23.4	14.8
T26	22.84	13.03
T28	22.06	12.75
T29	21.91	18.74
T30	21.68	13.66
T32	21.05	18.51
T33	20.43	10.92
T34	20.22	17.65
T35	20.21	19.63
T36	20.08	0.0
T39	19.5	0.0
T40	18.95	9.77
T41	18.91	2.91
T42	18.66	15.56
T43	18.27	8.05
T44	18.05	17.3
T45	17.94	0.76
T46	17.49	13.17
T47	17.04	14.8
T48	16.84	13.68
T49	16.78	0.91
T50	16.66	0.0
T51	16.55	14.32
T52	16.48	0.0
T53	16.23	0.96
T54	15.93	12.7
T55	15.93	8.38
T56	15.9	15.33
T57	15.75	10.9
T58	15.07	0.0
T59	15.05	14.18
T60	15.01	10.91
T62	14.9	8.2
T63	14.86	14.33
T65	14.79	13.52
T67	14.68	3.62
T69	13.9	10.43
T71	13.83	2.97
T72	13.76	7.44
T73	13.69	0.0
T75	13.1	9.63
T77	12.2	0.0
T78	11.71	8.21
T79	11.48	7.42
T80	11.39	9.99
T81	11.25	9.7
T82	11.14	0.0
T84	11.09	0.0
T85	10.89	0.0
T86	10.76	0.0
T88	10.56	6.11
T90	10.23	0.0
T91	10.19	8.51
T92	10.18	8.78
T95	9.42	0.0
T96	9.3	5.51
T97	9.07	0.0
T98	8.99	0.0
T100	8.89	6.84
T101	8.76	0.0
T102	8.75	3.07
T103	8.63	1.31
T104	8.54	2.69
T105	8.46	0.0
T106	8.43	3.47
T107	8.42	0.0
T108	8.16	0.0
T109	8.14	2.9
T110	8.13	6.02
T112	7.95	0.0
T114	7.86	0.0
T117	7.44	4.42
T118	7.3	2.79
T119	7.3	0.0
T120	7.29	0.0
T121	7.26	4.09
T122	7.04	0.0
T123	6.94	0.0
T124	6.89	4.74
T125	6.88	4.55
T127	6.79	5.33
T129	6.73	0.0
T130	6.64	5.86
T131	6.61	1.23
T132	6.32	0.0
T134	6.18	0.0
T135	5.83	0.16
T136	5.81	5.12
T137	5.76	0.0
T140	5.43	0.0
T141	5.43	1.89
T142	5.3	0.0
T143	5.21	0.0
T144	5.12	0.0
T145	5.08	0.0
T146	4.87	0.0
T147	4.84	1.85
T148	4.73	0.0
T150	4.69	1.47
T151	4.65	0.0
T152	4.55	0.0
T153	4.18	0.0
T154	4.1	0.0
T155	4.06	1.22
T156	4.01	1.3
T159	3.81	0.0
T161	3.65	0.13
T162	3.65	0.0
T163	3.63	0.0
T164	3.57	0.0
T165	3.54	0.0
T166	3.52	0.0
T167	3.46	0.0
T168	3.39	1.3
T169	3.32	0.0
T170	3.15	0.0
T171	3.08	0.0
T172	3.01	0.0
T173	2.91	0.0
T174	2.84	0.0
T175	2.82	1.27
T176	2.81	0.0
T177	2.79	0.0
T178	2.74	0.0
T180	2.63	0.0
T183	2.46	0.0
T184	2.42	0.0
T185	2.37	0.0
T186	2.3	0.17
T190	2.17	0.0
T191	2.14	0.0
T192	2.14	0.0
T193	2.13	0.0
T194	2.09	0.0
T195	2.09	0.0
T196	2.08	1.14
T197	1.99	0.0
T198	1.92	0.0
T199	1.91	0.6
T200	1.88	0.0
T202	1.87	0.03
T203	1.85	0.34
T204	1.82	0.0
T205	1.81	0.0
T207	1.69	0.0
T208	1.62	0.98
T209	1.54	0.0
T210	1.52	0.14
T211	1.51	0.0
T212	1.49	0.0
T213	1.47	0.0
T214	1.45	0.0
T215	1.44	0.0
T217	1.39	0.0
T218	1.33	0.0
T219	1.32	0.0
T220	1.27	0.0
T221	1.24	0.21
T222	1.21	0.0
T223	1.21	0.0
T224	1.19	0.0
T226	1.14	0.0
T227	1.12	0.38
T228	1.11	0.0
T229	1.07	0.0
T230	1.06	0.0
T231	1.05	0.0
T232	1.04	0.0
T233	1.02	0.0
T234	1.0	0.0
T235	1.0	0.0
T236	0.95	0.0
T237	0.91	0.0
T238	0.91	0.0
T239	0.84	0.0
T240	0.83	0.0
T241	0.83	0.0
T242	0.78	0.0
T243	0.73	0.0
T244	0.72	0.0
T246	0.65	0.0
T247	0.64	0.0
T248	0.59	0.15
T249	0.58	0.0
T254	0.55	0.0
T255	0.51	0.0
T256	0.49	0.0
T259	0.38	0.0
T262	0.3	0.0
T263	0.29	0.0
T267	0.06	0.0
