scientificName	ts	te	speciation	extinction	ancestral_speciation	cont_trait_anc_0	cont_trait_ts_0	cont_trait_te_0	cat_trait_0	cat_trait_anc_0
T0	35.0	21.03	0.4	0.05	0.0	-0.001956552968646804	NA	0.18812760064672485	0.0	NA
T1	30.63	24.97	0.4	0.05	0.4	-0.33279876426902977	-0.18742286654324394	-0.16425477492872992	0.0	0.0
T2	29.72	0.0	0.4	0.0	0.4	-0.34805834190191903	-0.777121891549091	-1.1695231051247763	1.0	0.0
T3	29.64	24.69	0.4	0.05	0.4	-0.09771462641982298	-0.15173527800516934	-0.37146704168609224	0.0	0.0
T4	28.52	10.24	0.4	0.3	0.4	-0.44980165491746366	-0.5521092685634494	-0.7280794731047429	0.0	0.0
T5	27.71	0.0	0.4	0.0	0.4	-0.44511089620491073	-0.30355140063634845	0.03535256017941342	0.0	0.0
T6	27.19	12.79	0.4	0.3	0.4	-0.4962329649407004	-0.6480135661372075	-0.5774609519206296	0.0	0.0
T7	26.76	19.26	0.4	0.05	0.4	-1.160476138777621	-1.4532950906459396	-2.2414521322030003	1.0	1.0
T8	26.69	13.08	0.4	0.3	0.4	-1.4277075063562388	-0.7823388081431188	-0.9760017756283705	1.0	1.0
T9	26.35	18.67	0.4	0.05	0.4	-1.5168259581450663	-1.7091111891426394	-1.402315984584455	1.0	1.0
T10	25.74	15.66	0.4	0.05	0.4	-0.1265131256438661	0.49288910132626995	0.7350853853491233	0.0	0.0
T11	25.5	12.24	0.4	0.3	0.4	-0.38116306545064516	-0.16496077747067614	-0.16163514715030217	0.0	0.0
T12	25.46	20.3	0.4	0.05	0.4	-0.28207093240802755	-0.7135814494561408	-0.515959576246901	0.0	0.0
T13	25.42	13.38	0.4	0.3	0.4	-0.4132592179166792	-0.6231478995942846	-0.6740522007795794	0.0	0.0
T14	25.33	0.0	0.4	0.0	0.4	-0.2183818981798731	-0.23201028782234065	0.3940763994701116	0.0	0.0
T15	25.27	13.01	0.4	0.3	0.4	-0.34217648325557365	-0.5984552240586404	-0.39347598201191347	0.0	0.0
T16	25.2	12.7	0.4	0.3	0.4	-0.3696601227911591	-0.8411122215480358	-1.7407286409953855	0.0	0.0
T17	25.13	13.99	0.4	0.3	0.4	-0.24239450864032897	0.7007144757207459	0.42571838521334604	0.0	0.0
T18	25.11	13.85	0.4	0.3	0.4	0.6488549165558049	0.9840500183637775	1.5202332590556753	0.0	0.0
T19	25.08	11.78	0.4	0.3	0.4	-0.1884413764685132	-0.4020670608072633	-1.051163661832238	0.0	0.0
T20	24.81	13.43	0.4	0.3	0.4	-1.3669027163710392	-0.7798502882648495	-0.7309887321550801	1.0	1.0
T21	24.69	0.0	0.4	0.0	0.4	-1.547554871717514	-1.6703382856701963	-1.1541126137686446	0.0	1.0
T22	24.63	11.22	0.4	0.3	0.4	-0.1621133710927839	-1.001835256106308	-0.9673160616590893	0.0	0.0
T23	24.58	11.01	0.4	0.3	0.4	-1.368397284164845	-1.7502653852804555	-1.4868991010072874	1.0	1.0
T24	24.58	12.68	0.4	0.3	0.4	-0.9848212779609138	-0.888004814301976	-0.554163135670824	0.0	0.0
T25	24.51	19.36	0.4	0.05	0.4	-0.9777480048659583	-1.3023283345262928	-1.3203342233533013	0.0	0.0
T26	24.45	13.14	0.4	0.3	0.4	-0.7987596609808877	-0.766735359871653	-0.6137267349061291	0.0	0.0
T27	24.33	12.06	0.4	0.3	0.4	-0.8859216929965527	-0.7709458046253768	-1.53707017070461	0.0	0.0
T29	24.25	15.0	0.4	0.3	0.4	-0.2378774344418961	0.050267844564073155	-0.019761478842051337	0.0	0.0
T30	24.25	12.97	0.4	0.3	0.4	-0.7797492353621076	-1.0834007855016803	-1.2557510744213793	0.0	0.0
T31	24.04	14.02	0.4	0.3	0.4	-0.25475060745919587	-0.7858038258809558	-1.303376046408408	0.0	0.0
T32	24.0	0.49	0.4	0.01	0.4	-0.8258653308862789	-1.3302235280897015	-1.3722893518908994	0.0	0.0
T33	23.91	20.79	0.4	0.05	0.4	-0.6847118863474582	-1.4522081345511777	-1.626612519603832	1.0	0.0
T34	23.78	19.62	0.4	0.05	0.4	-0.9232278798962802	-0.4593275770062705	-0.6890786662604708	0.0	0.0
T35	23.65	0.0	0.4	0.0	0.4	-0.42844576808583085	-1.4859910161122445	-1.335797889692229	0.0	0.0
T36	23.55	17.53	0.4	0.05	0.4	-1.2052634550547312	-1.083735704016535	-1.5714080243082922	1.0	1.0
T37	23.54	11.75	0.4	0.3	0.4	-0.7934459514572504	-1.0273355871742842	-1.4919370445792748	0.0	0.0
T38	23.51	0.0	0.4	0.0	0.4	-1.4069786094399117	-2.6419343425022452	-2.7597869347131208	0.0	0.0
T39	23.46	12.26	0.4	0.3	0.4	-1.2396046473762303	-2.2048124893638787	-1.8676006409245844	1.0	1.0
T41	23.39	11.65	0.4	0.3	0.4	-0.7152298145992888	-1.0039656352666801	-0.8307301340560916	0.0	0.0
