	ts	te
T0	35.0	29.66
T1	34.23	21.58
T2	32.67	28.91
T3	32.4	31.21
T4	31.6	30.68
T5	31.56	31.04
T6	30.42	27.59
T7	30.21	23.99
T9	29.96	29.07
T10	29.61	3.11
T11	29.44	23.38
T12	29.39	26.11
T13	29.16	26.79
T15	28.68	25.57
T17	28.22	21.28
T18	27.23	24.78
T19	26.26	23.18
T20	26.14	23.27
T21	26.05	18.84
T22	26.01	23.89
T23	25.93	25.31
T25	25.21	21.51
T26	25.03	23.3
T28	24.09	22.45
T29	23.66	18.0
T31	23.43	20.16
T32	23.33	21.89
T34	22.59	16.21
T35	22.57	18.38
T36	22.42	18.61
T37	22.12	12.72
T38	21.89	21.11
T39	20.89	15.56
T40	20.36	4.83
T41	20.26	18.15
T42	19.98	4.42
T43	19.85	0.0
T44	19.78	19.08
T45	19.57	16.5
T46	19.43	4.89
T47	19.2	16.05
T48	18.97	6.31
T50	18.41	0.0
T52	18.29	17.09
T53	17.87	12.7
T55	17.57	16.72
T56	17.29	5.44
T57	17.2	15.62
T58	17.17	14.73
T59	17.04	15.7
T60	16.99	14.53
T61	16.93	14.38
T62	16.7	10.54
T63	16.39	13.11
T64	16.16	10.63
T65	16.1	13.14
T66	15.27	13.3
T67	14.82	4.09
T70	14.59	8.95
T71	14.42	0.0
T72	14.39	12.42
T73	14.35	12.18
T74	14.12	10.5
T75	13.88	12.16
T77	13.61	7.72
T78	13.52	12.88
T79	13.23	11.21
T80	13.14	6.11
T81	13.06	0.73
T87	12.43	9.47
T88	12.25	9.03
T89	12.12	7.57
T90	11.9	8.93
T91	11.77	8.39
T92	11.76	7.83
T93	11.73	9.85
T94	11.48	1.94
T95	11.44	9.1
T96	11.41	6.66
T97	11.39	4.45
T99	11.03	4.03
T100	10.93	5.43
T101	10.9	0.47
T102	10.84	7.23
T103	10.64	8.97
T104	10.62	7.74
T105	10.53	7.96
T106	10.49	3.35
T109	10.09	0.0
T110	9.99	9.92
T112	9.68	9.17
T113	9.65	5.95
T114	9.62	9.03
T116	9.43	7.04
T117	9.33	0.57
T122	9.04	8.46
T123	8.98	4.99
T124	8.95	3.76
T125	8.65	8.19
T126	8.47	6.89
T128	8.23	6.07
T129	7.68	6.52
T130	7.61	0.0
T131	7.4	6.42
T132	7.29	5.23
T133	7.21	0.0
T134	7.19	6.3
T135	7.0	4.46
T136	6.94	2.89
T137	6.92	2.96
T138	6.79	5.71
T139	6.46	0.16
T140	6.43	2.67
T141	6.1	0.0
T143	6.01	5.13
T144	5.96	0.73
T145	5.87	0.0
T146	5.83	0.0
T147	5.41	0.0
T148	5.14	2.51
T150	4.98	1.12
T151	4.79	0.0
T154	4.67	0.53
T155	4.63	2.69
T157	4.41	2.03
T159	4.34	0.0
T160	4.33	2.27
T161	4.29	3.5
T162	4.08	0.0
T163	4.0	2.31
T164	3.95	2.42
T165	3.91	0.0
T166	3.81	0.0
T167	3.81	0.59
T169	3.77	1.67
T170	3.76	0.7
T171	3.7	0.91
T172	3.53	0.0
T173	3.52	0.0
T174	3.48	0.0
T175	3.29	0.0
T176	3.26	1.48
T177	3.25	1.47
T178	3.25	0.73
T179	3.23	1.47
T181	3.19	0.0
T182	3.14	0.0
T185	2.99	0.0
T186	2.91	0.06
T187	2.89	0.0
T188	2.77	0.0
T189	2.74	0.79
T190	2.72	0.89
T193	2.52	1.42
T194	2.5	1.39
T195	2.48	1.15
T196	2.46	0.0
T198	2.4	0.42
T199	2.33	0.67
T200	2.29	1.07
T201	2.23	0.05
T203	2.2	0.67
T205	2.16	0.65
T207	2.1	0.33
T208	2.07	0.0
T209	1.99	0.0
T211	1.94	0.36
T214	1.91	0.0
T215	1.91	0.0
T216	1.88	0.71
T217	1.85	0.0
T218	1.84	0.0
T220	1.81	0.0
T222	1.65	0.0
T224	1.61	0.0
T225	1.61	0.0
T226	1.6	1.39
T227	1.57	0.0
T228	1.47	0.72
T229	1.44	0.0
T230	1.41	0.0
T231	1.4	0.0
T232	1.4	1.03
T233	1.35	0.0
T234	1.33	0.0
T235	1.24	0.0
T236	1.23	0.0
T237	1.2	0.0
T238	1.17	0.0
T243	1.0	0.0
T244	0.96	0.0
T245	0.96	0.0
T246	0.93	0.0
T247	0.91	0.04
T248	0.87	0.0
T251	0.74	0.0
T252	0.69	0.0
T256	0.57	0.0
T257	0.54	0.0
T258	0.51	0.0
T267	0.13	0.0
