	ts	te
T0	35.0	19.16
T1	33.65	28.77
T4	29.54	1.13
T5	29.26	27.21
T6	29.06	16.86
T7	27.9	21.74
T8	27.34	19.03
T9	26.16	16.79
T10	25.87	19.77
T11	24.25	20.35
T12	23.36	0.0
T13	23.18	17.31
T14	22.21	2.63
T15	22.04	8.26
T18	21.15	0.0
T19	21.14	20.36
T21	20.3	0.0
T22	20.18	12.81
T23	20.15	4.68
T24	20.12	14.32
T25	19.2	10.73
T26	18.46	15.51
T27	18.4	11.41
T29	18.08	11.1
T30	17.93	15.84
T31	16.87	5.25
T32	16.81	11.17
T33	16.8	15.48
T34	16.76	0.0
T35	16.64	8.05
T38	15.34	12.71
T39	15.08	2.85
T40	14.77	0.13
T41	14.76	0.0
T43	14.64	5.1
T44	14.27	0.0
T46	13.74	13.01
T47	13.62	0.0
T49	13.44	0.0
T50	13.23	0.0
T51	13.03	6.13
T52	13.01	5.77
T55	12.7	8.63
T56	12.61	10.34
T57	12.58	7.99
T58	12.43	11.79
T59	12.41	10.88
T61	12.26	0.0
T63	11.84	0.0
T64	11.57	3.24
T65	11.56	0.0
T70	11.44	4.54
T72	11.34	5.55
T74	11.13	4.68
T75	10.98	0.0
T76	10.9	0.0
T77	10.8	9.25
T78	10.77	6.63
T79	10.63	0.0
T80	10.49	7.84
T82	10.38	8.48
T83	10.22	5.37
T84	10.19	5.71
T85	9.75	0.0
T89	9.23	0.0
T91	8.96	0.0
T92	8.93	6.36
T94	8.81	1.16
T95	8.8	0.0
T97	8.61	5.88
T98	8.2	0.0
T100	7.99	0.0
T101	7.92	6.61
T102	7.79	6.07
T103	7.78	0.0
T104	7.65	5.15
T106	7.52	0.0
T109	7.35	5.22
T110	7.34	0.0
T111	7.15	0.0
T113	7.09	5.93
T114	6.99	0.0
T115	6.99	0.0
T116	6.9	0.0
T117	6.88	0.0
T118	6.86	0.0
T119	6.86	0.0
T120	6.73	1.42
T121	6.71	4.3
T122	6.69	5.41
T123	6.6	0.0
T124	6.57	0.0
T125	6.33	0.0
T126	6.28	5.77
T127	6.17	3.95
T128	5.96	1.12
T129	5.92	1.54
T131	5.87	4.59
T132	5.87	3.67
T134	5.76	0.0
T135	5.72	5.34
T137	5.69	0.0
T138	5.62	0.0
T139	5.53	0.0
T140	5.46	0.0
T142	5.41	0.0
T143	5.33	0.0
T144	5.3	4.01
T145	5.18	0.0
T146	5.15	0.0
T147	5.01	0.0
T148	4.8	0.0
T150	4.73	0.0
T152	4.62	0.0
T153	4.59	0.0
T155	4.51	0.0
T157	4.38	0.0
T158	4.32	2.81
T159	4.09	3.86
T160	3.98	0.0
T161	3.92	0.0
T164	3.57	0.0
T165	3.48	0.0
T167	3.43	0.0
T170	3.22	2.46
T172	3.1	0.0
T173	2.91	0.0
T175	2.87	0.0
T176	2.86	0.0
T177	2.83	0.0
T178	2.83	0.76
T179	2.81	0.0
T180	2.7	1.26
T181	2.65	0.0
T182	2.54	0.0
T185	2.46	0.0
T187	2.36	0.14
T189	2.28	0.0
T190	2.2	0.0
T191	2.2	0.0
T192	2.0	0.98
T193	1.99	0.0
T195	1.93	0.0
T196	1.88	0.0
T197	1.78	0.0
T198	1.73	0.0
T200	1.61	0.0
T201	1.59	0.45
T202	1.58	0.0
T203	1.46	0.0
T204	1.4	0.0
T207	1.06	0.0
T208	1.05	0.0
T210	0.88	0.0
T211	0.82	0.0
T214	0.5	0.0
T216	0.47	0.0
T222	0.35	0.0
T224	0.15	0.0
