	ts	te
T1	34.17	31.72
T2	33.98	31.0
T4	32.95	26.38
T5	32.22	29.9
T6	31.48	25.09
T7	31.07	30.72
T9	30.02	26.61
T11	28.34	27.16
T12	28.15	22.21
T14	27.43	26.55
T20	25.85	22.49
T21	25.44	21.09
T22	25.24	19.35
T24	24.57	21.85
T25	24.43	20.31
T29	23.02	19.36
T30	23.0	19.44
T31	22.87	20.37
T32	22.82	14.9
T33	22.58	13.19
T34	22.56	22.17
T35	22.25	21.71
T36	22.1	20.53
T37	22.08	0.0
T39	21.73	20.56
T40	21.62	19.76
T41	21.29	9.9
T42	21.21	19.91
T43	21.04	19.65
T44	20.98	19.2
T45	20.92	18.46
T46	20.7	14.85
T47	20.49	11.93
T51	20.27	18.84
T52	20.18	15.15
T53	19.65	17.98
T54	19.6	15.41
T55	19.39	17.42
T57	19.19	18.57
T58	19.17	1.01
T59	19.16	15.81
T61	18.77	16.73
T62	18.51	12.03
T65	18.27	16.25
T67	18.25	14.06
T69	17.77	10.54
T71	17.67	8.76
T72	17.6	14.3
T73	17.29	4.55
T74	17.26	3.29
T76	16.92	9.6
T77	16.9	16.1
T78	16.81	12.66
T79	16.52	13.61
T80	16.51	13.53
T81	16.33	0.0
T83	16.12	6.24
T84	15.58	13.85
T85	15.5	13.8
T86	15.33	11.77
T87	14.76	9.78
T89	14.67	13.86
T91	14.43	14.1
T92	14.43	0.0
T93	14.29	13.0
T94	14.13	5.76
T95	14.09	11.17
T96	13.94	12.32
T98	13.85	11.71
T99	13.69	11.7
T100	13.63	6.65
T101	13.51	9.61
T102	13.47	8.53
T103	13.43	9.12
T105	13.32	12.65
T106	13.28	9.65
T107	13.25	9.14
T108	13.21	11.7
T109	13.12	11.48
T110	13.02	0.0
T111	12.95	9.23
T112	12.79	6.29
T113	12.49	11.62
T114	12.43	9.67
T115	12.41	11.13
T116	12.4	8.78
T117	12.29	11.17
T118	12.16	8.15
T119	12.16	4.29
T120	12.09	9.04
T121	11.87	9.42
T122	11.86	9.23
T123	11.84	1.66
T125	11.6	9.17
T126	11.55	10.4
T127	11.35	10.87
T128	11.34	9.97
T129	11.2	9.96
T130	11.15	0.0
T131	10.98	10.18
T132	10.96	6.99
T133	10.94	3.57
T134	10.85	8.12
T135	10.74	4.64
T136	10.73	8.07
T139	10.61	7.21
T140	10.58	9.66
T142	10.44	8.62
T143	10.3	8.3
T144	10.29	6.22
T145	10.2	5.63
T146	9.69	0.0
T147	9.48	4.55
T148	9.44	5.38
T149	9.43	8.45
T150	9.4	8.77
T152	9.18	0.0
T153	9.13	7.06
T154	9.09	0.0
T156	9.0	7.47
T158	8.93	7.36
T159	8.87	6.13
T160	8.81	6.98
T161	8.72	7.9
T162	8.62	0.0
T165	8.31	3.48
T167	8.15	5.78
T168	8.12	6.27
T169	8.12	7.91
T170	8.07	0.0
T171	7.86	4.45
T172	7.7	5.38
T173	7.63	7.56
T174	7.55	2.73
T175	7.32	0.0
T176	7.22	3.68
T179	7.03	0.0
T180	6.96	4.77
T182	6.92	3.68
T183	6.89	0.0
T184	6.76	1.88
T185	6.76	0.78
T186	6.69	1.42
T187	6.62	0.0
T190	6.14	3.75
T191	6.07	3.62
T192	5.9	0.0
T193	5.87	5.07
T194	5.83	0.5
T195	5.69	0.0
T196	5.63	5.51
T197	5.62	0.0
T198	5.58	2.7
T200	5.39	0.62
T201	5.37	0.89
T203	5.3	5.14
T204	5.28	1.23
T205	5.23	3.94
T206	5.15	4.22
T208	5.05	0.0
T209	4.97	4.09
T210	4.88	0.0
T211	4.81	3.57
T212	4.74	2.7
T213	4.6	0.0
T214	4.6	0.0
T215	4.6	0.0
T219	4.38	0.0
T220	4.36	0.0
T221	4.24	0.0
T223	4.1	3.85
T224	4.1	2.43
T225	4.09	0.91
T226	4.06	0.0
T227	4.02	0.0
T229	3.86	2.02
T230	3.86	0.0
T231	3.84	0.0
T232	3.79	3.57
T233	3.69	1.71
T234	3.67	1.72
T235	3.47	1.89
T236	3.41	2.99
T238	3.32	0.34
T239	3.16	2.04
T242	2.97	0.16
T243	2.95	0.17
T244	2.82	0.22
T245	2.8	0.0
T246	2.75	1.94
T248	2.67	0.0
T249	2.63	1.07
T250	2.58	1.48
T251	2.58	0.0
T252	2.56	0.0
T253	2.55	0.0
T254	2.5	0.0
T256	2.28	0.0
T257	2.21	1.2
T258	2.2	0.73
T259	1.94	0.0
T260	1.91	0.0
T261	1.91	1.38
T262	1.87	0.0
T263	1.87	1.27
T264	1.85	0.0
T265	1.76	0.0
T266	1.54	0.0
T269	1.43	0.61
T270	1.31	0.3
T271	1.28	0.0
T272	1.27	0.3
T273	1.2	0.0
T274	1.16	0.0
T276	1.11	0.0
T278	0.89	0.53
T279	0.77	0.0
T280	0.67	0.0
T282	0.57	0.28
T284	0.49	0.0
T286	0.45	0.0
T290	0.33	0.0
T291	0.26	0.0
T292	0.24	0.0
