	ts	te
T0	35.0	10.12
T1	32.38	0.0
T2	29.09	2.57
T3	28.31	25.93
T4	26.57	23.31
T5	25.15	20.68
T6	24.92	23.67
T7	24.74	15.3
T8	24.2	17.17
T9	23.83	22.24
T10	23.22	10.04
T11	23.17	22.12
T12	22.23	19.83
T13	22.1	15.89
T14	19.77	13.46
T15	19.72	4.22
T16	19.12	16.68
T18	18.84	0.0
T19	18.73	18.03
T20	18.68	7.45
T21	18.67	10.98
T22	18.66	13.02
T23	18.3	14.68
T24	18.07	0.0
T25	17.89	11.35
T26	17.86	16.41
T27	17.72	0.0
T28	17.62	12.75
T29	17.54	9.45
T30	17.4	16.95
T31	17.25	0.0
T32	16.72	8.78
T33	16.64	16.25
T34	16.35	7.35
T35	16.16	8.16
T36	16.15	11.27
T37	15.37	9.76
T38	15.3	0.0
T39	15.19	0.0
T40	15.11	3.77
T41	14.69	13.81
T42	14.64	9.83
T43	14.33	0.0
T44	14.06	1.72
T45	13.97	1.54
T46	13.86	12.45
T47	13.81	0.0
T48	13.8	11.07
T49	13.75	10.26
T50	13.74	3.79
T53	13.19	2.91
T54	13.16	9.27
T55	13.14	0.0
T57	13.06	7.48
T58	13.04	9.26
T59	12.92	0.0
T60	12.84	10.88
T61	12.83	11.69
T62	12.78	2.69
T63	12.78	0.0
T64	12.76	11.81
T65	12.34	3.54
T66	12.27	11.81
T68	11.92	3.82
T69	11.86	0.0
T70	11.83	6.88
T71	11.71	0.0
T72	11.47	4.88
T74	11.31	3.88
T75	11.22	4.28
T76	11.17	10.16
T78	10.82	0.0
T79	10.81	8.03
T81	10.61	9.85
T83	10.54	0.0
T84	10.52	4.34
T85	10.31	0.0
T86	10.26	8.93
T87	10.23	3.0
T88	10.21	5.98
T89	10.15	8.63
T90	10.09	0.0
T91	9.98	0.0
T92	9.96	1.86
T93	9.89	0.0
T95	9.4	0.0
T96	9.12	0.0
T97	8.94	1.86
T98	8.84	6.35
T100	8.39	7.74
T101	8.23	0.0
T102	8.22	0.0
T103	8.1	0.0
T104	8.08	0.0
T105	7.98	0.15
T106	7.96	6.28
T107	7.87	2.67
T108	7.84	2.61
T109	7.78	6.36
T110	7.77	1.65
T111	7.64	0.0
T112	7.41	3.84
T113	7.26	4.27
T114	7.25	0.0
T115	6.9	0.0
T116	6.88	0.0
T117	6.87	2.48
T119	6.74	0.0
T120	6.72	0.0
T121	6.67	4.88
T122	6.61	5.72
T123	6.12	0.98
T124	6.03	3.29
T125	6.01	3.79
T126	5.79	0.0
T127	5.77	0.0
T128	5.75	0.0
T129	5.71	0.0
T130	5.69	4.67
T131	5.61	0.0
T132	5.55	0.0
T134	5.46	5.07
T135	5.34	0.0
T136	5.33	0.0
T137	5.31	0.0
T138	4.97	0.0
T139	4.85	0.0
T140	4.85	0.0
T142	4.79	0.0
T143	4.55	0.0
T144	4.53	0.0
T145	4.36	0.0
T146	4.26	2.29
T147	4.11	0.0
T149	3.98	0.34
T151	3.86	0.0
T152	3.78	0.0
T153	3.78	3.24
T154	3.74	0.0
T155	3.6	0.0
T156	3.5	0.0
T157	3.5	0.0
T161	3.3	0.0
T162	3.27	0.0
T163	3.16	2.46
T164	3.16	0.0
T165	2.9	0.38
T167	2.8	0.71
T169	2.74	0.0
T170	2.73	0.0
T171	2.65	0.0
T172	2.57	0.0
T173	2.4	0.0
T174	2.33	0.0
T175	2.29	0.0
T176	2.27	0.53
T177	2.21	0.0
T178	2.11	0.0
T180	1.88	0.0
T182	1.85	0.0
T183	1.83	0.0
T185	1.62	0.0
T186	1.58	0.0
T187	1.58	0.0
T190	1.48	0.0
T191	1.42	0.0
T192	1.4	0.0
T193	1.36	0.0
T194	1.26	0.0
T195	1.17	0.0
T196	1.15	0.0
T198	1.04	0.0
T200	1.0	0.0
T201	0.98	0.0
T204	0.91	0.0
T205	0.89	0.0
T206	0.87	0.0
T208	0.81	0.0
T209	0.71	0.0
T210	0.68	0.0
T211	0.66	0.0
T213	0.54	0.0
T215	0.4	0.0
T218	0.33	0.0
T220	0.32	0.0
T222	0.27	0.0
T223	0.18	0.0
T224	0.17	0.0
T226	0.1	0.0
