	ts	te
T0	35.0	33.27
T1	34.18	31.66
T2	33.66	32.63
T3	33.52	28.41
T4	33.29	30.05
T5	32.89	32.47
T6	32.77	30.04
T7	31.8	31.07
T9	31.51	18.62
T10	31.32	14.25
T11	30.89	30.5
T12	30.5	13.73
T13	30.32	25.16
T14	29.24	29.05
T15	29.23	23.69
T16	28.87	25.85
T17	28.67	21.36
T18	28.49	27.08
T19	28.39	13.62
T20	28.39	19.3
T21	27.76	26.73
T22	27.6	24.75
T23	27.41	11.8
T25	26.83	13.55
T27	26.43	25.05
T28	25.94	14.55
T30	25.54	6.35
T31	25.47	20.22
T34	24.86	23.5
T35	24.6	22.68
T37	24.38	19.17
T39	23.69	20.35
T40	23.53	22.76
T41	23.25	15.36
T42	23.16	11.07
T45	22.56	0.0
T46	21.78	0.0
T47	21.66	18.49
T48	21.54	20.09
T49	20.83	20.47
T50	20.67	13.49
T52	20.13	16.52
T55	18.35	13.02
T57	17.93	10.72
T58	17.9	0.0
T60	17.62	1.86
T61	17.5	0.0
T62	17.0	0.0
T64	16.83	9.34
T65	16.45	11.03
T66	16.04	2.29
T68	15.78	6.52
T69	15.73	0.0
T71	15.45	12.0
T72	15.43	0.0
T73	15.4	14.23
T74	15.39	0.0
T75	15.37	12.58
T76	15.35	14.01
T77	15.31	0.0
T78	15.29	0.0
T79	15.24	10.88
T80	15.21	13.12
T81	15.21	0.0
T82	15.12	0.0
T83	15.09	0.0
T85	15.07	0.0
T86	15.04	0.0
T87	15.0	0.0
T88	14.44	11.72
T89	14.25	9.73
T90	13.94	0.0
T91	13.84	6.87
T92	13.84	7.56
T93	13.75	10.74
T94	13.65	11.56
T95	13.13	8.07
T96	13.03	7.85
T97	12.82	7.8
T98	12.42	8.31
T99	12.11	0.0
T100	11.97	9.35
T101	11.84	0.0
T102	11.69	11.48
T104	11.59	5.65
T105	11.58	11.5
T107	11.24	0.0
T108	10.89	8.93
T112	10.58	10.12
T113	10.49	5.22
T116	10.31	6.7
T117	9.98	0.0
T119	9.9	6.18
T120	9.86	4.87
T121	9.81	6.24
T122	9.45	2.06
T123	9.17	5.37
T124	9.1	8.11
T125	9.03	5.34
T126	8.89	5.57
T127	8.88	2.79
T128	8.83	2.76
T130	7.89	7.6
T133	7.72	0.62
T135	7.31	4.58
T136	7.29	4.01
T137	7.28	0.0
T139	7.08	5.44
T140	7.04	2.95
T141	6.89	1.27
T142	6.84	6.03
T143	6.83	6.55
T144	6.82	3.74
T145	6.78	4.59
T146	6.68	0.27
T148	6.42	0.0
T149	6.3	0.0
T150	6.2	2.95
T154	5.61	0.86
T155	5.45	3.75
T156	5.44	0.99
T157	5.41	0.0
T158	5.4	1.77
T160	5.2	4.13
T162	5.06	1.56
T163	4.86	3.75
T164	4.59	4.1
T165	4.45	0.0
T166	4.45	0.0
T167	4.18	3.96
T169	4.06	3.22
T170	4.04	0.0
T172	4.0	0.0
T173	3.98	3.61
T174	3.79	1.88
T175	3.76	0.0
T177	3.69	0.0
T178	3.66	0.58
T179	3.63	0.91
T180	3.6	0.0
T182	3.24	1.75
T184	3.18	1.86
T185	3.12	1.6
T186	3.04	0.49
T187	2.89	0.42
T188	2.85	2.04
T189	2.64	0.0
T190	2.63	0.0
T191	2.57	2.19
T192	2.53	1.28
T194	2.24	0.03
T196	2.13	0.0
T198	1.98	0.0
T200	1.89	0.39
T201	1.83	0.39
T203	1.69	0.0
T204	1.38	0.0
T206	1.3	0.0
T208	1.06	0.0
T210	0.6	0.0
T211	0.6	0.0
T212	0.58	0.0
