	ts	te
T0	35.0	12.43
T1	33.73	10.97
T2	33.26	25.01
T3	32.98	28.85
T4	31.96	13.37
T5	31.35	19.87
T6	30.95	17.35
T7	30.93	18.0
T8	30.69	19.21
T9	29.46	25.98
T10	28.76	27.79
T11	28.45	14.02
T12	28.07	26.61
T13	27.89	13.9
T14	27.86	23.87
T15	27.81	18.87
T16	27.8	18.82
T17	27.66	9.93
T18	27.62	25.23
T19	27.52	25.73
T20	27.52	19.01
T21	27.4	14.83
T22	27.09	26.17
T23	26.87	11.86
T24	26.79	14.45
T25	26.68	13.07
T26	26.62	15.21
T27	26.61	17.17
T28	26.57	17.17
T29	26.42	12.45
T30	26.4	24.3
T31	26.38	22.05
T32	26.24	16.59
T33	26.09	14.6
T34	25.92	11.34
T35	25.8	12.11
T36	25.67	13.02
T37	25.59	8.61
T39	25.42	21.14
T40	25.28	23.93
T41	25.24	8.23
T42	24.95	14.59
T43	24.72	13.55
T44	24.63	6.01
T45	24.4	3.13
T46	24.22	16.0
T47	24.19	15.18
T48	24.15	15.84
T49	24.13	21.3
T50	24.0	15.85
T51	23.89	13.72
T52	23.89	13.36
T53	23.79	21.51
T54	23.78	14.71
T55	23.77	23.32
T56	23.7	16.58
T57	23.65	17.91
T58	23.64	19.65
T59	23.63	23.0
T60	23.51	14.16
T61	23.51	11.57
T62	23.43	13.16
T63	23.39	12.83
T64	23.38	14.27
T65	23.23	19.95
T66	23.18	22.56
T67	23.12	17.07
T68	23.12	18.5
T69	23.09	17.32
T70	23.05	22.87
T71	23.02	10.86
T72	22.93	14.81
T73	22.9	16.87
T74	22.9	19.73
T75	22.79	14.44
T76	22.69	19.18
T77	22.64	17.79
T78	22.43	14.76
T79	22.41	11.54
T80	22.4	22.38
T81	22.22	20.83
T82	22.19	10.58
T83	22.18	19.36
T84	22.16	18.99
T85	22.14	20.86
T86	22.0	14.14
T87	22.0	17.82
T88	21.79	16.4
T89	21.74	13.98
T90	21.72	10.68
T91	21.71	19.09
T92	21.7	14.49
T93	21.65	14.86
T94	21.64	20.83
T95	21.59	18.65
T96	21.56	8.48
T97	21.5	13.04
T98	21.46	15.63
T100	21.31	17.45
T102	21.24	16.34
T103	21.19	13.05
T104	21.1	13.41
T105	21.08	20.67
T106	21.07	18.6
T107	21.0	19.84
T108	20.95	13.42
T109	20.95	6.99
T110	20.94	19.93
T111	20.88	7.18
T112	20.82	19.4
T113	20.75	16.72
T114	20.72	17.24
T115	20.65	14.24
T117	20.44	15.29
T118	20.33	12.71
T119	20.32	12.63
T120	20.3	19.11
T121	20.24	12.12
T122	20.22	14.37
T123	20.21	19.41
T124	20.14	10.68
T125	20.12	17.18
T126	20.02	14.99
T127	20.01	18.16
T128	20.01	14.16
T129	20.0	16.73
T130	19.96	4.91
T131	19.9	16.16
T132	19.88	16.82
T133	19.88	10.34
T134	19.86	0.0
T135	19.81	18.11
T136	19.75	18.51
T137	19.75	5.28
T138	19.73	14.77
T139	19.72	16.86
T140	19.62	9.47
T141	19.57	18.0
T142	19.52	13.91
T143	19.5	10.63
T144	19.49	9.33
T145	19.47	16.26
T146	19.44	17.94
T147	19.42	14.34
T148	19.42	5.39
T149	19.39	17.09
T150	19.36	14.15
T151	19.31	16.34
T152	19.28	16.39
T153	19.23	6.66
T154	19.19	15.67
T155	19.11	13.37
T156	19.04	16.04
T157	19.04	16.43
T158	19.04	18.55
T159	19.03	17.44
T160	19.0	17.37
T161	19.0	17.48
T162	18.96	14.45
T163	18.95	17.24
T164	18.93	16.86
T165	18.86	15.3
T166	18.79	12.51
T168	18.67	11.9
T169	18.65	15.13
T170	18.63	12.75
T171	18.62	9.71
T172	18.57	17.02
T173	18.54	14.71
T174	18.51	16.16
T175	18.46	8.79
T176	18.35	12.64
T177	18.31	4.91
T178	18.21	15.79
T179	18.18	3.45
T180	18.13	16.5
T181	18.13	17.23
T182	18.03	16.77
T185	17.93	16.98
T186	17.9	11.54
T187	17.85	12.5
T188	17.84	17.45
T189	17.78	16.85
T190	17.77	13.75
T191	17.75	3.31
T192	17.73	10.04
T193	17.69	15.55
T194	17.68	12.14
T195	17.66	15.43
T196	17.65	15.13
T197	17.59	12.08
T199	17.57	6.18
T200	17.52	8.16
T201	17.48	15.59
T202	17.45	14.22
T203	17.38	2.57
T206	17.19	14.16
T208	17.11	14.12
T209	17.03	10.04
T210	16.89	10.58
T211	16.85	11.55
T212	16.82	13.71
T213	16.75	3.84
T214	16.75	13.28
T215	16.73	15.64
T216	16.66	12.4
T217	16.54	12.47
T218	16.44	13.78
T219	16.43	14.59
T220	16.41	14.25
T221	16.35	10.99
T222	16.34	13.64
T223	16.21	8.77
T224	16.18	14.6
T226	16.03	15.74
T227	16.03	15.35
T228	16.0	14.83
T229	16.0	14.82
T230	15.96	11.22
T231	15.81	9.94
T232	15.56	10.09
T233	15.55	8.53
T234	15.46	13.35
T235	15.41	14.83
T236	15.41	14.49
T237	15.0	10.93
T238	15.0	13.59
T239	14.87	11.41
T241	14.72	11.18
T242	14.65	14.63
T243	14.62	11.53
T244	14.49	9.86
T245	14.41	9.39
T246	14.39	0.0
T249	13.78	12.42
T251	13.6	11.73
T252	13.03	5.88
