	ts	te
T0	35.0	26.12
T1	32.27	15.65
T3	29.11	28.11
T4	28.43	23.95
T6	25.46	22.09
T7	25.45	22.1
T9	25.27	23.31
T10	24.87	19.39
T12	24.29	21.04
T13	24.05	19.5
T14	24.02	22.69
T15	23.29	0.0
T16	22.77	19.43
T19	22.55	20.27
T20	22.3	18.09
T21	22.24	19.91
T23	21.74	18.47
T24	21.56	12.91
T25	21.43	17.69
T26	21.11	11.76
T27	20.21	14.58
T28	20.19	19.6
T29	20.13	19.25
T31	20.07	16.98
T32	19.83	18.64
T33	19.64	18.33
T34	19.42	16.76
T35	19.17	15.79
T36	19.1	16.95
T37	19.03	15.95
T38	18.41	14.62
T39	18.29	13.73
T40	17.94	16.29
T41	17.86	17.04
T42	17.74	16.03
T43	17.63	15.94
T44	17.52	14.95
T45	17.36	11.6
T46	17.31	10.08
T47	17.29	12.11
T48	17.27	16.77
T50	17.08	15.77
T51	16.96	14.24
T52	16.88	15.76
T54	16.68	11.19
T55	16.41	14.51
T56	16.23	14.07
T57	16.17	12.5
T61	15.72	14.5
T62	15.71	5.61
T63	15.65	12.26
T64	15.62	10.42
T68	15.25	0.0
T69	15.18	13.54
T71	14.85	1.53
T72	13.82	11.31
T73	13.77	8.05
T74	13.43	12.32
T79	12.7	5.03
T81	12.6	10.51
T82	12.53	6.37
T83	12.38	11.38
T84	11.84	0.0
T86	11.59	8.26
T87	11.4	11.03
T88	11.37	5.87
T89	11.36	7.02
T90	11.35	4.51
T91	10.92	3.98
T93	10.59	5.27
T94	10.5	9.08
T96	10.29	2.14
T97	10.27	6.89
T98	9.98	0.0
T99	9.94	7.79
T100	9.89	4.96
T101	9.79	7.72
T102	9.68	8.07
T103	9.29	5.51
T104	8.99	7.47
T106	8.77	8.43
T107	8.2	5.13
T108	8.18	7.9
T109	8.13	6.6
T110	8.0	6.56
T111	7.87	6.79
T112	7.54	6.28
T113	7.34	2.98
T115	7.27	4.12
T116	7.16	5.69
T117	7.06	0.0
T119	6.63	5.3
T120	6.56	6.32
T121	6.56	5.85
T122	6.4	3.27
T125	6.19	0.0
T126	5.96	0.0
T127	5.96	4.75
T128	5.92	5.47
T130	5.52	3.47
T131	5.47	0.0
T132	5.37	0.0
T133	5.33	0.0
T135	5.27	2.35
T138	5.12	2.95
T140	4.97	1.73
T142	4.93	3.06
T143	4.85	2.23
T145	4.52	2.19
T146	4.41	0.76
T147	3.96	2.34
T149	3.75	2.43
T151	3.64	2.24
T153	3.42	0.0
T154	3.37	3.2
T155	3.36	3.13
T156	3.2	1.48
T157	3.18	2.77
T158	3.15	0.0
T160	3.05	2.35
T161	3.05	1.68
T162	3.04	0.0
T163	3.0	0.0
T164	2.93	2.72
T165	2.89	1.35
T167	2.68	1.57
T168	2.61	1.12
T169	2.58	0.0
T170	2.53	0.0
T171	2.52	0.0
T172	2.51	0.0
T174	2.39	0.6
T175	2.13	0.19
T177	1.83	0.0
T178	1.83	0.0
T179	1.81	0.0
T180	1.8	1.36
T181	1.69	1.45
T182	1.65	0.0
T183	1.63	0.0
T184	1.59	0.0
T185	1.56	0.0
T186	1.55	0.0
T187	1.4	0.0
T188	1.35	0.45
T189	1.33	0.96
T190	1.3	0.0
T192	1.25	0.0
T193	1.25	0.0
T194	1.24	0.0
T195	1.2	0.0
T196	1.06	0.0
T198	0.85	0.0
T199	0.84	0.0
T201	0.78	0.0
T204	0.73	0.0
T208	0.65	0.0
T210	0.58	0.0
T219	0.14	0.0
