sp	hmin	hmax
T0	27.261001364615126	27.261001364615126
T1	32.74621187630123	32.74621187630123
T1	31.623357817507305	31.623357817507305
T1	30.162237715972882	30.162237715972882
T1	34.415135322290276	34.415135322290276
T1	29.485627792966557	29.485627792966557
T1	28.47744611819964	28.47744611819964
T1	32.84087114213413	32.84087114213413
T1	30.291410746196426	30.291410746196426
T1	28.053278565451453	28.053278565451453
T1	27.77409456509045	27.77409456509045
T1	26.209177643564757	26.209177643564757
T1	27.11755566410103	27.11755566410103
T1	25.744086708385783	25.744086708385783
T1	27.742873227505967	27.742873227505967
T1	25.585743010168542	25.585743010168542
T1	26.147600602987062	26.147600602987062
T1	25.886537037822023	25.886537037822023
T1	26.761457274445316	26.761457274445316
T1	26.865242418799074	26.865242418799074
T1	26.313486118699842	26.313486118699842
T1	27.973790879960617	27.973790879960617
T1	25.639539398042647	25.639539398042647
T1	26.479019603192462	26.479019603192462
T1	26.163338272483116	26.163338272483116
T1	25.863861944320373	25.863861944320373
T1	27.925661820783997	27.925661820783997
T1	26.607757178804224	26.607757178804224
T2	28.470355074285848	28.470355074285848
T3	28.644681010428236	28.644681010428236
T3	27.646341506414686	27.646341506414686
T3	26.613822365710572	26.613822365710572
T3	27.220962100287192	27.220962100287192
T3	26.651307865815838	26.651307865815838
T3	25.587325964760982	25.587325964760982
T3	27.438069004611993	27.438069004611993
T3	27.143941705723265	27.143941705723265
T3	27.00568071577983	27.00568071577983
T3	26.75830092007437	26.75830092007437
T4	25.42604997831484	25.42604997831484
T4	27.54156683408402	27.54156683408402
T4	27.626687578593536	27.626687578593536
T4	24.083431499696648	24.083431499696648
T4	23.425298656168266	23.425298656168266
T4	23.567431577755578	23.567431577755578
T4	25.923340515626403	25.923340515626403
T4	25.910802625361708	25.910802625361708
T4	25.875799307133267	25.875799307133267
T4	25.006970347288558	25.006970347288558
T4	26.72347618112107	26.72347618112107
T4	23.412369027692662	23.412369027692662
T4	21.580643892335694	21.580643892335694
T4	22.98770955659353	22.98770955659353
T4	22.283884713651325	22.283884713651325
T5	26.800565935373484	26.800565935373484
T5	26.568662424613613	26.568662424613613
T7	27.134373305832693	27.134373305832693
T7	26.365134043933814	26.365134043933814
T7	24.923760444107167	24.923760444107167
T7	26.320911528215323	26.320911528215323
T7	25.23292655419485	25.23292655419485
T7	27.480555700603606	27.480555700603606
T7	26.89630765306617	26.89630765306617
T7	26.494594573172392	26.494594573172392
T7	26.986756982981852	26.986756982981852
T7	27.35539338802022	27.35539338802022
T7	25.397114896730432	25.397114896730432
T7	27.84259261692733	27.84259261692733
T7	28.09792288412152	28.09792288412152
T7	27.278067602118103	27.278067602118103
T7	25.864734481025753	25.864734481025753
T7	25.86091274844638	25.86091274844638
T7	25.22673557531389	25.22673557531389
T7	25.958474411622188	25.958474411622188
T7	26.523418585966162	26.523418585966162
T7	26.248218592577768	26.248218592577768
T7	25.040071707326582	25.040071707326582
T7	26.49497981368108	26.49497981368108
T7	25.825425239330045	25.825425239330045
T7	27.697705620337004	27.697705620337004
T7	25.10847102881786	25.10847102881786
T7	26.159594161777942	26.159594161777942
T8	26.82401789156487	26.82401789156487
T8	24.952308714050613	24.952308714050613
T8	25.64835560499635	25.64835560499635
T8	27.56740054122257	27.56740054122257
T8	26.410860046327976	26.410860046327976
T8	25.962099796624685	25.962099796624685
T9	27.69864507022552	27.69864507022552
T9	28.091547371861328	28.091547371861328
T9	27.412170033441434	27.412170033441434
T9	27.912148220535187	27.912148220535187
T9	27.57278879907602	27.57278879907602
T10	27.896935934849257	27.896935934849257
T10	27.80533736919685	27.80533736919685
T11	26.855890420313894	26.855890420313894
T11	26.876397291216655	26.876397291216655
T11	26.1049416394963	26.1049416394963
T11	26.975185746908323	26.975185746908323
T11	27.07960538063425	27.07960538063425
T11	26.908282927922144	26.908282927922144
T11	26.36224572222966	26.36224572222966
T11	26.20327256567957	26.20327256567957
T12	27.045839596453458	27.045839596453458
T12	26.674088310291253	26.674088310291253
T13	23.50784266097144	23.50784266097144
T13	26.96392653703955	26.96392653703955
T13	26.70974207812328	26.70974207812328
T13	23.48567922054355	23.48567922054355
T13	24.24449564427282	24.24449564427282
T13	24.562086838778356	24.562086838778356
T13	26.789408384578874	26.789408384578874
T13	24.57310134642516	24.57310134642516
T13	26.75220013490805	26.75220013490805
T13	24.566132889856142	24.566132889856142
T13	23.322796418172214	23.322796418172214
T13	25.696542867811612	25.696542867811612
T13	23.107720846678035	23.107720846678035
T13	23.18495814836983	23.18495814836983
T13	23.146323765336028	23.146323765336028
T13	24.208465805786364	24.208465805786364
T13	24.18026387471543	24.18026387471543
T13	26.264377645607865	26.264377645607865
T13	23.85166099071431	23.85166099071431
T13	26.39157705671095	26.39157705671095
T13	25.464649352790154	25.464649352790154
T13	24.871265383321052	24.871265383321052
T13	25.049296136413297	25.049296136413297
T13	24.02756692767826	24.02756692767826
T13	26.33665766372066	26.33665766372066
T13	25.98718851269712	25.98718851269712
T13	26.345137474272665	26.345137474272665
T13	24.191107085086585	24.191107085086585
T13	26.891210300649295	26.891210300649295
T13	25.28126821923972	25.28126821923972
T13	24.504320525729444	24.504320525729444
T13	23.27577027681939	23.27577027681939
T13	25.609640945405424	25.609640945405424
T13	26.611267941457267	26.611267941457267
T13	20.53594274829875	20.53594274829875
T13	20.85061839817607	20.85061839817607
T13	20.300652452879756	20.300652452879756
T13	19.04963595487295	19.04963595487295
T13	16.697473744949992	16.697473744949992
T13	17.898971567593044	17.898971567593044
T13	17.007369655959774	17.007369655959774
T13	20.40241472468933	20.40241472468933
T13	17.48410429965877	17.48410429965877
T13	17.202099421246345	17.202099421246345
T13	17.948738698314	17.948738698314
T13	19.20035708350035	19.20035708350035
T13	19.990803902053585	19.990803902053585
T13	15.929395007166447	15.929395007166447
T13	14.59412443906064	14.59412443906064
T13	14.23357500958569	14.23357500958569
T13	14.467427666317342	14.467427666317342
T13	15.397050748409471	15.397050748409471
T13	14.370121394050734	14.370121394050734
T13	14.605315830725672	14.605315830725672
T13	14.793822036117007	14.793822036117007
T14	24.49864900273983	24.49864900273983
T14	25.18681951364439	25.18681951364439
T14	25.125161769276783	25.125161769276783
T15	26.71518994522692	26.71518994522692
