	ts	te
T0	35.0	27.05
T1	32.84	18.21
T2	32.29	6.04
T3	31.28	11.6
T4	31.22	29.49
T5	30.22	27.01
T6	30.13	29.5
T7	30.1	27.07
T9	29.26	24.79
T10	28.75	26.0
T11	28.37	20.59
T13	27.92	6.08
T14	27.74	16.55
T15	26.62	14.69
T16	26.16	9.38
T17	26.02	13.37
T18	25.84	9.18
T19	25.72	20.63
T20	25.61	13.46
T21	25.42	9.31
T23	25.15	14.29
T24	25.14	16.93
T25	24.87	21.11
T26	24.72	18.41
T28	24.54	7.07
T29	24.39	13.65
T30	24.09	18.6
T31	24.09	10.07
T32	23.98	14.81
T34	23.91	19.19
T35	23.73	21.84
T36	23.73	11.33
T37	23.55	17.31
T38	23.46	20.62
T39	23.44	14.31
T40	23.26	18.35
T41	23.15	16.66
T42	23.01	20.22
T43	22.99	21.88
T44	22.96	12.69
T45	22.68	1.28
T46	22.63	14.07
T47	22.58	17.08
T48	22.39	19.98
T49	22.22	14.08
T50	22.21	11.53
T51	22.08	15.27
T52	21.94	17.24
T53	21.7	6.29
T54	21.68	11.19
T55	21.66	8.51
T56	21.58	19.38
T57	21.56	16.18
T58	21.54	12.62
T59	21.53	14.26
T60	21.5	10.66
T61	21.49	4.76
T62	21.46	11.41
T63	21.32	12.26
T64	21.26	17.02
T65	21.11	18.26
T66	21.08	18.44
T67	20.95	13.83
T68	20.93	12.04
T69	20.92	8.85
T70	20.88	15.52
T71	20.84	17.33
T72	20.84	13.43
T73	20.77	9.23
T74	20.75	19.38
T75	20.74	10.4
T76	20.7	19.19
T77	20.69	11.8
T78	20.68	12.18
T80	20.43	11.9
T81	20.36	17.85
T82	20.3	18.84
T83	20.26	8.67
T84	20.24	5.28
T85	20.21	13.52
T86	20.14	15.55
T87	20.05	18.36
T88	20.02	15.16
T89	19.95	12.93
T90	19.91	16.11
T91	19.87	12.29
T93	19.58	11.14
T94	19.54	18.93
T95	19.47	12.1
T96	19.43	16.03
T97	19.39	13.82
T98	19.38	17.43
T99	19.24	15.56
T100	19.19	13.04
T101	19.08	6.93
T102	19.03	16.55
T103	18.91	14.11
T104	18.87	8.69
T106	18.76	10.72
T107	18.76	16.22
T111	18.56	12.64
T112	18.5	14.77
T113	18.44	17.24
T114	18.39	15.6
T116	18.36	16.46
T117	18.35	10.33
T118	18.21	11.64
T119	18.07	9.65
T120	18.04	7.8
T122	17.79	13.54
T123	17.76	13.3
T124	17.62	12.37
T125	17.59	12.21
T126	17.48	10.58
T127	17.37	10.08
T128	17.35	14.35
T132	17.02	12.26
T133	16.96	14.55
T134	16.92	14.04
T135	16.88	10.3
T137	16.61	14.5
T138	16.54	13.67
T139	16.38	13.83
T140	16.34	14.98
T142	16.26	14.03
T145	16.23	11.65
T146	16.16	13.41
T147	16.15	12.78
T149	16.09	11.78
T150	15.95	15.81
T151	15.83	8.69
T152	15.6	9.86
T153	15.54	8.01
T154	15.48	13.84
T155	15.47	14.58
T156	15.16	13.33
T157	15.06	11.67
T158	15.0	14.28
T161	14.9	5.58
T162	14.87	10.81
T163	14.83	10.81
T164	14.58	9.4
T166	14.51	9.25
T168	14.2	11.78
T170	14.15	12.63
T171	14.1	11.45
T172	13.91	5.23
T173	13.89	8.76
T174	13.7	12.29
T176	13.43	1.49
T177	13.14	11.91
T179	12.9	7.91
T180	12.41	10.94
T182	12.12	10.32
T184	11.87	9.75
T187	11.64	10.31
T188	11.29	10.45
T189	10.99	9.92
T190	10.94	10.0
T191	10.73	8.46
T192	10.55	8.37
T193	10.42	7.41
T194	10.08	8.26
T195	9.88	7.73
T196	9.67	8.1
T197	8.76	7.17
T198	6.55	0.0
T199	6.11	5.47
T200	5.9	0.0
T201	5.1	4.09
