	ts	te
T0	35.0	31.94
T5	31.84	29.87
T6	31.38	19.92
T7	29.5	24.77
T8	26.59	18.94
T9	24.66	20.58
T10	24.66	0.0
T11	24.43	12.98
T12	24.2	12.84
T13	23.65	14.91
T15	23.49	17.56
T18	22.51	9.46
T20	21.94	20.2
T22	21.77	18.48
T23	21.47	0.0
T24	21.36	17.54
T26	20.92	20.27
T27	20.37	16.32
T28	19.72	8.34
T29	19.05	15.24
T30	18.92	10.01
T33	18.72	0.0
T34	18.32	12.49
T36	17.6	4.01
T37	17.47	6.93
T38	17.17	12.02
T40	17.08	16.12
T41	16.99	5.32
T42	16.86	3.84
T43	16.78	0.0
T44	16.67	12.99
T45	16.64	8.69
T47	16.56	13.26
T49	16.42	0.0
T50	15.87	9.7
T52	15.28	10.43
T57	14.37	5.97
T58	14.23	0.0
T59	13.38	6.91
T60	13.34	7.1
T61	13.22	10.19
T62	13.11	8.04
T63	13.1	7.02
T65	12.71	0.0
T66	12.32	3.05
T67	12.19	1.34
T68	12.18	0.0
T69	12.03	0.0
T70	11.94	0.0
T71	11.92	11.51
T72	11.53	0.0
T73	11.36	0.0
T75	11.18	1.79
T76	11.15	6.71
T77	11.0	0.0
T78	10.89	0.0
T79	10.77	0.0
T80	10.68	10.31
T82	10.63	0.0
T83	10.61	0.0
T84	10.45	0.0
T86	9.88	0.0
T87	9.83	0.0
T88	9.53	5.28
T89	9.4	4.71
T90	8.93	1.69
T91	8.88	0.0
T96	8.41	5.71
T97	8.37	6.25
T98	8.35	0.0
T99	8.28	0.0
T100	8.23	0.0
T101	8.13	3.78
T102	8.1	0.0
T104	7.98	2.2
T108	7.75	0.0
T109	7.65	5.19
T110	7.5	0.0
T111	7.42	1.57
T112	7.29	3.97
T113	7.25	0.0
T114	7.15	3.04
T115	6.94	0.0
T116	6.88	0.0
T117	6.82	0.0
T118	6.76	0.0
T120	6.72	3.52
T121	6.54	0.0
T122	6.18	1.6
T123	6.15	3.59
T124	6.08	2.32
T125	5.89	0.0
T126	5.86	3.85
T127	5.81	0.0
T128	5.8	1.64
T129	5.68	0.0
T130	5.61	0.86
T131	5.58	4.81
T132	5.56	0.0
T133	5.47	1.77
T134	5.41	3.27
T135	5.33	0.52
T136	5.29	0.0
T137	5.29	0.98
T141	5.15	0.0
T142	5.09	0.0
T143	5.03	0.0
T144	4.98	0.0
T146	4.91	3.29
T148	4.73	0.0
T149	4.66	0.12
T151	4.44	0.0
T152	4.36	1.19
T153	4.31	0.0
T154	4.22	0.0
T155	4.14	1.55
T156	4.13	3.35
T157	4.07	0.0
T159	4.04	0.0
T160	4.02	0.0
T161	4.01	0.51
T162	3.94	0.0
T164	3.81	2.96
T165	3.73	0.0
T167	3.48	0.0
T168	3.34	1.1
T169	3.27	0.0
T171	3.23	1.5
T172	3.11	0.0
T173	3.06	0.0
T175	3.01	0.0
T176	2.98	0.0
T177	2.98	0.0
T178	2.96	0.0
T179	2.95	0.0
T180	2.88	0.0
T182	2.78	0.0
T183	2.75	0.0
T186	2.58	0.0
T187	2.45	0.0
T189	2.43	0.0
T190	2.43	0.0
T191	2.36	0.0
T192	2.27	0.0
T193	2.23	1.59
T194	2.1	0.0
T195	2.1	0.0
T196	2.06	0.0
T197	2.04	0.0
T199	1.96	0.45
T200	1.95	0.0
T201	1.95	1.1
T202	1.93	0.0
T203	1.78	0.0
T205	1.77	0.0
T206	1.71	0.0
T207	1.67	1.45
T209	1.62	0.0
T210	1.61	0.0
T211	1.56	1.38
T212	1.49	0.0
T215	1.42	0.0
T217	1.39	0.0
T218	1.39	0.0
T219	1.36	0.0
T220	1.26	0.0
T221	1.23	0.0
T225	1.14	0.0
T226	1.04	0.0
T227	0.97	0.0
T229	0.94	0.0
T230	0.87	0.0
T231	0.87	0.31
T232	0.83	0.24
T233	0.77	0.0
T234	0.72	0.0
T236	0.64	0.0
T237	0.59	0.0
T239	0.45	0.0
T240	0.42	0.0
T243	0.33	0.0
T245	0.27	0.0
T246	0.19	0.0
T248	0.16	0.0
