sp	hmin	hmax
T0	31.46070017941325	31.46070017941325
T1	33.16096295621725	33.16096295621725
T1	29.23227593916509	29.23227593916509
T1	30.776091692802307	30.776091692802307
T2	27.28286452446421	27.28286452446421
T3	32.89180667591958	32.89180667591958
T3	28.017601434501767	28.017601434501767
T5	28.270904111735526	28.270904111735526
T5	30.62875150440118	30.62875150440118
T5	31.49446976846206	31.49446976846206
T5	31.46750797617231	31.46750797617231
T5	31.030051069418903	31.030051069418903
T5	30.135289999009647	30.135289999009647
T5	31.06637804435079	31.06637804435079
T5	29.8513448774547	29.8513448774547
T5	30.674945104272535	30.674945104272535
T5	29.95898416482812	29.95898416482812
T5	32.63657552207032	32.63657552207032
T5	29.06984936649891	29.06984936649891
T5	26.670581015373862	26.670581015373862
T5	24.486638500194815	24.486638500194815
T5	23.357708035681707	23.357708035681707
T5	27.58933721970681	27.58933721970681
T5	26.608449135360747	26.608449135360747
T5	25.221430388982544	25.221430388982544
T5	27.267190696012864	27.267190696012864
T5	25.803570848606054	25.803570848606054
T5	23.06541355084775	23.06541355084775
T7	29.812750187995707	29.812750187995707
T7	31.316663354727503	31.316663354727503
T7	29.673807574370805	29.673807574370805
T7	30.010986824444448	30.010986824444448
T7	30.6361552855402	30.6361552855402
T8	30.64076654304709	30.64076654304709
T8	31.839374930826605	31.839374930826605
T8	29.642330149735756	29.642330149735756
T8	29.864287671808267	29.864287671808267
T8	31.897011774121218	31.897011774121218
T8	31.353489290693872	31.353489290693872
T8	30.08464882282492	30.08464882282492
T8	30.68791730306073	30.68791730306073
T8	29.74636437784374	29.74636437784374
T8	31.165134361919968	31.165134361919968
T9	31.215277183301286	31.215277183301286
T9	29.802006995744595	29.802006995744595
T9	30.952204964299607	30.952204964299607
T10	30.996368290784915	30.996368290784915
T12	29.018101204261736	29.018101204261736
T12	28.132732309165274	28.132732309165274
T12	28.69847146175157	28.69847146175157
T12	29.916439774687937	29.916439774687937
T12	29.26549649477989	29.26549649477989
T12	29.007030165227786	29.007030165227786
T12	29.445883214461524	29.445883214461524
T12	28.312077511572085	28.312077511572085
T12	28.18958458406405	28.18958458406405
T12	29.889664084602796	29.889664084602796
T12	28.290136412760134	28.290136412760134
T12	28.388634394277968	28.388634394277968
T12	28.309072723971063	28.309072723971063
T12	29.209325647204185	29.209325647204185
T12	29.776816460257624	29.776816460257624
T12	28.609788659713242	28.609788659713242
T12	28.566354536942317	28.566354536942317
T12	29.114254575016915	29.114254575016915
T12	29.28634540100091	29.28634540100091
T12	25.545231680659096	25.545231680659096
T12	25.876282704913258	25.876282704913258
T12	27.212553454138654	27.212553454138654
T12	27.803335956326983	27.803335956326983
T12	25.717491320486662	25.717491320486662
T12	27.249261766252797	27.249261766252797
T14	30.00430465191254	30.00430465191254
T14	28.752375087583257	28.752375087583257
T14	29.898115105891364	29.898115105891364
T14	30.015699750887983	30.015699750887983
T14	28.923449192360334	28.923449192360334
T14	29.991307744944343	29.991307744944343
T16	29.285127191914853	29.285127191914853
T16	26.97791827323413	26.97791827323413
T17	29.457852736632134	29.457852736632134
T17	29.385745721712425	29.385745721712425
T17	29.08067908564707	29.08067908564707
T17	28.939078375114157	28.939078375114157
T19	28.18579054235833	28.18579054235833
T19	28.33021803001361	28.33021803001361
T19	28.478223412151326	28.478223412151326
T19	28.565373990706096	28.565373990706096
T19	25.633445822713846	25.633445822713846
T19	25.16152888762045	25.16152888762045
T19	24.47113141554421	24.47113141554421
T19	27.984727549719945	27.984727549719945
T19	25.64457733563122	25.64457733563122
T19	25.808221592086127	25.808221592086127
T19	24.966125273617873	24.966125273617873
T19	25.090253023551735	25.090253023551735
T19	25.807638799392457	25.807638799392457
T19	25.51576908860492	25.51576908860492
T19	27.616389418957596	27.616389418957596
T21	28.117978458952482	28.117978458952482
T21	26.82413723106656	26.82413723106656
T21	27.47926051451889	27.47926051451889
T21	24.800704825760217	24.800704825760217
T22	28.619185166719742	28.619185166719742
T22	26.655329988394797	26.655329988394797
T23	27.320342591686156	27.320342591686156
T23	26.811898245270108	26.811898245270108
T23	25.23301961033304	25.23301961033304
T24	25.14738544337191	25.14738544337191
T24	23.601243758904022	23.601243758904022
T24	23.909435247965938	23.909435247965938
T26	26.503671202881755	26.503671202881755
T26	26.198892699111553	26.198892699111553
T26	25.507525377166953	25.507525377166953
T26	24.935367553423635	24.935367553423635
T28	24.88011667251424	24.88011667251424
T28	25.453044688083235	25.453044688083235
T28	26.548380937788693	26.548380937788693
T28	24.27271087612035	24.27271087612035
T28	25.503645031042478	25.503645031042478
T28	25.09392003288318	25.09392003288318
T28	27.134284885727443	27.134284885727443
T28	26.549858370727215	26.549858370727215
T29	26.896580258235584	26.896580258235584
T29	24.406031583027648	24.406031583027648
T29	25.79527167987703	25.79527167987703
T29	26.373706487104403	26.373706487104403
T29	27.187680346331682	27.187680346331682
T30	24.528624773199383	24.528624773199383
T30	26.42745513199682	26.42745513199682
T30	25.502407995133595	25.502407995133595
T30	24.431522048499467	24.431522048499467
T30	20.953631684532596	20.953631684532596
T30	21.172734742438927	21.172734742438927
T30	20.101468328945877	20.101468328945877
T30	17.32895336175416	17.32895336175416
T30	18.624607994536227	18.624607994536227
T30	16.31716739486056	16.31716739486056
T30	18.20642125038039	18.20642125038039
T30	18.73754818478101	18.73754818478101
T30	14.197963760117865	14.197963760117865
T30	15.728466079346799	15.728466079346799
T30	13.858940278523441	13.858940278523441
T31	24.617126089272155	24.617126089272155
T31	26.59525581336096	26.59525581336096
T31	23.191966727110202	23.191966727110202
T31	21.271078575900887	21.271078575900887
T31	22.533904203171968	22.533904203171968
T35	24.85477993152293	24.85477993152293
T35	25.647604292917364	25.647604292917364
T35	25.467719994761513	25.467719994761513
T35	21.29110509013045	21.29110509013045
T35	21.593608505292607	21.593608505292607
T35	20.94574286004146	20.94574286004146
T35	19.51415413908476	19.51415413908476
T37	25.68845806900975	25.68845806900975
T37	26.312219922867772	26.312219922867772
T38	25.2551782381564	25.2551782381564
T38	25.243631101548075	25.243631101548075
T39	25.20081823834064	25.20081823834064
T39	24.430299611025795	24.430299611025795
T39	25.121394393998163	25.121394393998163
T39	21.77165087069566	21.77165087069566
T40	24.468798889576888	24.468798889576888
T40	25.38637609900917	25.38637609900917
T40	25.33414824310722	25.33414824310722
T40	25.71914623666506	25.71914623666506
T40	25.00559599498138	25.00559599498138
T40	23.85412333788645	23.85412333788645
T40	25.378430446062076	25.378430446062076
T40	25.789902315698026	25.789902315698026
T40	23.38527580503911	23.38527580503911
T40	25.072116654453676	25.072116654453676
T43	24.853638181180717	24.853638181180717
T43	23.300213317517656	23.300213317517656
T43	20.62505936325384	20.62505936325384
T43	21.81810499290822	21.81810499290822
T43	22.773407352579483	22.773407352579483
T43	20.62995413531547	20.62995413531547
T43	20.367955059131535	20.367955059131535
T45	25.541801151364165	25.541801151364165
T46	24.83511963015482	24.83511963015482
T47	24.86090413661444	24.86090413661444
T49	20.61455513946646	20.61455513946646
T49	17.680765724588763	17.680765724588763
T49	8.815208075445831	8.815208075445831
T53	22.358054309065086	22.358054309065086
T53	22.065972744341046	22.065972744341046
T53	17.47643645011273	17.47643645011273
T53	19.080453671170666	19.080453671170666
T53	18.367216093854587	18.367216093854587
T54	24.320219996024566	24.320219996024566
T54	22.563486114141988	22.563486114141988
T54	21.785202955883683	21.785202955883683
T54	22.023526786008087	22.023526786008087
T55	23.33876617902355	23.33876617902355
T57	22.63119028958158	22.63119028958158
T57	20.764290352317925	20.764290352317925
T57	22.860174825727007	22.860174825727007
T57	20.91933193219653	20.91933193219653
T57	17.25639199105045	17.25639199105045
T57	16.016042264731777	16.016042264731777
T57	16.088877932147273	16.088877932147273
T57	16.984862107134443	16.984862107134443
T57	18.45394972724552	18.45394972724552
T57	19.15802209381591	19.15802209381591
T57	17.474302025047052	17.474302025047052
T57	19.75474000416602	19.75474000416602
T57	13.929562994653683	13.929562994653683
T57	14.347938115248288	14.347938115248288
T57	14.19592524898474	14.19592524898474
T57	14.111409348399066	14.111409348399066
T57	15.378003709517191	15.378003709517191
T57	14.650746746826302	14.650746746826302
T57	14.361570128381599	14.361570128381599
T57	14.037962164037252	14.037962164037252
T57	15.639281466224109	15.639281466224109
T57	14.52425495793063	14.52425495793063
T60	23.662584088862726	23.662584088862726
T60	23.971594320734678	23.971594320734678
T60	23.478270695661042	23.478270695661042
T60	23.35751513451579	23.35751513451579
T60	23.920217489895418	23.920217489895418
T60	23.98914165421458	23.98914165421458
T60	22.87681147642629	22.87681147642629
T64	22.58132289729998	22.58132289729998
T65	23.213182756865454	23.213182756865454
T65	22.029829172616992	22.029829172616992
T65	22.02154695337858	22.02154695337858
T65	22.560654858696473	22.560654858696473
T66	23.06779726329306	23.06779726329306
T68	22.015962452577078	22.015962452577078
T68	18.636566004796222	18.636566004796222
T68	18.78997820933227	18.78997820933227
T68	16.529047989421347	16.529047989421347
T68	19.535156584438045	19.535156584438045
T68	13.939831072331875	13.939831072331875
T68	14.259090117935036	14.259090117935036
T68	14.49786360400908	14.49786360400908
T68	15.518761928198858	15.518761928198858
T68	15.901435778890512	15.901435778890512
T68	14.40267186201638	14.40267186201638
T68	14.638196445727324	14.638196445727324
T68	14.475079950919048	14.475079950919048
T68	14.146452320192324	14.146452320192324
T68	13.908351956384255	13.908351956384255
T68	14.775956043017912	14.775956043017912
T68	14.740117575272714	14.740117575272714
T68	14.793657895979583	14.793657895979583
T68	12.084994204642314	12.084994204642314
T68	8.374219649152767	8.374219649152767
T68	10.983801191866247	10.983801191866247
T68	8.157737756440541	8.157737756440541
T68	10.252118344119772	10.252118344119772
T68	11.041889607050637	11.041889607050637
T68	11.315387546838942	11.315387546838942
T68	9.654648247331199	9.654648247331199
T68	8.650479773475503	8.650479773475503
T70	21.981749516485035	21.981749516485035
T70	20.910877128496622	20.910877128496622
T70	21.785448544549048	21.785448544549048
T70	21.21364152427265	21.21364152427265
T70	19.536091346263976	19.536091346263976
T70	20.308167708972736	20.308167708972736
T70	19.581522481930133	19.581522481930133
T72	15.0060406691651	15.0060406691651
T72	15.38057008890511	15.38057008890511
T72	15.754844305747655	15.754844305747655
T72	15.662566211644563	15.662566211644563
T72	14.433964791658504	14.433964791658504
T75	20.62100410017626	20.62100410017626
T75	20.544082617540273	20.544082617540273
T75	14.877006713482285	14.877006713482285
T77	20.697316886124437	20.697316886124437
T77	20.282132416852335	20.282132416852335
T78	21.382212342877637	21.382212342877637
T78	21.161088510796397	21.161088510796397
T78	20.330465243593263	20.330465243593263
T78	19.785579615131212	19.785579615131212
T79	21.06657582146659	21.06657582146659
T79	18.290976088968893	18.290976088968893
T81	20.50385980973068	20.50385980973068
T81	20.007198233101647	20.007198233101647
T82	17.40053554521379	17.40053554521379
T82	18.36762698558211	18.36762698558211
T82	19.183325668326088	19.183325668326088
T82	19.27459217957553	19.27459217957553
T82	16.342229877446666	16.342229877446666
T82	18.86681239244697	18.86681239244697
T82	17.358053028048296	17.358053028048296
T84	20.223405495406574	20.223405495406574
T84	19.894694491433533	19.894694491433533
T85	20.48074697674984	20.48074697674984
T86	16.7814803772742	16.7814803772742
T86	16.5519383106088	16.5519383106088
T86	15.768464560355296	15.768464560355296
T87	18.407352085201943	18.407352085201943
T87	19.944780329967656	19.944780329967656
T87	19.217380003195885	19.217380003195885
T87	17.835195265102925	17.835195265102925
T87	18.797707883226824	18.797707883226824
T87	18.227397757513067	18.227397757513067
T87	17.360433682974417	17.360433682974417
T87	14.240250241960892	14.240250241960892
T87	15.217228318698522	15.217228318698522
T87	15.319780062848661	15.319780062848661
T87	15.809559579121176	15.809559579121176
T87	15.637050752423617	15.637050752423617
T87	14.201140924592998	14.201140924592998
T87	14.243707212299375	14.243707212299375
T87	14.347013358788555	14.347013358788555
T87	13.442182251980412	13.442182251980412
T87	12.41096370960007	12.41096370960007
T89	19.512509381768645	19.512509381768645
T89	14.07509062952808	14.07509062952808
T89	13.89296715019573	13.89296715019573
T89	15.60149079925134	15.60149079925134
