cont_trait_0,cat_trait_0,mean,lwr,upr
-0.6651171909428129,0.0,0.4300002157737887,0.0749697055500293,0.7894115256299493
-0.6651171909428129,1.0,0.19818656672087862,0.016004441943209154,0.4926952124637148
-0.6168635967133398,0.0,0.42962872372138583,0.09456274587722231,0.8032329695026363
-0.6168635967133398,1.0,0.1913126900085634,0.016315575936968155,0.4696535243928355
-0.5686100024838663,0.0,0.4292576398111598,0.08844856357356148,0.7868764933711163
-0.5686100024838663,1.0,0.18443469197887596,0.013682328004503875,0.44743650310709787
-0.5203564082543932,0.0,0.42888569727349063,0.09290256879274453,0.7859159381700724
-0.5203564082543932,1.0,0.1775891341484499,0.017039454297581823,0.4305311307019964
-0.47210281402492016,0.0,0.42851057092754097,0.11000689833323406,0.7906242083471128
-0.47210281402492016,1.0,0.17082480621024768,0.01615540258477038,0.4141692618463024
-0.4238492197954471,0.0,0.42812838710840423,0.09180097582062008,0.7691389480517998
-0.4238492197954471,1.0,0.16419280527021624,0.01763160814313554,0.39726147792322564
-0.3755956255659738,0.0,0.42773339559231627,0.09823439504454339,0.7678076765377402
-0.3755956255659738,1.0,0.15773600513198296,0.01793375886578291,0.3741282321640356
-0.32734203133650075,0.0,0.4273175195071052,0.11997260039201961,0.7788427765076402
-0.32734203133650075,1.0,0.15148673334678542,0.015852693354772046,0.3538303614601218
-0.2790884371070277,0.0,0.42686946112448176,0.11573072171294864,0.7638941373532318
-0.2790884371070277,1.0,0.1454665326028874,0.017474865547561273,0.3363145721190323
-0.23083484287755462,0.0,0.4263736607009171,0.12224872506765438,0.7624126074420217
-0.23083484287755462,1.0,0.13968802883012746,0.013460355659530635,0.3133261062906487
-0.18258124864808134,0.0,0.4258097245360182,0.15185393033863503,0.7824351723934284
-0.18258124864808134,1.0,0.13416186121062265,0.012573308555499074,0.30027216865412765
-0.13432765441860828,0.0,0.4251525410323329,0.09990897809351715,0.7228217522107464
-0.13432765441860828,1.0,0.12890121081067435,0.014347289014739683,0.2886302081295355
-0.08607406018913522,0.0,0.42437278368663883,0.10352963213620542,0.7159155419473181
-0.08607406018913522,1.0,0.12391787572782964,0.01366556467424891,0.2729706554942888
-0.03782046595966193,0.0,0.42343765790588245,0.10762185729247395,0.7130918404326797
-0.03782046595966193,1.0,0.119217834188123,0.01359229198514905,0.25984557196461006
0.010433128269811132,0.0,0.4223116771386421,0.11218501001140516,0.7115703116068539
0.010433128269811132,1.0,0.11480234763267898,0.01324221640734988,0.24427641085686924
0.058686722499284194,0.0,0.42095616639914335,0.11756758709910631,0.7091047653230803
0.058686722499284194,1.0,0.11066945263152042,0.005512835036837991,0.2272366055393853
0.10694031672875748,0.0,0.419328310906419,0.12282024947366155,0.7055940665375302
0.10694031672875748,1.0,0.10681584871107157,0.011025377092849207,0.2233652624349311
