scientificName	ts	te	speciation	extinction	ancestral_speciation	cont_trait_anc_0	cont_trait_ts_0	cont_trait_te_0	cat_trait_0	cat_trait_anc_0
T0	35.0	8.57	0.42683883688831414	0.045939613795208285	0.0	0.026267603631863257	NA	0.7058045424711112	1.0	NA
T1	34.38	31.3	0.40033369997568863	0.04073213543257231	0.40033369997568863	-0.06819583973584499	-0.9242393704914408	-0.9782284992663518	1.0	1.0
T2	33.98	21.65	0.28692943424384965	0.08647314508251891	0.28692943424384965	-1.0528762014274267	-1.7402897809312674	-1.248484048394494	1.0	1.0
T3	29.91	22.25	0.25718282285706606	0.22001789624704393	0.1696560140312481	-0.061159684076780886	-0.3356853015998493	-0.0017285286751184785	0.0	1.0
T4	28.49	24.42	0.3837961058486914	0.20705677361789643	0.3837961058486914	-0.21929041073990974	0.3471683389530915	0.6939035662715112	0.0	0.0
T5	25.3	18.89	0.33751155872069927	0.21747224520554057	0.33751155872069927	-0.3151932396166239	-0.42983564843201677	-0.1659891218117457	0.0	0.0
T7	23.72	21.16	0.17813064577633758	0.20724576641533465	0.17813064577633758	-0.42939090081827314	-0.7823442334846368	-0.19769251135633656	0.0	0.0
T8	23.46	16.38	0.33384177421266614	0.14348289440408873	0.33384177421266614	-0.23824985896489986	0.0787964241346506	-0.2468651736804157	0.0	0.0
T9	23.09	19.33	0.42517176084854597	0.2181894711532214	0.42517176084854597	0.22797562961089324	-0.06198736178155817	-0.1812106017093795	0.0	0.0
T10	23.05	22.25	0.4252972741335578	0.22001789624704393	0.4252972741335578	-0.06624616993068959	-0.20673257049648092	-0.14190709428546952	0.0	0.0
T11	22.77	20.73	0.34127804199112616	0.20189119990145243	0.34127804199112616	0.006734543998368859	0.020320534215983413	-0.17326109682797125	0.0	0.0
T13	22.43	19.0	0.41497030205859	0.22542214401076818	0.41497030205859	-0.0389146197904352	-0.6041393260714398	-0.42131878587655475	0.0	0.0
T14	22.27	13.91	0.41336748361367004	0.10810718614659087	0.41336748361367004	0.004574327487282523	0.14815984635954704	0.6718129873104536	0.0	0.0
T15	22.13	15.03	0.22172511801708492	0.15731836696273666	0.22172511801708492	-0.123785549042363	0.053551977758365094	-0.17882258167813012	0.0	0.0
T16	22.02	20.7	0.2731007930997991	0.19181080918624258	0.2731007930997991	0.03764271447470492	-0.12740509493844282	0.07856185740163056	0.0	0.0
T17	21.04	3.55	0.38330241153412264	0.12350476766338558	0.38330241153412264	-0.4205690744118253	-1.042580760293785	0.4162524863585208	0.0	0.0
