	ts	te
T0	35.0	25.88
T1	32.19	31.91
T2	30.22	24.27
T3	28.85	27.53
T4	27.92	4.63
T5	25.77	18.37
T7	24.65	5.88
T8	24.58	17.48
T9	23.98	22.18
T10	23.1	17.76
T12	22.1	19.58
T13	22.04	18.86
T15	21.21	18.64
T16	21.12	19.05
T17	20.63	17.85
T18	20.5	17.0
T19	20.36	0.0
T20	20.26	14.94
T21	19.98	6.33
T23	19.16	13.59
T24	18.39	0.0
T25	18.39	12.61
T26	18.02	15.11
T28	17.31	4.83
T29	17.23	12.11
T30	16.24	12.85
T31	15.86	14.57
T32	15.85	12.02
T33	15.65	12.99
T34	14.82	2.16
T35	14.76	0.0
T36	14.54	12.74
T37	14.35	0.0
T38	14.34	0.0
T39	14.18	8.27
T40	14.12	11.5
T41	13.74	0.0
T42	13.41	11.52
T43	13.38	8.52
T44	13.37	5.37
T45	13.17	11.33
T46	12.94	0.0
T47	12.69	8.68
T49	12.4	10.13
T52	12.04	0.0
T53	12.03	10.0
T54	11.99	7.48
T55	11.79	5.13
T57	11.54	0.0
T58	11.39	5.8
T59	11.36	0.0
T60	11.36	10.97
T61	11.25	0.0
T62	11.14	5.91
T63	11.06	7.4
T64	10.51	9.79
T65	10.5	0.0
T66	10.2	7.35
T67	10.01	0.0
T68	9.98	6.92
T69	9.9	0.0
T70	9.79	8.86
T71	9.75	2.52
T72	9.73	6.56
T73	9.68	7.19
T75	9.52	0.0
T76	9.48	5.21
T77	9.34	0.0
T79	8.85	5.11
T80	8.83	0.0
T81	8.78	0.0
T83	8.64	7.72
T84	8.6	2.79
T85	8.44	6.27
T86	8.36	0.0
T87	8.34	4.34
T88	8.27	6.04
T90	8.19	0.0
T91	8.06	0.0
T92	8.03	0.0
T93	8.01	1.73
T94	7.92	3.58
T95	7.86	2.75
T96	7.84	0.0
T97	7.79	0.0
T98	7.74	0.0
T99	7.31	3.61
T100	7.23	6.15
T101	7.2	1.43
T102	7.2	0.0
T103	7.16	0.0
T104	7.11	0.0
T105	7.03	0.0
T106	6.98	3.78
T107	6.94	0.0
T108	6.89	0.0
T109	6.87	0.0
T110	6.81	2.82
T111	6.8	0.0
T112	6.72	2.41
T113	6.67	0.0
T114	6.64	0.0
T115	6.6	3.82
T116	6.54	5.9
T117	6.49	4.53
T118	6.48	5.83
T119	6.32	0.0
T120	6.31	0.0
T121	6.3	2.57
T122	6.22	0.0
T123	6.16	4.25
T124	6.14	0.0
T125	6.1	3.49
T126	5.96	3.44
T127	5.85	0.0
T128	5.85	0.0
T129	5.71	5.24
T130	5.42	0.0
T131	5.41	0.0
T132	5.4	0.0
T133	5.34	5.08
T134	5.33	0.0
T135	5.27	0.0
T136	5.25	4.35
T137	5.24	0.0
T138	5.15	0.0
T139	5.08	2.57
T140	4.96	0.0
T142	4.93	4.0
T143	4.91	3.06
T144	4.88	0.0
T145	4.87	0.0
T146	4.72	0.0
T147	4.65	0.0
T148	4.64	0.0
T149	4.59	4.38
T150	4.53	0.0
T151	4.5	2.66
T152	4.35	0.0
T153	4.35	0.0
T154	4.34	0.0
T155	4.29	0.0
T156	4.22	0.0
T157	4.2	0.0
T158	4.14	0.53
T159	4.13	0.0
T160	4.09	0.0
T161	4.04	0.0
T162	4.02	0.0
T163	3.98	1.75
T164	3.95	3.73
T165	3.86	0.0
T166	3.81	0.0
T168	3.73	0.0
T169	3.72	0.0
T170	3.67	1.98
T171	3.66	0.0
T172	3.62	0.0
T173	3.53	0.0
T174	3.52	0.0
T175	3.5	3.01
T176	3.39	2.31
T177	3.34	2.54
T178	3.24	0.0
T179	3.19	0.0
T180	3.17	0.0
T181	3.12	0.0
T182	3.06	2.94
T183	3.03	0.0
T184	2.98	2.37
T185	2.89	2.33
T186	2.86	1.55
T187	2.84	0.0
T188	2.8	1.98
T189	2.76	0.0
T190	2.74	0.0
T191	2.66	0.0
T192	2.66	0.0
T193	2.56	0.0
T194	2.56	1.38
T195	2.53	0.0
T196	2.39	0.0
T197	2.35	2.19
T198	2.31	0.0
T199	2.1	0.0
T200	1.89	0.0
T201	1.89	0.0
T203	1.84	0.0
T204	1.82	0.36
T205	1.74	0.0
T206	1.7	0.0
T207	1.69	0.0
T208	1.62	0.24
T209	1.54	0.31
T210	1.38	0.0
T211	1.32	0.0
T212	1.31	0.0
T213	1.31	0.76
T214	1.28	0.0
T216	1.08	0.0
T217	1.08	0.0
T219	0.88	0.0
T220	0.72	0.0
T223	0.58	0.0
