cont_trait_0,cat_trait_0,mean,lwr,upr
-6.25286502050608,0.0,0.2964243056450029,0.06288588036111552,0.6092275178551465
-6.25286502050608,1.0,0.33424552536892366,0.05566740234567756,0.7395051793887223
-6.174195584262238,0.0,0.2939690939648662,0.05239335507981867,0.5909749074224592
-6.174195584262238,1.0,0.33299031703619175,0.04720822019702374,0.7212313490605542
-6.0955261480183935,0.0,0.2914648565860827,0.06550145062169646,0.5966352004381825
-6.0955261480183935,1.0,0.33170060565163373,0.04427891531472206,0.703334529861003
-6.016856711774551,0.0,0.2889206707972664,0.06546041161728262,0.5891486037454818
-6.016856711774551,1.0,0.3303741497365078,0.041819248579248736,0.7023860691010965
-5.938187275530707,0.0,0.28634344991080807,0.058614040371207266,0.5757249133248281
-5.938187275530707,1.0,0.32901092741377946,0.059298081160155544,0.7202433812932522
-5.859517839286864,0.0,0.2837373139607997,0.061358204859062675,0.570242214147564
-5.859517839286864,1.0,0.327614224731879,0.06643533177195891,0.7137159002417441
-5.78084840304302,0.0,0.2811037116727533,0.06434780804534783,0.5639034098273202
-5.78084840304302,1.0,0.32619083874034144,0.053632310529938644,0.6932318888857176
-5.702178966799178,0.0,0.27844225148153035,0.03804222794097014,0.5309742566949632
-5.702178966799178,1.0,0.32475019000857924,0.054065658201447556,0.6793682029646996
-5.623509530555333,0.0,0.27575176375325894,0.05546184210081377,0.5395308752687901
-5.623509530555333,1.0,0.3233028295122435,0.05358160271711041,0.6753357562895325
-5.544840094311491,0.0,0.2730313488571665,0.07055664680074063,0.5449724019419374
-5.544840094311491,1.0,0.3218591893543623,0.0655340620513379,0.685466531080509
-5.466170658067647,0.0,0.27028154076662236,0.07096272879483219,0.5393754179904233
-5.466170658067647,1.0,0.32042899450537327,0.06483075764983713,0.679441442404638
-5.387501221823804,0.0,0.267505501242966,0.07130444211459003,0.5310396383656028
-5.387501221823804,1.0,0.31902109003467444,0.06042318502582161,0.6668387235865008
-5.30883178557996,0.0,0.26470945085558156,0.07159070549489573,0.5215531406392279
-5.30883178557996,1.0,0.3176432890669646,0.057979226669281354,0.656443455437842
-5.230162349336117,0.0,0.2619013666773173,0.06355935499491425,0.505683901783555
-5.230162349336117,1.0,0.3163019954344643,0.05885466425774427,0.6502086379767051
-5.151492913092273,0.0,0.2590880883026969,0.0635248777916799,0.4962686470413975
-5.151492913092273,1.0,0.3150016004728508,0.06432123750795415,0.6511729031987585
-5.072823476848431,0.0,0.256272441133431,0.07221964335879794,0.4934229778370599
-5.072823476848431,1.0,0.3137439635213888,0.06614872234140216,0.6459281828272291
-4.994154040604587,0.0,0.25345195440907137,0.07239052077364358,0.47720647283436773
-4.994154040604587,1.0,0.3125281916529843,0.04213642471467775,0.6159844988505715
-4.915484604360744,0.0,0.2506192850399935,0.06358457993179258,0.46337605068241733
-4.915484604360744,1.0,0.31135056965446295,0.049548134179600606,0.6181248871431296
-4.8368151681169005,0.0,0.2477634602213669,0.04599384707690463,0.44004822690566076
-4.8368151681169005,1.0,0.3102046776973579,0.04916327185629752,0.6087095101522226
-4.758145731873057,0.0,0.24487126953167285,0.046316142964166494,0.4323870500110535
-4.758145731873057,1.0,0.3090821858366354,0.038321377926880326,0.590959850692524
-4.679476295629214,0.0,0.24192871107964212,0.050485744860385866,0.4291765587578744
-4.679476295629214,1.0,0.30797396078246914,0.0458269425695966,0.5878269266107227
-4.60080685938537,0.0,0.2389225054091332,0.06942876192856615,0.4370912030547316
-4.60080685938537,1.0,0.30687047949282936,0.04950854948921894,0.5903338686833117
-4.522137423141527,0.0,0.23584133669071797,0.047531680979817324,0.40300704485526156
-4.522137423141527,1.0,0.30576180265314074,0.05372179547512971,0.5921458244593967
-4.443467986897684,0.0,0.23267648554958897,0.04802585477752412,0.3969931279173154
-4.443467986897684,1.0,0.3046380235538296,0.054849978362761634,0.5800371551384136
-4.36479855065384,0.0,0.22942244481224267,0.05301534152911943,0.39331767989196476
-4.36479855065384,1.0,0.30349021476943283,0.05207268722232715,0.5717346355723719
-4.286129114409997,0.0,0.22607899144963012,0.08759548514621782,0.41756698103409584
-4.286129114409997,1.0,0.3023112124364843,0.0497699856302885,0.5641461734730815
-4.2074596781661535,0.0,0.22265426807436317,0.07147604231094311,0.3873985768396945
-4.2074596781661535,1.0,0.3010960553758892,0.054132868091636345,0.5638707164834119
-4.12879024192231,0.0,0.21916588499228443,0.07042096200314774,0.3731413691668439
-4.12879024192231,1.0,0.29984237966218535,0.05984734364866802,0.5685037230242105
-4.050120805678467,0.0,0.21564007295403873,0.07338062296043453,0.366754260476133
-4.050120805678467,1.0,0.2985508761345223,0.06104291589948177,0.5652427454275545
-3.9714513694346234,0.0,0.2121118800707693,0.0734768049968698,0.3543739969702498
-3.9714513694346234,1.0,0.29722408251499516,0.07952182702640397,0.5744815827487506
-3.8927819331907805,0.0,0.20862335743458743,0.0715300976846155,0.34617758323324577
-3.8927819331907805,1.0,0.29586365097842776,0.06325359627286914,0.5512728247449108
-3.814112496946937,0.0,0.20521447009359114,0.07480423815484019,0.34225367585288075
-3.814112496946937,1.0,0.2944678092141981,0.08100185853100905,0.5605083155014374
-3.7354430607030933,0.0,0.20191494316623593,0.07344889757972137,0.33397245581942964
-3.7354430607030933,1.0,0.29302953211991284,0.07520240612622511,0.5497587233723841
-3.65677362445925,0.0,0.1987445861508374,0.07123993354916254,0.32678220855246776
-3.65677362445925,1.0,0.29153557128370405,0.06975118757368429,0.5386966792854438
-3.5781041882154065,0.0,0.19571519939496482,0.0728423796565099,0.3219992404741468
-3.5781041882154065,1.0,0.28996648750264264,0.06934793379260072,0.5260329961613902
-3.4994347519715636,0.0,0.1928319502647564,0.07064044569764379,0.3149848064358733
-3.4994347519715636,1.0,0.2882982198451693,0.07129540621393234,0.5200917055079979
-3.4207653157277202,0.0,0.1900958241683746,0.07208223497447491,0.313099718391399
-3.4207653157277202,1.0,0.2865063853056342,0.07166120610514319,0.5147399007800232
-3.342095879483877,0.0,0.18750678047857586,0.07312924210170732,0.31058310489935803
-3.342095879483877,1.0,0.28457179808599564,0.07075390786060284,0.5111588680072091
-3.263426443240033,0.0,0.18506808105377065,0.07300757760134724,0.3083319418133851
-3.263426443240033,1.0,0.2824826469753111,0.07543001623086487,0.5099398056393784
-3.1847570069961897,0.0,0.18278909210442765,0.0724740928868659,0.30614020138005416
-3.1847570069961897,1.0,0.28023154059062916,0.07675606808335493,0.49707449305270895
-3.106087570752347,0.0,0.180683730046137,0.07263101323919449,0.3057641683397792
