	ts	te
T0	35.0	20.02
T1	33.18	19.54
T2	31.54	21.92
T3	30.78	6.29
T4	30.08	28.28
T6	29.71	12.73
T7	28.9	16.42
T8	28.76	12.51
T9	28.29	23.61
T10	28.17	16.16
T11	28.01	25.6
T12	27.99	14.05
T13	27.93	9.57
T15	27.34	24.23
T16	27.22	17.86
T17	27.21	5.17
T18	27.06	26.09
T19	27.01	15.48
T20	26.72	18.98
T21	26.64	23.66
T22	25.9	5.66
T23	25.73	15.05
T24	25.69	9.4
T25	25.66	23.65
T26	25.65	15.57
T27	25.64	13.43
T28	25.56	24.24
T29	25.49	25.08
T30	25.44	10.64
T31	25.42	24.13
T32	25.36	23.77
T33	25.27	16.29
T34	25.25	17.74
T35	24.93	22.0
T36	24.89	3.28
T37	24.86	11.51
T38	24.81	24.11
T39	24.66	14.55
T40	24.65	16.29
T41	24.52	6.1
T42	24.46	10.36
T43	24.43	15.47
T44	24.37	21.36
T45	24.29	20.13
T46	24.12	13.46
T47	24.04	16.7
T48	24.03	10.81
T49	23.9	14.84
T51	23.88	15.66
T52	23.77	9.75
T53	23.69	16.25
T54	23.65	15.14
T55	23.61	13.91
T58	23.5	18.2
T59	23.42	18.37
T60	23.32	12.22
T61	23.31	18.12
T62	23.22	18.27
T63	23.07	16.37
T64	23.06	13.73
T65	22.93	14.38
T66	22.83	13.32
T67	22.79	19.29
T68	22.76	13.7
T69	22.74	13.53
T70	22.67	18.05
T71	22.6	7.05
T72	22.59	19.66
T73	22.39	16.19
T74	22.39	12.12
T75	22.35	10.52
T76	22.35	11.99
T77	22.29	15.46
T78	22.28	9.03
T79	22.23	18.36
T80	22.22	14.93
T81	22.14	17.6
T82	22.12	18.6
T83	22.1	9.81
T84	22.08	21.46
T85	21.93	12.69
T86	21.9	18.82
T87	21.87	17.48
T88	21.85	9.45
T89	21.8	13.9
T90	21.79	9.66
T92	21.69	14.73
T93	21.68	11.68
T94	21.67	14.08
T95	21.6	11.05
T96	21.51	14.11
T97	21.39	11.67
T98	21.38	8.43
T99	21.33	12.33
T100	21.32	20.85
T101	21.28	19.13
T102	21.07	14.72
T103	21.04	15.41
T104	21.0	18.87
T105	20.98	16.11
T106	20.95	15.78
T107	20.89	12.29
T108	20.88	10.76
T109	20.86	18.92
T111	20.79	15.63
T112	20.76	13.34
T113	20.74	19.0
T114	20.73	19.2
T115	20.71	12.47
T116	20.68	12.32
T117	20.62	14.33
T118	20.52	15.61
T119	20.35	12.81
T120	20.34	12.43
T121	20.34	11.86
T122	20.27	16.23
T123	20.2	14.2
T124	20.15	16.62
T125	20.13	19.04
T127	20.0	18.91
T130	19.92	17.79
T131	19.89	17.55
T132	19.85	19.18
T133	19.84	18.01
T134	19.75	16.03
T135	19.74	6.85
T136	19.73	15.27
T137	19.71	18.84
T138	19.69	9.76
T139	19.62	17.34
T140	19.59	17.2
T141	19.58	16.59
T142	19.55	11.69
T143	19.5	11.91
T144	19.49	16.5
T145	19.37	16.82
T146	19.18	11.48
T147	19.17	13.35
T148	19.17	17.34
T149	19.1	9.83
T151	19.07	8.92
T152	19.06	14.89
T153	18.95	14.62
T154	18.95	17.74
T155	18.94	17.58
T156	18.94	10.81
T157	18.86	13.43
T158	18.76	10.59
T159	18.72	14.34
T160	18.69	18.46
T162	18.68	8.16
T163	18.62	11.12
T164	18.57	15.2
T166	18.4	5.95
T167	18.35	16.42
T170	18.27	15.87
T171	18.27	11.89
T172	18.25	16.38
T174	18.13	15.22
T176	18.08	10.47
T177	18.0	8.07
T178	17.87	17.38
T179	17.73	8.96
T180	17.72	7.56
T181	17.67	11.98
T182	17.65	11.26
T183	17.55	15.06
T184	17.54	15.76
T185	17.52	13.82
T187	17.41	13.3
T188	17.34	9.35
T189	17.33	9.66
T190	17.17	9.98
T192	17.02	12.34
T193	16.97	16.33
T194	16.88	12.35
T195	16.84	9.76
T196	16.84	4.91
T197	16.83	15.57
T198	16.78	14.14
T199	16.77	8.89
T200	16.76	10.13
T201	16.68	10.55
T202	16.64	11.04
T203	16.52	15.9
T204	16.49	13.44
T205	16.48	16.05
T206	16.44	13.26
T207	16.44	14.56
T208	16.34	15.0
T209	16.25	8.18
T210	16.15	14.71
T211	16.14	13.91
T212	16.03	6.69
T213	15.94	13.39
T215	15.84	12.67
T217	15.64	15.08
T218	15.61	15.23
T219	15.45	10.91
T220	15.38	12.2
T221	15.27	11.15
T222	15.25	10.07
T223	15.2	11.79
T224	15.16	12.31
T225	15.1	12.72
T226	15.0	9.97
T227	14.91	8.72
T229	14.83	13.94
T230	14.79	8.68
T232	14.57	9.51
T233	14.51	8.42
T234	14.47	13.87
T235	14.45	11.03
T236	14.42	13.28
T237	14.33	12.22
T238	14.21	0.0
T239	14.16	10.77
T240	14.14	9.4
T242	13.88	9.27
T243	13.83	12.6
T244	13.63	11.79
T246	13.5	12.08
T247	13.33	10.11
T248	13.32	12.97
T249	13.12	9.48
T251	12.98	8.8
T252	12.83	12.12
T254	12.47	6.76
T255	12.43	8.79
T256	12.17	11.89
T257	11.98	9.79
T258	11.91	10.31
T260	11.37	10.09
T261	11.37	0.0
T262	11.15	10.29
T263	10.79	2.95
T264	10.39	4.25
T265	9.9	8.59
T266	9.89	5.19
T267	9.16	7.11
T268	9.13	4.97
T270	8.0	5.2
T271	5.01	2.97
