	ts	te
T0	35.0	33.66
T1	33.69	32.95
T2	33.06	30.7
T3	31.06	26.81
T4	30.92	28.8
T5	29.45	22.75
T6	29.06	21.86
T7	29.01	24.13
T8	28.86	25.01
T9	28.44	8.72
T10	28.04	27.84
T11	27.64	25.81
T12	27.03	24.55
T13	26.86	25.39
T14	26.85	4.07
T15	26.76	25.12
T16	26.4	25.83
T17	26.35	17.9
T18	26.03	25.22
T19	25.95	1.66
T20	25.94	23.94
T21	25.62	22.36
T22	25.17	24.53
T23	25.12	19.87
T24	24.72	17.98
T25	24.65	24.39
T26	24.58	23.67
T27	24.52	14.98
T28	24.42	22.49
T29	24.38	18.18
T30	24.38	19.56
T31	24.15	23.31
T32	24.11	22.15
T33	24.07	0.0
T34	23.78	20.76
T35	23.78	17.18
T36	23.57	22.08
T38	23.12	20.51
T40	22.56	20.04
T41	22.42	16.94
T42	22.41	19.54
T43	22.36	21.18
T44	22.01	19.01
T45	21.99	6.52
T46	21.88	19.84
T47	21.43	5.37
T48	21.33	6.07
T49	21.3	20.32
T50	21.17	17.41
T51	21.0	18.14
T52	20.65	18.74
T53	20.56	17.68
T54	20.03	16.79
T55	19.99	17.42
T57	19.47	1.3
T60	19.09	13.6
T61	18.74	16.09
T62	18.49	16.79
T63	18.36	8.06
T64	18.35	16.31
T65	18.24	12.87
T66	18.15	14.42
T67	18.09	0.0
T68	18.08	10.14
T69	18.07	5.47
T70	17.65	0.0
T71	17.61	8.94
T72	17.55	16.07
T73	17.55	10.29
T74	17.49	9.18
T75	17.19	16.17
T76	17.06	11.09
T77	17.05	16.22
T78	16.88	15.28
T79	16.8	13.76
T80	16.75	14.73
T81	16.68	16.42
T82	16.44	0.0
T83	16.31	15.03
T84	16.3	13.56
T85	16.2	12.22
T87	16.09	13.17
T88	16.07	14.94
T89	16.03	7.97
T90	15.85	0.0
T91	15.83	15.32
T94	15.34	0.0
T95	15.3	8.82
T96	15.12	14.34
T99	14.89	11.46
T102	14.76	11.44
T104	14.56	6.44
T105	14.5	11.69
T106	14.45	9.22
T107	14.44	10.79
T109	14.28	13.01
T111	14.1	11.69
T112	13.88	12.8
T113	13.78	11.54
T114	13.76	13.32
T115	13.64	8.39
T116	13.61	11.48
T117	13.53	0.0
T118	13.41	12.37
T119	13.41	3.91
T120	13.23	7.26
T121	12.99	5.91
T123	12.69	11.15
T124	12.51	11.04
T125	12.47	11.17
T126	12.47	8.51
T127	12.13	8.96
T128	11.8	7.2
T129	11.71	8.86
T130	11.56	10.43
T131	11.51	0.0
T132	11.32	4.63
T133	11.31	1.75
T134	11.2	9.91
T135	10.97	5.63
T136	10.95	10.5
T137	10.81	9.0
T138	10.78	8.03
T139	10.64	8.62
T140	10.48	9.64
T141	10.2	4.92
T142	10.1	7.43
T143	10.1	3.04
T145	9.89	0.0
T146	9.86	8.13
T149	9.33	0.0
T150	9.19	4.25
T151	9.16	7.51
T152	9.01	5.4
T153	8.89	7.47
T154	8.49	5.66
T155	8.47	8.14
T156	8.09	6.85
T157	7.91	6.25
T158	7.85	0.0
T159	7.83	0.0
T160	7.81	0.83
T161	7.6	5.14
T162	7.53	4.79
T163	7.48	4.27
T165	7.31	5.82
T166	7.2	5.77
T167	7.08	0.53
T168	7.07	0.0
T169	7.06	3.41
T170	7.03	2.33
T171	6.91	0.0
T172	6.91	0.0
T173	6.7	0.0
T174	6.69	0.0
T175	6.69	4.27
T176	6.52	0.0
T177	6.49	5.04
T178	5.64	4.69
T180	5.5	3.34
T181	5.45	0.0
T182	5.33	4.87
T183	5.27	0.0
T184	5.18	4.2
T185	5.05	0.0
T186	5.01	4.35
T187	4.88	2.92
T188	4.87	3.58
T189	4.86	3.94
T190	4.51	3.98
T193	3.96	0.0
T194	3.8	0.0
T195	3.72	0.0
T196	3.64	0.0
T197	3.5	0.0
T199	3.3	0.0
T201	3.19	0.0
T202	3.07	1.21
T203	3.03	0.0
T204	2.97	0.0
T206	2.49	0.0
T207	2.41	0.0
T208	2.33	0.0
T209	2.32	0.0
T210	2.23	0.0
T211	2.05	0.0
T214	1.79	1.52
T215	1.78	0.0
T216	1.65	0.0
T217	1.61	1.15
T218	1.28	0.0
T219	1.14	0.0
T220	1.12	0.0
T222	0.87	0.0
T223	0.85	0.0
T224	0.81	0.0
T225	0.78	0.0
T226	0.64	0.51
T227	0.6	0.11
T228	0.57	0.0
T229	0.56	0.0
T231	0.45	0.0
T232	0.37	0.0
