	ts	te
T0	35.0	33.12
T1	34.76	28.51
T2	34.09	31.7
T4	33.28	32.55
T5	33.26	30.08
T6	33.19	28.87
T7	33.12	30.97
T9	32.75	31.05
T10	32.58	24.09
T11	32.38	28.89
T13	32.26	31.25
T17	31.4	27.84
T19	31.36	26.04
T21	30.61	27.87
T22	30.49	29.54
T27	29.88	21.71
T29	29.66	14.78
T32	29.56	0.0
T33	29.24	26.13
T34	29.0	24.1
T35	28.88	26.84
T38	28.13	26.28
T39	28.07	19.29
T40	27.9	19.32
T42	27.64	22.94
T43	27.29	23.86
T44	27.24	24.01
T45	27.15	25.75
T46	27.02	19.46
T47	26.77	18.06
T50	26.56	10.97
T51	26.44	11.56
T56	25.96	25.2
T57	25.86	12.61
T58	25.61	22.5
T59	25.5	17.13
T60	25.44	4.69
T61	25.36	20.25
T62	25.32	18.79
T63	24.99	18.59
T65	24.88	22.2
T66	24.5	0.0
T67	24.45	22.19
T68	24.06	23.85
T69	24.02	0.0
T71	22.69	0.0
T72	22.43	5.76
T73	22.08	0.0
T74	22.0	10.59
T75	21.12	2.47
T76	20.74	20.03
T77	20.39	19.44
T78	20.29	18.17
T79	20.14	0.0
T80	19.8	12.43
T81	19.73	19.09
T82	19.47	15.33
T83	19.46	14.01
T84	19.41	0.0
T85	19.39	18.15
T86	19.36	0.0
T87	18.86	16.31
T88	18.72	0.0
T89	18.39	11.84
T90	18.19	16.41
T91	18.0	6.52
T92	17.92	0.0
T93	17.81	11.31
T94	17.77	13.21
T95	17.36	8.25
T96	17.3	14.33
T97	17.26	13.9
T99	17.11	10.71
T100	17.07	0.0
T101	16.99	0.0
T102	16.74	0.0
T103	16.64	0.0
T104	16.25	11.48
T105	15.68	15.08
T108	14.88	0.0
T109	14.86	11.97
T110	14.85	7.72
T111	14.83	0.0
T113	14.35	0.0
T117	13.34	7.81
T120	12.92	0.0
T123	12.74	7.02
T128	12.47	2.73
T129	12.39	10.44
T130	12.39	7.95
T134	11.93	0.0
T135	11.68	7.49
T136	11.24	0.0
T138	11.06	0.0
T139	11.02	8.11
T140	10.75	4.94
T141	10.72	7.9
T144	10.39	0.0
T145	10.08	2.98
T146	9.91	7.24
T147	9.78	0.0
T148	9.76	8.62
T149	9.76	0.0
T150	9.67	8.74
T151	9.65	0.0
T154	9.34	0.0
T155	9.26	4.92
T156	9.24	6.16
T158	9.18	7.77
T159	8.97	4.77
T160	8.26	7.54
T162	8.21	0.5
T164	8.09	0.0
T166	7.89	5.09
T168	7.63	0.0
T169	7.53	2.44
T170	7.46	0.0
T171	7.34	0.0
T172	7.19	4.44
T173	7.16	0.0
T175	6.86	5.08
T176	6.62	6.47
T177	6.56	0.0
T178	6.37	0.0
T179	6.29	1.22
T180	6.27	1.5
T181	6.27	4.85
T182	6.22	0.0
T183	6.19	0.0
T184	6.18	0.0
T185	6.12	0.33
T186	6.02	4.99
T188	5.81	3.85
T190	5.8	2.07
T192	5.76	0.0
T195	5.64	2.68
T196	5.53	0.0
T197	5.5	2.32
T198	5.5	0.0
T199	5.46	0.52
T203	5.09	0.0
T204	5.03	0.0
T205	4.96	0.0
T207	4.91	0.57
T208	4.85	2.21
T210	4.67	2.16
T211	4.55	2.73
T212	4.35	0.64
T213	4.16	0.0
T214	4.07	1.17
T216	3.94	1.04
T217	3.92	0.0
T218	3.86	0.0
T220	3.77	0.0
T221	3.74	2.87
T222	3.5	0.05
T223	3.49	2.05
T224	3.48	0.0
T227	3.0	0.0
T228	2.82	1.88
T229	2.79	0.0
T230	2.74	0.0
T231	2.59	0.42
T232	2.53	0.0
T233	2.4	0.0
T234	2.31	0.0
T235	2.19	0.0
T236	2.17	0.0
T237	2.14	0.0
T240	2.03	0.43
T242	1.86	0.0
T244	1.78	0.0
T248	1.57	0.0
T249	1.44	0.0
T250	1.26	0.0
T251	1.26	0.0
T252	1.21	0.0
T253	1.21	0.25
T255	1.17	0.16
T257	1.13	0.25
T258	1.09	0.0
T260	0.98	0.82
T262	0.72	0.0
T263	0.66	0.0
T264	0.61	0.0
T265	0.52	0.0
