	ts	te
T0	35.0	29.56
T4	33.81	27.86
T5	33.52	30.48
T6	32.74	29.39
T8	32.12	27.03
T9	30.89	24.11
T11	30.41	21.04
T12	30.04	28.25
T13	29.35	12.94
T14	29.23	28.01
T16	28.93	19.9
T17	28.68	26.12
T18	28.65	25.71
T19	27.75	24.47
T21	27.26	19.21
T22	27.13	18.18
T23	26.74	25.63
T24	25.98	23.86
T25	25.98	22.7
T26	25.75	24.74
T27	25.29	15.15
T28	25.0	19.6
T29	24.72	21.92
T30	24.52	23.13
T31	24.07	23.54
T33	23.85	20.49
T34	23.59	18.46
T37	23.15	21.38
T38	23.12	20.28
T40	22.77	21.9
T41	22.71	20.4
T42	22.56	12.09
T43	21.9	11.48
T44	21.59	11.8
T45	21.52	18.14
T48	20.93	19.09
T49	20.82	16.22
T50	20.59	18.44
T51	20.54	5.85
T52	20.54	18.29
T53	20.53	7.5
T54	20.46	15.8
T56	20.28	15.05
T58	20.21	19.42
T59	20.17	19.07
T61	19.66	16.65
T63	19.38	10.63
T64	19.35	14.09
T65	19.13	18.8
T66	19.09	17.3
T67	19.07	15.47
T68	19.05	10.56
T69	18.94	12.34
T71	18.87	11.16
T72	18.67	17.66
T74	18.58	9.41
T75	18.52	9.8
T78	17.89	15.46
T79	17.64	16.25
T80	17.56	10.26
T81	17.39	12.23
T84	16.7	13.2
T87	16.16	9.56
T89	16.1	9.37
T91	15.91	9.93
T92	15.25	13.57
T93	15.04	6.37
T97	14.12	9.95
T98	14.02	8.19
T100	13.89	12.71
T101	13.83	0.0
T104	13.28	11.77
T108	12.84	8.69
T109	12.63	8.63
T110	12.63	9.4
T111	12.59	1.52
T114	11.81	8.67
T115	11.74	6.08
T116	11.59	0.0
T118	11.24	6.19
T119	11.16	4.13
T121	10.93	7.66
T122	10.88	9.49
T123	10.7	9.04
T124	10.56	9.4
T125	10.54	2.02
T126	10.51	0.3
T127	10.47	7.73
T128	10.39	0.0
T130	10.2	0.0
T131	9.95	0.0
T132	9.89	0.0
T133	9.75	4.58
T134	9.71	6.86
T135	9.67	0.0
T136	9.59	7.13
T137	9.47	9.13
T139	8.62	6.6
T140	8.57	3.33
T141	8.55	3.41
T142	8.41	2.51
T144	7.83	0.24
T145	7.22	5.49
T146	7.09	0.0
T148	6.63	5.03
T149	6.59	2.09
T151	6.47	5.88
T153	6.43	0.0
T154	6.03	0.0
T155	6.0	5.44
T156	5.92	4.72
T158	5.7	0.0
T159	5.65	0.6
T160	5.62	0.0
T161	5.59	0.0
T162	5.57	0.0
T164	5.37	3.95
T165	5.27	0.0
T166	5.13	0.0
T167	5.12	3.17
T168	4.93	0.0
T169	4.87	0.0
T170	4.86	0.0
T171	4.85	3.98
T173	4.77	0.0
T174	4.42	0.73
T176	4.31	2.95
T177	4.25	0.0
T181	3.6	0.0
T182	3.43	0.0
T185	3.22	0.0
T186	3.2	0.0
T187	3.08	0.0
T188	3.04	0.0
T189	2.97	0.0
T190	2.96	0.37
T191	2.93	0.0
T192	2.9	1.38
T193	2.88	1.87
T194	2.83	0.0
T195	2.81	0.0
T196	2.75	0.0
T197	2.72	0.0
T198	2.55	0.0
T199	2.53	0.0
T200	2.23	0.0
T201	2.1	0.0
T202	2.09	0.0
T203	1.88	0.0
T204	1.77	0.0
T205	1.75	0.0
T206	1.67	0.0
T207	1.6	0.0
T208	1.58	0.0
T209	1.37	0.0
T210	1.29	0.0
T211	1.27	0.0
T213	1.03	0.0
T214	0.85	0.0
T215	0.81	0.0
T216	0.71	0.0
T217	0.67	0.0
T218	0.59	0.0
T221	0.39	0.0
T223	0.09	0.0
