	ts	te
T0	35.0	7.28
T1	33.62	0.0
T2	31.29	24.71
T3	31.27	29.02
T4	30.47	25.78
T5	29.46	9.08
T6	29.18	21.63
T7	27.98	2.71
T8	27.98	0.0
T9	26.26	22.44
T10	26.12	0.0
T11	26.11	9.16
T12	25.88	15.3
T13	25.16	13.52
T14	24.81	11.68
T15	24.4	12.54
T16	23.97	4.94
T17	23.79	0.0
T18	22.63	18.64
T19	22.5	4.26
T20	22.34	0.0
T21	21.62	0.0
T22	21.26	19.44
T23	21.0	20.09
T24	20.83	14.67
T25	20.76	8.4
T26	20.73	8.0
T27	20.59	13.5
T28	20.58	18.23
T29	20.42	16.91
T30	20.18	4.94
T31	20.04	0.0
T32	19.85	11.05
T34	19.62	17.5
T35	19.62	18.4
T36	19.45	18.73
T37	19.35	15.14
T38	18.86	11.4
T39	18.73	15.76
T40	18.42	0.0
T41	18.24	13.99
T42	17.73	12.73
T46	17.31	11.39
T48	17.22	3.37
T50	16.85	5.71
T51	16.74	15.99
T52	16.68	7.7
T53	16.62	2.15
T54	16.15	0.0
T56	16.02	6.16
T58	15.82	15.1
T59	15.63	15.24
T60	15.59	3.96
T61	15.38	12.54
T62	15.37	0.0
T63	15.36	12.01
T64	14.87	0.0
T65	14.86	6.11
T66	14.74	0.0
T67	14.73	12.59
T68	14.36	0.0
T69	14.33	7.1
T70	14.09	0.0
T71	13.93	2.49
T73	13.67	8.34
T74	13.62	0.0
T76	13.31	12.23
T78	13.04	0.0
T82	12.88	9.57
T83	12.8	10.73
T84	12.8	8.03
T86	12.32	5.19
T87	12.22	0.0
T88	12.08	0.0
T89	12.04	2.46
T90	11.92	9.09
T91	11.92	11.44
T94	11.25	0.0
T97	10.99	0.0
T98	10.83	4.04
T99	10.78	1.52
T100	10.31	0.0
T101	10.12	0.0
T102	9.81	0.0
T103	9.74	7.53
T104	9.33	5.4
T105	9.27	0.0
T106	9.23	8.07
T108	9.19	0.0
T109	9.04	7.23
T110	8.96	0.6
T111	8.95	3.55
T112	8.88	0.78
T114	8.65	5.98
T115	8.59	1.73
T116	8.57	0.0
T117	8.55	1.12
T118	8.5	0.0
T119	8.42	7.92
T120	8.39	0.0
T121	8.26	1.12
T122	8.22	0.0
T123	8.11	4.4
T124	8.1	0.0
T125	7.91	2.03
T126	7.88	5.62
T128	7.82	6.99
T129	7.8	0.0
T131	7.77	0.0
T133	7.62	0.0
T134	7.62	0.0
T135	7.59	0.0
T136	7.46	6.07
T137	7.3	0.0
T138	7.23	1.92
T139	7.14	0.0
T140	7.05	0.0
T141	7.02	1.94
T142	7.01	1.28
T143	6.98	0.0
T144	6.67	0.0
T146	6.62	2.28
T147	6.62	0.0
T148	6.59	0.0
T149	6.56	0.0
T150	6.55	4.78
T151	6.4	6.29
T152	6.3	0.0
T153	6.26	0.0
T154	6.26	1.16
T155	6.21	0.0
T156	6.13	1.05
T157	6.12	1.61
T158	6.11	0.67
T159	6.11	3.48
T161	6.01	0.11
T162	5.96	0.0
T163	5.96	0.0
T164	5.92	0.0
T167	5.76	4.66
T168	5.71	0.0
T169	5.69	0.15
T171	5.46	2.01
T172	5.46	3.12
T176	5.29	0.0
T177	5.25	0.0
T179	5.22	0.0
T180	5.17	0.0
T182	4.97	0.0
T183	4.95	3.32
T184	4.9	2.58
T185	4.83	0.0
T186	4.78	0.0
T187	4.49	2.4
T189	4.44	0.96
T190	4.43	4.08
T192	4.37	0.0
T193	4.36	0.0
T194	4.33	0.0
T195	4.23	0.0
T196	4.06	0.0
T198	4.01	0.0
T200	3.96	0.0
T201	3.92	0.0
T202	3.81	0.0
T204	3.75	2.87
T206	3.75	0.4
T207	3.74	0.0
T208	3.72	2.63
T209	3.71	0.0
T211	3.69	0.0
T213	3.54	0.0
T214	3.45	0.0
T215	3.44	0.0
T216	3.41	0.0
T217	3.39	0.97
T218	3.35	0.73
T219	3.21	0.0
T220	3.21	0.0
T222	3.1	0.0
T223	2.99	0.76
T224	2.97	0.0
T227	2.94	0.0
T228	2.92	0.0
T229	2.76	0.0
T230	2.52	0.0
T231	2.48	1.57
T232	2.44	0.0
T235	2.37	0.0
T237	2.35	0.0
T238	2.34	0.0
T239	2.28	0.0
T242	2.1	0.0
T243	2.09	0.0
T245	2.0	0.0
T246	1.96	0.3
T247	1.95	0.0
T249	1.89	0.0
T250	1.85	0.0
T252	1.81	0.0
T253	1.8	0.0
T257	1.68	0.0
T258	1.68	0.0
T260	1.56	0.0
T261	1.53	0.0
T262	1.4	0.0
T263	1.4	0.0
T264	1.33	0.0
T265	1.32	0.0
T266	1.29	0.0
T270	1.18	0.87
T273	1.09	0.0
T274	1.08	0.0
T275	0.95	0.0
T277	0.95	0.0
T279	0.82	0.0
T280	0.77	0.0
T283	0.68	0.0
T284	0.68	0.0
T285	0.64	0.0
T286	0.64	0.0
T289	0.47	0.0
T290	0.45	0.0
T291	0.43	0.0
T292	0.38	0.0
T298	0.05	0.0
