	ts	te
T0	35.0	28.98
T2	31.64	27.6
T3	29.37	24.48
T4	29.09	27.33
T5	29.08	14.5
T6	28.98	22.11
T7	28.87	26.01
T8	28.11	22.65
T9	27.95	17.69
T10	27.85	22.97
T11	27.71	22.56
T13	27.59	26.7
T14	27.02	25.89
T16	26.66	24.53
T17	26.5	15.84
T19	26.17	17.81
T20	25.7	21.89
T21	25.53	19.08
T22	25.37	24.65
T23	25.27	21.15
T24	24.97	13.06
T25	24.84	21.67
T26	24.83	23.07
T27	24.55	12.73
T28	24.5	22.87
T31	23.95	18.03
T32	23.66	18.22
T33	23.63	21.55
T34	23.45	20.88
T35	23.42	22.54
T36	23.33	22.5
T37	23.12	12.4
T38	23.06	22.11
T40	22.64	6.28
T41	22.55	6.89
T42	22.43	21.25
T44	22.37	17.25
T45	22.21	20.78
T48	21.97	21.58
T51	21.65	19.27
T52	21.62	19.84
T54	21.44	16.0
T55	21.34	17.51
T56	21.25	15.72
T57	21.17	19.91
T58	21.13	19.55
T59	21.0	18.8
T62	20.78	17.08
T63	20.67	18.97
T64	20.53	16.95
T65	20.41	6.42
T67	20.22	19.2
T68	20.0	0.0
T70	19.91	15.55
T73	19.8	16.93
T76	19.59	18.71
T78	19.38	18.12
T82	19.16	15.67
T86	18.94	15.46
T87	18.89	13.23
T89	18.66	7.7
T94	18.04	0.0
T96	17.8	14.72
T97	17.76	14.01
T98	17.75	0.0
T100	17.36	10.9
T101	17.33	12.16
T103	17.22	14.66
T104	17.22	13.7
T105	17.2	0.0
T109	16.5	11.95
T111	16.36	3.92
T112	16.34	15.52
T114	15.3	12.45
T115	15.13	10.99
T116	14.66	11.57
T117	14.6	10.75
T119	14.23	6.84
T120	14.18	0.0
T121	12.9	7.49
T122	12.34	8.11
T123	12.26	0.0
T125	12.1	5.42
T129	11.6	6.29
T130	11.49	8.86
T132	11.21	4.72
T133	10.9	8.63
T134	10.87	6.94
T135	10.57	7.72
T136	10.44	0.0
T138	10.32	4.32
T139	10.06	0.52
T140	10.0	7.33
T142	9.87	7.99
T143	9.75	6.5
T144	9.56	3.05
T145	9.43	8.95
T146	9.31	5.15
T147	9.26	8.29
T148	9.25	8.07
T151	9.02	1.81
T153	8.71	7.07
T156	8.42	7.39
T158	8.37	1.08
T159	8.33	5.41
T160	8.3	0.82
T162	8.26	0.0
T164	7.89	3.06
T165	7.55	5.09
T166	7.35	0.0
T168	7.27	5.12
T170	7.02	2.83
T175	6.75	3.26
T176	6.54	0.0
T179	6.06	0.0
T180	6.0	2.86
T183	5.6	3.74
T185	5.11	2.21
T188	4.94	0.0
T189	4.49	0.0
T190	4.34	1.99
T194	4.05	3.25
T195	4.01	1.7
T196	3.86	0.0
T197	3.84	0.54
T198	3.73	0.0
T199	3.71	0.24
T201	3.4	2.62
T202	3.22	0.0
T203	3.04	0.0
T204	2.86	0.0
T205	2.8	0.0
T208	2.18	0.0
T210	2.01	1.49
T211	2.0	1.65
T212	1.88	0.0
T214	1.81	0.0
T216	1.73	0.32
T218	1.63	0.0
T219	1.62	0.0
T220	1.6	0.0
T222	1.37	0.0
T224	1.08	0.0
T225	0.88	0.0
T226	0.78	0.13
T228	0.46	0.09
T229	0.4	0.0
T230	0.19	0.0
