	ts	te
T0	35.0	22.57
T1	34.48	28.21
T2	33.69	32.4
T3	32.68	24.6
T5	31.97	23.83
T6	31.53	27.58
T7	30.96	25.04
T8	29.07	21.21
T9	28.73	19.73
T11	28.04	25.87
T12	27.8	0.0
T13	27.8	24.38
T14	27.76	27.51
T15	27.58	26.96
T16	27.45	24.62
T18	27.1	16.04
T19	26.52	20.16
T20	26.07	25.43
T21	25.61	18.63
T22	25.55	21.01
T24	25.12	23.42
T25	24.99	15.23
T26	24.86	0.0
T27	24.62	22.67
T28	24.59	20.66
T29	24.46	0.0
T30	24.08	19.99
T31	23.94	0.0
T32	23.81	12.47
T33	23.64	19.22
T34	23.5	15.61
T35	23.41	20.19
T36	23.2	17.42
T37	23.16	13.9
T38	22.75	18.17
T39	22.42	17.15
T40	22.03	19.48
T41	21.74	14.67
T42	21.62	0.0
T43	21.55	16.84
T44	21.15	17.07
T46	20.76	12.34
T47	20.39	17.44
T48	20.25	19.12
T49	19.45	16.23
T50	19.2	15.39
T51	19.18	17.71
T52	19.16	0.0
T53	19.06	15.66
T54	18.68	14.87
T55	18.56	9.06
T56	18.51	11.21
T57	18.47	6.15
T58	18.41	16.04
T59	18.32	6.81
T61	18.17	15.85
T62	18.14	17.1
T63	18.11	0.0
T64	18.04	11.99
T65	17.91	10.62
T66	17.9	12.68
T67	17.58	15.24
T68	17.32	14.69
T69	17.03	15.61
T71	16.98	13.28
T72	16.56	4.68
T73	16.34	14.77
T74	16.31	12.1
T75	16.29	0.0
T76	16.29	0.0
T77	16.29	8.91
T78	16.27	11.23
T79	16.16	12.53
T81	15.83	14.1
T82	15.39	13.5
T83	15.29	14.48
T84	15.28	0.0
T85	15.08	12.54
T86	14.89	0.0
T87	14.77	5.39
T88	14.51	11.14
T89	14.36	13.8
T90	14.35	5.01
T91	14.19	6.84
T92	14.04	10.94
T94	13.51	7.63
T95	13.27	0.0
T96	13.24	0.0
T97	13.22	7.41
T98	13.1	11.25
T99	13.03	11.87
T100	12.66	1.37
T101	12.63	9.95
T102	12.29	6.09
T103	12.25	4.74
T104	12.09	1.74
T105	11.92	8.42
T106	11.9	0.0
T108	11.79	8.43
T113	11.22	3.34
T114	11.17	10.89
T115	11.13	10.05
T116	11.07	8.94
T117	10.92	3.99
T118	10.72	9.54
T119	10.58	6.3
T120	10.56	0.0
T121	10.5	7.2
T122	10.42	3.29
T123	10.41	9.63
T124	10.4	9.28
T125	10.34	0.0
T127	10.1	6.18
T130	9.68	4.06
T131	9.65	5.28
T132	9.57	7.3
T133	9.44	7.2
T135	9.23	7.26
T136	9.19	0.0
T139	9.06	0.0
T140	9.02	7.12
T141	8.95	5.51
T142	8.92	5.3
T143	8.84	7.94
T144	8.8	0.0
T145	8.67	5.94
T147	8.63	5.35
T148	8.6	0.0
T149	8.51	5.97
T150	8.47	6.44
T151	8.33	0.54
T152	8.31	6.56
T153	8.28	4.77
T154	8.18	5.05
T155	8.16	6.94
T156	8.05	0.0
T157	7.91	0.0
T159	7.75	6.71
T161	7.68	0.0
T162	7.65	0.0
T164	7.42	0.0
T165	7.4	4.25
T166	7.39	4.44
T168	7.36	5.73
T169	7.19	0.0
T170	7.15	3.28
T172	7.05	3.07
T173	7.02	0.0
T176	6.85	5.67
T177	6.83	5.74
T178	6.82	6.62
T179	6.82	5.54
T180	6.81	5.14
T181	6.79	0.0
T183	6.57	0.0
T184	6.54	5.16
T185	6.5	4.07
T186	6.49	2.67
T188	6.46	0.0
T189	6.43	1.0
T190	6.42	5.33
T192	6.2	2.47
T193	6.16	0.0
T195	6.06	0.0
T196	6.03	2.57
T197	5.92	0.0
T199	5.74	0.0
T201	5.65	4.4
T203	5.59	0.0
T204	5.55	3.18
T206	5.47	1.01
T207	5.46	0.0
T208	5.35	0.0
T209	5.34	0.0
T211	5.24	3.32
T215	4.87	0.0
T216	4.77	0.0
T217	4.49	0.0
T218	4.27	0.0
T219	4.22	0.0
T221	4.06	0.0
T222	3.92	1.17
T223	3.74	0.0
T224	3.71	0.0
T225	3.7	1.19
T226	3.58	1.44
T227	3.52	0.0
T229	3.37	0.0
T231	3.24	2.64
T232	3.2	1.79
T233	3.04	0.0
T234	3.02	0.0
T235	2.99	0.0
T236	2.94	0.0
T237	2.86	0.0
T238	2.73	0.0
T239	2.73	1.76
T240	2.54	2.08
T241	2.51	0.0
T243	2.46	0.0
T245	2.29	0.0
T246	2.25	0.39
T247	1.96	0.38
T248	1.87	0.19
T249	1.82	0.0
T250	1.66	0.0
T252	1.59	0.0
T254	1.41	0.0
T256	1.27	0.0
T258	1.18	0.0
T259	1.18	0.0
T260	1.17	0.02
T261	1.11	0.0
T262	1.09	0.0
T263	1.08	0.0
T264	0.97	0.0
T265	0.94	0.0
T266	0.92	0.0
T267	0.88	0.0
T268	0.84	0.28
T270	0.75	0.0
T271	0.69	0.0
T272	0.63	0.0
T273	0.54	0.0
T274	0.49	0.0
T276	0.38	0.0
T277	0.35	0.23
T278	0.34	0.0
T280	0.28	0.0
T281	0.26	0.0
T282	0.24	0.0
T284	0.17	0.0
T285	0.12	0.0
