Taxon,NMDS1,time
Afrochoerodon_kisumuensis,-0.0810981217987756,19.382140916910842
Afromastodon_coppensi,-0.018460262550070355,15.997690871131725
Amebelodon_floridanus,0.14203580231293328,9.490865418577869
Amebelodon_fricki,0.19426682500211168,9.43827190343215
Anancus_arvernensis,0.26396593833433835,12.725366600039573
Anancus_kazachstanensis,0.26396593833433835,6.3466483380749885
Anancus_kenyensis,0.24232914684227472,8.352008109689372
Anancus_lehmanni,0.13481435599405564,9.441558998128759
Anancus_osiris,0.19495139849217188,7.747469693781892
Anancus_perimensis,0.10042121401263135,3.197459114331568
Anancus_petrocchii,0.1307714965527575,6.415624825191329
Anancus_sinensis,0.21709406502090942,9.332550857756484
Anancus_sivalensis,0.291867122932478,1.414361745786602
Anancus_ultimus,0.2809805710506907,5.671442886348881
Aphanobelodon_zhaoi,-0.6663391845029315,14.689273177445294
Archaeobelodon_filholi,-0.5308232758026188,20.996989893954694
Barytherium_grave,-2.4526348779374225,36.35859194025646
Chilgatherium_harrisi,-1.7345110490052904,27.413689750115797
Choerolophodon_anatolicus,-0.34616195268889494,10.12856178971971
Choerolophodon_chioticus,-0.09840971378152209,16.10030382726768
Choerolophodon_corrugatus,-0.9745074678429785,19.360637752934718
Choerolophodon_guangheensis,-0.3697161142810611,14.574259864072362
Choerolophodon_ngorora,-0.028215271222564085,15.946209388022092
Choerolophodon_pentelici,-0.41458384302967494,12.01535414557237
Cuvieronius_hyodon,0.4378721906867454,2.9353400630477786
Deinotherium_bozasi,-1.7187344986977489,9.441558998128759
Deinotherium_giganteum,-1.6866405917305127,14.77390561558764
Deinotherium_indicum,-1.6866405917314717,13.87549973376889
Deinotherium_levius,-1.6731101853946966,13.40025604266187
Deinotherium_proavum,-1.6866405917360743,9.43827190343215
Elephas_atavus,1.3728505567659561,3.237378764360926
Elephas_ekorensis,1.0623411321369143,5.030779929743764
Elephas_hysudricus,1.3728505567659561,2.458429823929843
Elephas_hysudrindicus,1.3728505567659561,1.2793653567291619
Elephas_maximus,1.3074117970518275,1.590540321245308
Elephas_planifrons,1.0600025609410237,4.482838644320585
Eozygodon_morotoensis,-0.8159590021141763,24.28819470896897
Eritreum_melakeghebrekristosi,-0.7066557852550664,26.283177181627416
Eubelodon_morrilli,-0.039690554696740356,14.778235740332486
Gnathabelodon_buckneri,0.3561603895522945,10.263332672280615
Gnathabelodon_thorpei,0.42321279112321947,9.43827190343215
Gomphotherium_angustidens,-0.3437655821453716,18.661207603328922
Gomphotherium_annectens,-0.37010116513594427,18.205524475734425
Gomphotherium_basal,-0.4473449992910748,31.000505803777724
Gomphotherium_browni,-0.3075190025468829,18.370309222952855
Gomphotherium_connexum,-0.37010116513594427,14.899199225121544
Gomphotherium_cooperi,-0.3994084608372224,18.50122299439578
Gomphotherium_hannibali,-0.37010116513594427,18.205524475734425
Gomphotherium_inopinatum,-0.5778966388649661,15.468075613655811
Gomphotherium_mongoliense,-0.37010116513594427,18.137852526200067
Gomphotherium_productum,-0.10035667183494128,17.394551112724436
Gomphotherium_steinheimense,-0.3502176594491121,12.794178582416684
Gomphotherium_subtapiroideum,-0.444332803618108,18.284386747646344
Gomphotherium_sylvaticum,-0.3994084608372224,18.29790713714988
Gomphotherium_tassyi,-0.4042822148799303,13.348244544283242
Gomphotherium_wimani,-0.37010116513594427,14.33318291898226
Hemimastodon_crepusculi,-0.22342280952781784,25.614652922377186
Konobelodon_atticus,0.1510021621743645,9.444846092825365
Konobelodon_britti,0.17068346624635516,9.43827190343215
Konobelodon_cyrenaicus,0.3000603282361615,6.409327643778328
Konobelodon_robustus,0.09805913644249031,9.885316782170758
Losodokodon_losodokius,-2.2016707537771056,26.897040044159557
Loxodonta_adaurora,1.0487850539400314,4.92786096479211
Loxodonta_africana,1.0829925401151272,0.9372104997255933
Loxodonta_atlantica,1.27222745085972,3.0461202544703774
Loxodonta_cookei,0.9252485829590493,6.787158528558445
Loxodonta_cyclotis,1.0829925401151272,0.04730536280143583
Loxodonta_exoptata,1.028396712643735,4.748704303538908
Mammut_americanum,-0.23925063051169115,4.466628677334048
Mammut_borsoni,-0.5393608900582229,9.43827190343215
Mammut_obliquelophus,-0.9618879050248158,8.06233776469129
Mammuthus_africanavus,1.1219298862578286,5.372835283880898
Mammuthus_columbi,1.305396976663953,0.6126101484428152
